response_id	cause	cause_no	cause_sep	maximum_response_one_cause	type	group_cause	code_cause	mistake	mistake_no	mistake_sep	maximum_response_one_type	group_type	code_type
R_2yg8jYMAU5WqMfg	Hard to say. Maybe a lack of supervision from more experienced researchers.	1	Hard to say. Maybe a lack of supervision from more experienced researchers.	yes	recurring	project management issue	lack of supervision	I took over a project some years ago with useless variable names and no log for what had happened in that data set before my time. I believe that would be a common problem.	2	no log for what had happened in that data set before my time	no	bad or poor documentation	lack or poor documentation
R_2yg8jYMAU5WqMfg	Sloppiness and lack of supervision.	1	Sloppiness and	no	serious	carelessness	sloppiness	Problems with filing, I would say. So, not assigning names to data sets and the like in a systematic manner, leading to confusion as to what is what.	1	Problems with filing, I would say. So, not assigning names to data sets and the like in a systematic manner, leading to confusion as to what is what.	yes	ambiguous naming/defining of data	nonsystematic file naming
R_2yg8jYMAU5WqMfg	Sloppiness and lack of supervision.	2	lack of supervision.	no	serious	project management issue	lack of supervision	Problems with filing, I would say. So, not assigning names to data sets and the like in a systematic manner, leading to confusion as to what is what.	1	Problems with filing, I would say. So, not assigning names to data sets and the like in a systematic manner, leading to confusion as to what is what.	yes	ambiguous naming/defining of data	nonsystematic file naming
R_2YKRrPH6SwOg1i9	Kept saying “yeah, yeah, i gotta go that” but there were more pressing matters.	1	Kept saying “yeah, yeah, i gotta go that” but there were more pressing matters.	yes	recurring	time management issue	time pressure	Not documenting data cleaning and processing steps so you can’t recall how to get from the raw data file to the input used for analysis	1	Not documenting data cleaning and processing steps so you can’t recall how to get from the raw data file to the input used for analysis	yes	bad or poor documentation	lack or poor documentation
R_2YQViBTzxB4Z58d	Human error, not enough beta testing due to schedule challenges.	2	not enough beta testing due to schedule challenges.	no	recurring	time management issue	time pressure	Failure to programme response-collection aspect of the task properly, or other programming errors.	1	Failure to programme response-collection aspect of the task properly, or other programming errors.	yes	programming error	program coding error
R_2YrWWMvbQaoXT8U	Inexperience of junior researchers	1	Inexperience of junior researchers	yes	recurring	lack of knowledge/experience	inexperience	we have lots of data checking protocols and so mistakes are eliminated (I hope/think) before dissemination. Type of errors include miscoding of participants to wrong group.	1	we have lots of data checking protocols and so mistakes are eliminated (I hope/think) before dissemination. Type of errors include miscoding of participants to wrong group.	yes	participant allocation error	assigning participant to the wrong group
R_2YSaYiPeTrGttp8	Improperly training RA	1	Improperly training RA	yes	serious	bad skill management	improper training of RA	RA had been inputting data by hand incorrectly and this all had to be redone.	1	RA had been inputting data by hand incorrectly and this all had to be redone.	yes	data input error	data entry error
R_2zHk3lrt2viQjzY	Several people working on the same dataset	1	Several people working on the same dataset	yes	recurring	project management issue	too many team members working on one task	Variables were recoded into same variables (without timing note of the recoding)	1	Variables were recoded into same variables (without timing note of the recoding)	yes	version control error	overwriting data
R_2zjVTdbw0kClOqk	Lack of protocol, discipline, and experience.	1	Lack of protocol	no	recurring	bad or lack of standards	lack of protocol	Failing to document precisely changes made to the dataset, making it difficult to reproduce/replicate analyses and results.	1	Failing to document precisely changes made to the dataset, making it difficult to reproduce/replicate analyses and results.	yes	bad or poor documentation	lack or poor documentation
R_2zjVTdbw0kClOqk	Lack of protocol, discipline, and experience.	2	Lack of discipline	no	recurring	lack of control	lack of discipline	Failing to document precisely changes made to the dataset, making it difficult to reproduce/replicate analyses and results.	1	Failing to document precisely changes made to the dataset, making it difficult to reproduce/replicate analyses and results.	yes	bad or poor documentation	lack or poor documentation
R_2zjVTdbw0kClOqk	Lack of protocol, discipline, and experience.	3	Lack of experience.	no	recurring	lack of knowledge/experience	lack of experience	Failing to document precisely changes made to the dataset, making it difficult to reproduce/replicate analyses and results.	1	Failing to document precisely changes made to the dataset, making it difficult to reproduce/replicate analyses and results.	yes	bad or poor documentation	lack or poor documentation
R_302hgWPu7XX10Ur	Insufficient knowledgde and lack of routine	1	Insufficient knowledgde	no	recurring	lack of knowledge/experience	inexperience	Programming mistakes in the statistical software	1	Programming mistakes in the statistical software	yes	programming error	program coding error
R_302hgWPu7XX10Ur	Insufficient knowledgde and lack of routine	2	lack of routine	no	recurring	lack of knowledge/experience	lack of routine	Programming mistakes in the statistical software	1	Programming mistakes in the statistical software	yes	programming error	program coding error
R_30oeLXyDGAJEwhS	Proofing/carelessness	1	Proofing/carelessness	yes	recurring	carelessness	carelessness	"We collected data on a likert-scale from ""strongly agree= 1 to strongly agree = 7"""	1	"We collected data on a likert-scale from ""strongly agree= 1 to strongly agree = 7"""	yes	oversight in study design or measurement	wrong scale labels
R_31N0JcnckZmHXuH	Student performing the filtering did not understand how the software worked, and no senior staff checked their work.	1	Student performing the filtering did not understand how the software worked, and	no	serious	lack of knowledge/experience	inexperience	Erroneous results reported in a published abstract due to a filtering error.	1	Erroneous results reported in a published abstract due to a filtering error.	yes	data selection/merging error	data filtering mistake
R_31N0JcnckZmHXuH	Student performing the filtering did not understand how the software worked, and no senior staff checked their work.	2	"no senior staff checked their work.
"	no	serious	project management issue	lack of supervision	Erroneous results reported in a published abstract due to a filtering error.	1	Erroneous results reported in a published abstract due to a filtering error.	yes	data selection/merging error	data filtering mistake
R_31oXJfKSNMz4pNg	Carelessness and forgetfulness	1	Carelessness	no	recurring	carelessness	carelessness	Turning on the “select data” function in SPSS and forgetting to turn it off when analysing the full data set	1	Turning on the “select data” function in SPSS and forgetting to turn it off when analysing the full data set	yes	data selection/merging error	subsetting error
R_31oXJfKSNMz4pNg	Forgetting to turn off the “select data” filter in SPSS	1	Forgetting to turn off the “select data” filter in SPSS	yes	serious	inattention	inattention	Reported descriptive results in a published table that were for a subset of data instead of full sample	1	Reported descriptive results in a published table that were for a subset of data instead of full sample	yes	data selection/merging error	forgot to turn off filter
R_31oXJfKSNMz4pNg	Carelessness and forgetfulness	2	forgetfulness	no	recurring	physical and mental constraints	forgetfulness	Turning on the “select data” function in SPSS and forgetting to turn it off when analysing the full data set	1	Turning on the “select data” function in SPSS and forgetting to turn it off when analysing the full data set	yes	data selection/merging error	subsetting error
R_33lN4aBOD0tfqwg	Not anticipating the need for differentiating between types of data loss	1	The complexity of the project data	no	recurring	too high complexity	too complex task	Tracking status of participants (i.e., lost to follow up vs. declined to continue)	1	Tracking status of participants (i.e., lost to follow up vs. declined to continue)	yes	bad connection of data points	error in the tracking status of the participants
R_33lN4aBOD0tfqwg	Not anticipating the need for differentiating between types of data loss	3	our failure as researchers to have an a-priori systematic plan for data	no	recurring	bad or lack of standards	lack of data management plan	Tracking status of participants (i.e., lost to follow up vs. declined to continue)	1	Tracking status of participants (i.e., lost to follow up vs. declined to continue)	yes	bad connection of data points	error in the tracking status of the participants
R_33qjViTvNv9H48m	Poor training of staff that produced the digital form. Lack of oversight from lab director (me).	1	Poor training of staff that produced the digital form.	no	serious	bad skill management	insufficient training of coders	Incorrect digital form that led to incorrect data.	1	Incorrect digital form that led to incorrect data.	yes	wrong software or hardware settings	wrong software settings
R_33qjViTvNv9H48m	Poor training of staff that produced the digital form. Lack of oversight from lab director (me).	2	Lack of oversight from lab director (me).	no	serious	project management issue	lack of oversight	Incorrect digital form that led to incorrect data.	1	Incorrect digital form that led to incorrect data.	yes	wrong software or hardware settings	wrong software settings
R_3CWadSWEbwUhhrs	I think that pilot study would help in both cases; thus we could say that the cause was time restriction related to the research	1	I think that pilot study would help in both cases; thus we could say that the cause was time restriction related to the research	yes	serious	time management issue	time pressure	1. in research about personality and diabetes control we apply personality questionnaire to the sample which could not understand the questions; data were unreliable and we abandoned this study; 2. internet study about bulb-flesh memory included survey which forced participants to answer all of the questions in order to proceed; it turns out that many participants quit before they completed the whole survey	1	1. in research about personality and diabetes control we apply personality questionnaire to the sample which could not understand the questions; data were unreliable and we abandoned this study	no	oversight in study design or measurement	using the wrong instrument
R_3CWadSWEbwUhhrs	I think that pilot study would help in both cases; thus we could say that the cause was time restriction related to the research	1	I think that pilot study would help in both cases; thus we could say that the cause was time restriction related to the research	yes	serious	time management issue	time pressure	1. in research about personality and diabetes control we apply personality questionnaire to the sample which could not understand the questions; data were unreliable and we abandoned this study; 2. internet study about bulb-flesh memory included survey which forced participants to answer all of the questions in order to proceed; it turns out that many participants quit before they completed the whole survey	2	2. internet study about bulb-flesh memory included survey which forced participants to answer all of the questions in order to proceed; it turns out that many participants quit before they completed the whole survey	no	wrong software or hardware settings	wrong settings in experimental program
R_3dGuyqX1cMJFz7i	Lack of knowledge and/or programming mistake.	1	Lack of knowledge	no	recurring	lack of knowledge/experience	inexperience	Incorrectly defining regressors for functional MRI data analysis.	1	Incorrectly defining regressors for functional MRI data analysis.	yes	wrong data processing/analysis	statistical error
R_3DjBdzkuQENmiq9	lapse of concentration while setting up	1	lapse of concentration while setting up	yes	recurring	inattention	inattention	mix up in participant ID code	1	mix up in participant ID code	yes	participant allocation error	mixing up participants
R_3DjBdzkuQENmiq9	lapse of concentration while running study	1	lapse of concentration while running study	yes	serious	inattention	lapse of concentration	failure to save part of the data	1	failure to save part of the data	yes	loss of materials/documentation/data	failure to save data
R_3dMrKvR94hccB6c	Problems with training the experimenter.	1	Problems with training the experimenter.	yes	recurring	lack of knowledge/experience	inexperience	Not well documented data recording, recording not according to protocol.	1	Not well documented data recording.	no	bad or poor documentation	lack or poor documentation
R_3dMrKvR94hccB6c	Problems with training the experimenter.	1	Problems with training the experimenter.	yes	recurring	lack of knowledge/experience	inexperience	Not well documented data recording, recording not according to protocol.	2	Recording not according to protocol.	no	deviation from the protocol	recording data not according to protocol
R_3dMrKvR94hccB6c	Experimenter was too confident...	1	Experimenter was too confident...	yes	serious	overconfidence	being too confident	One experimenter performed data collection not according to the protocol, which was detected after several weeks and which led to uninterpretable data in almost half of the hitherto recorded subjects.	1	One experimenter performed data collection not according to the protocol, which was detected after several weeks and which led to uninterpretable data in almost half of the hitherto recorded subjects.	yes	deviation from the protocol	collecting data not according to the protocol
R_3ej0du4jNp47nCF	In almost all cases this happens when projects are handled by Master students or first year PhD students. A much more specified protocol, and in written form, of how to prepare an experimental paradigm, the different aspect to double check before running and while running the subjects would avoid these errors.	1	In almost all cases this happens when projects are handled by Master students or first year PhD students. A much more specified protocol, and in written form, of how to prepare an experimental paradigm, the different aspect to double check before running and while running the subjects would avoid these errors.	yes	recurring	lack of knowledge/experience	inexperience	The data-related mistakes are often very different: from missing to code a relevant variable to errors in a script. In the vast majority of cases the errors are detected during the piloting period and are corrected for the final experiment.	1	missing to code a relevant variable	no	data coding error	missing to code variable
R_3ej0du4jNp47nCF	In almost all cases this happens when projects are handled by Master students or first year PhD students. A much more specified protocol, and in written form, of how to prepare an experimental paradigm, the different aspect to double check before running and while running the subjects would avoid these errors.	1	In almost all cases this happens when projects are handled by Master students or first year PhD students. A much more specified protocol, and in written form, of how to prepare an experimental paradigm, the different aspect to double check before running and while running the subjects would avoid these errors.	yes	recurring	lack of knowledge/experience	inexperience	The data-related mistakes are often very different: from missing to code a relevant variable to errors in a script. In the vast majority of cases the errors are detected during the piloting period and are corrected for the final experiment.	2	errors in a script	no	programming error	error in script
R_3ej0du4jNp47nCF	The post-doc was expert in the main technique used but not on the topic and on the other imaging technique used. He was trained on the new technique for a few subjects but more supervision would have been necessary through the whole process due to these reasons.	1	The post-doc was expert in the main technique used but not on the topic and on the other imaging technique used. He was trained on the new technique for a few subjects	no	serious	bad skill management	lack of training	A post-doc researcher in the team did errors at several stages of a complex project combining different imaging techniques (order of the protocol, analysis that were used for the second stage of the protocol, etc.).	1	A post-doc researcher in the team did errors at several stages of a complex project combining different imaging techniques (order of the protocol, analysis that were used for the second stage of the protocol, etc.).	yes	deviation from the protocol	mistake in following protocol
R_3ej0du4jNp47nCF	The post-doc was expert in the main technique used but not on the topic and on the other imaging technique used. He was trained on the new technique for a few subjects but more supervision would have been necessary through the whole process due to these reasons.	2	but more supervision would have been necessary through the whole process due to these reasons.	no	serious	project management issue	insufficient supervision	A post-doc researcher in the team did errors at several stages of a complex project combining different imaging techniques (order of the protocol, analysis that were used for the second stage of the protocol, etc.).	1	A post-doc researcher in the team did errors at several stages of a complex project combining different imaging techniques (order of the protocol, analysis that were used for the second stage of the protocol, etc.).	yes	deviation from the protocol	mistake in following protocol
R_3EJQO3OBaZ6CZKY	Problems with the PC	1	Problems with the PC	yes	recurring	technical issue	technical failure	Lost of data that was important for the research	1	Lost of data that was important for the research	yes	loss of materials/documentation/data	data loss
R_3EK0TrKycm0yB5b	Insufficient information sharing between me (or researchers who will stay) and those who left the lab.	1	Insufficient information sharing between me (or researchers who will stay) and those who left the lab.	yes	recurring	miscommunication	miscommunication	Students collected and analyzed data, but graduated before publishing it. I had to spend some time to understand how they entered the data before starting data analyses.	1	Students collected and analyzed data, but graduated before publishing it. I had to spend some time to understand how they entered the data before starting data analyses.	yes	data input error	data entry error
R_3EKM0va9ntRVGxm	Insufficient foresight.	1	Insufficient foresight.	yes	recurring	bad or lack of planning	error in planning	As I process data to reduce the number of variables, I can leave out a variable that I later realize I need. Also, if I have failed to document fully when I delete full observations.	1	As I process data to reduce the number of variables, I can leave out a variable that I later realize I need.	no	wrong data processing/analysis	mistake in data reduction
R_3EKM0va9ntRVGxm	Insufficient foresight.	1	Insufficient foresight.	yes	recurring	bad or lack of planning	error in planning	As I process data to reduce the number of variables, I can leave out a variable that I later realize I need. Also, if I have failed to document fully when I delete full observations.	2	failed to document fully when I delete full observations.	no	bad or poor documentation	lack or poor documentation
R_3EKM0va9ntRVGxm	Carelessness.	1	Carelessness.	yes	serious	carelessness	carelessness	Failure to document why some observations were deleted from full administrative data file.	1	Failure to document why some observations were deleted from full administrative data file.	yes	bad or poor documentation	lack or poor documentation
R_3Eo3YsFvO2vplXR	multiple users sharing files of notes, and not refiling notes properly after use	1	multiple users sharing files of notes, and not refiling notes properly after use	yes	recurring	bad or lack of standards	error in version control	occasionally cannot locate original data notes from time when observations were made	1	occasionally cannot locate original data notes from time when observations were made	yes	version control error	failure to locate original data notes
R_3Eo3YsFvO2vplXR	multiple users sharing extensive data files, and not properly refiling data after use	1	multiple users sharing extensive data files, and not properly refiling data after use	yes	serious	project management issue	too many team members working on the same task	could not locate original some data sheets from extensive data file; missing sheets represented small portion of data, and data could be re-obtained from archived material, but at cost of staff time	1	could not locate original some data sheets from extensive data file; missing sheets represented small portion of data, and data could be re-obtained from archived material, but at cost of staff time	yes	version control error	failure to locate original data
R_3EupOPAfblnLBPk	Misinformation provided by the agency that supplied the data	1	Misinformation provided by the agency that supplied the data	yes	recurring	miscommunication	misinformed by third party	Improper recodes and related syntax errors	1	Improper recodes	no	data coding error	Improper recodes
R_3EupOPAfblnLBPk	Misinformation provided by the agency that supplied the data	1	Misinformation provided by the agency that supplied the data	yes	recurring	miscommunication	misinformed by third party	Improper recodes and related syntax errors	2	Related syntax errors	no	programming error	program coding error
R_3fAULoP2522oOyB	Lack of expertise of the researchers, flaws especially in Windows and Excel based processes that are messing up things in national distributions other than English	1	Lack of expertise of the researchers, flaws especially in Windows and Excel based processes that are messing up things in national distributions other than English	yes	recurring	lack of knowledge/experience	inexperience	Data corruption due to import / export data to / from different format (Excel, csv, sas) especially for variables related times, date, long integer.	1	Data corruption due to import / export data to / from different format (Excel, csv, sas) especially for variables related times, date, long integer.	yes	wrong data processing/analysis	data corruption
R_3fHPNDhuPCvBI5t	just because every one selects his/her own abbreviations, and when discussing them together, no problem occurrs, problems occur just when the person left the lab	1	just because every one selects his/her own abbreviations, and when discussing them together, no problem occurrs, problems occur just when the person left the lab	yes	recurring	bad or lack of standards	using non-standard abbreviations	labelling of variables sometimes difficult to understand after a given time or when project members have left the lab	1	labelling of variables sometimes difficult to understand after a given time or when project members have left the lab	yes	ambiguous naming/defining of data	ambiguous variable naming
R_3foClSs4q55ssEp	A unique but not uncommon combination of laziness and disrespect for data integrity.	1	A unique but not uncommon combination of laziness.	no	recurring	carelessness	laziness	Use of old excel template to enter new data, with mixture of old/new data indistinguishable. New lab directive to use only data-wiped templates for each new experiment.	1	Use of old excel template to enter new data, with mixture of old/new data indistinguishable. New lab directive to use only data-wiped templates for each new experiment.	yes	data input error	data entry error
R_3foClSs4q55ssEp	A unique but not uncommon combination of laziness and disrespect for data integrity.	2	disrespect for data integrity.	no	recurring	carelessness	disrespect for data integrity.	Use of old excel template to enter new data, with mixture of old/new data indistinguishable. New lab directive to use only data-wiped templates for each new experiment.	1	Use of old excel template to enter new data, with mixture of old/new data indistinguishable. New lab directive to use only data-wiped templates for each new experiment.	yes	data input error	data entry error
R_3fPi4q2MtOopLwb	Sloppiness.	1	Sloppiness.	yes	recurring	carelessness	sloppiness	Improperly recording data.	1	Improperly recording data.	yes	data input error	mistake in recording data
R_3fPi4q2MtOopLwb	Sloppiness and rushed data collection.	1	Sloppiness and	no	serious	carelessness	sloppiness	Improperly recording data.	1	Improperly recording data.	yes	data input error	mistake in recording data
R_3fPi4q2MtOopLwb	Sloppiness and rushed data collection.	2	rushed data collection.	no	serious	time management issue	rushing	Improperly recording data.	1	Improperly recording data.	yes	data input error	mistake in recording data
R_3fW2vvpojJLV3ZS	Overworking and tiredness, working on too many projects at the same time, personal inefficiency.	1	Overworking and tiredness, working on too many projects at the same time,	no	recurring	time management issue	overworking	Working on the wrong version of the data.	1	Working on the wrong version of the data.	yes	version control error	using the wrong version of data
R_3G7c4213rSP4bPF	stupidity/negligence, I guess, not planning ahead enough	2	negligence	no	serious	carelessness	negligence	improper saving of results from text processing scripts	1	improper saving of results from text processing scripts	yes	loss of materials/documentation/data	mistake in saving results
R_3G7c4213rSP4bPF	stupidity/negligence, I guess, not planning ahead enough	3	I guess, not planning ahead enough	no	serious	bad or lack of planning	error in planning	improper saving of results from text processing scripts	1	improper saving of results from text processing scripts	yes	loss of materials/documentation/data	mistake in saving results
R_3Gs4GQj61sS2krY	Ignorance about the right procedure.	1	Ignorance about the right procedure.	yes	recurring	carelessness	carelessness	Transferring data from one format to another is always tricky.	1	Transferring data from one format to another is always tricky.	yes	data transfer error	mistake in transferring data between formats
R_3gTq4TA8Trl2ZHf	Loss of atention	1	Loss of atention	yes	recurring	inattention	inattention	Mistake in translation from survey raw data to computerized data	1	Mistake in translation from survey raw data to computerized data	yes	data transfer error	mistake in importing data from survey
R_3gYOmNFTOaQXpvg	Inept staff	1	Inept staff	yes	recurring	bad skill management	lack of training	Version control issues - using the wrong version of the text or data	1	Version control issues - using the wrong version of the text or data	yes	version control error	using the wrong version of data
R_3gYp4TFBsLfhLvH	lack of forethought.	1	lack of forethought.	yes	recurring	bad or lack of planning	error in planning	Clarity on labeling variables in SPSS; ease with which you can return to and re-analyze dataset.	1	Clarity on labeling variables in SPSS; ease with which you can return to and re-analyze dataset.	yes	ambiguous naming/defining of data	ambiguous variable naming
R_3hgej8gmajD0d9j	The person merging the data did not know correct method and did not check	1	The person merging the data did not know correct method	no	recurring	lack of knowledge/experience	inexperience	Merged data incorrectly so that some data were lost	1	Merged data incorrectly so that some data were lost	yes	data selection/merging error	wrong data merging
R_3hngidIEckW7lKF	Carelessness; complicated syntax (e.g. multi-stage process of data management	1	Carelessness	no	recurring	carelessness	carelessness	Analysing the wrong subset of data (e.g. incorrectly selected participants, left out some participants, etc)	1	Analysing the wrong subset of data (e.g. incorrectly selected participants, left out some participants, etc)	yes	wrong data processing/analysis	mistake in data reduction
R_3hngidIEckW7lKF	Carelessness coupled with complex/messy data management (multiple data files, that my team had inherited from others; lots of different syntax files merging and cleaning; etc)	1	Carelessness coupled with  (multiple data files, that my team had inherited from others; lots of different syntax files merging and cleaning; etc)	no	serious	carelessness	carelessness	Data error: realised that the definition of a run-in period in dataset was incorrectly defined (realisation occurred months after data analysis began), resulting in many analyses needing to be re-run (but the paper was not yet submitted, so the error was remedied before publication)	1	Data error: realised that the definition of a run-in period in dataset was incorrectly defined (realisation occurred months after data analysis began), resulting in many analyses needing to be re-run (but the paper was not yet submitted, so the error was remedied before publication)	yes	ambiguous naming/defining of data	incorrectly defining variables
R_3hngidIEckW7lKF	Carelessness; complicated syntax (e.g. multi-stage process of data management	2	complicated syntax (e.g. multi-stage process of data management	no	recurring	too high complexity	complex task	Analysing the wrong subset of data (e.g. incorrectly selected participants, left out some participants, etc)	1	Analysing the wrong subset of data (e.g. incorrectly selected participants, left out some participants, etc)	yes	wrong data processing/analysis	mistake in data reduction
R_3hngidIEckW7lKF	Carelessness coupled with complex/messy data management (multiple data files, that my team had inherited from others; lots of different syntax files merging and cleaning; etc)	2	complex/messy data management	no	serious	too high complexity	complex task	Data error: realised that the definition of a run-in period in dataset was incorrectly defined (realisation occurred months after data analysis began), resulting in many analyses needing to be re-run (but the paper was not yet submitted, so the error was remedied before publication)	1	Data error: realised that the definition of a run-in period in dataset was incorrectly defined (realisation occurred months after data analysis began), resulting in many analyses needing to be re-run (but the paper was not yet submitted, so the error was remedied before publication)	yes	ambiguous naming/defining of data	incorrectly defining variables
R_3HnSEV00T3RGWzi	Different versions saved by multiple project members from different locations OR computer-related problem (typically, a program stops working at a crucial point and last changes are not saved).	1	Different versions saved by multiple project members from different locations	no	recurring	bad or lack of standards	error in version control	Working on a wrong version of a dataset/manuscript.	1	Working on a wrong version of a dataset/manuscript.	yes	version control error	using the wrong version of data
R_3HnSEV00T3RGWzi	Different versions saved by multiple project members from different locations OR computer-related problem (typically, a program stops working at a crucial point and last changes are not saved).	2	computer-related problem (typically, a program stops working at a crucial point and last changes are not saved).	no	recurring	technical issue	technical failure	Working on a wrong version of a dataset/manuscript.	1	Working on a wrong version of a dataset/manuscript.	yes	version control error	using the wrong version of data
R_3HOJBmqA8Qj5Vik	Less than optimal procedure	1	Less than optimal procedure	yes	recurring	bad or lack of standards	not optimal procedure	Some subject did not respond to all queries and we had no checks in place to prevent this	1	Some subject did not respond to all queries and we had no checks in place to prevent this	yes	programming error	mistake in programming the data collection code
R_3HtqACEHt1G9A41	Carelessness.	1	Carelessness.	yes	recurring	carelessness	carelessness	I have made changes in an SPSS data file and forget to save the original version so that I had to go back to the raw data in order to preserve the un-recoded variables	1	I have made changes in an SPSS data file and forget to save the original version so that I had to go back to the raw data in order to preserve the un-recoded variables	yes	version control error	overwriting data
R_3HtqACEHt1G9A41	Simple human error in failing to follow proper protocol.	1	Simple human error in failing to follow proper protocol.	yes	serious	carelessness	failure to follow protocol	Missing data is a bigger problem than actual data mistakes but the biggest mistake has been when I have transformed a variable without saving the original version in the data file in order to confirm that the recoding was done properly.	1	Missing data is a bigger problem than actual data mistakes but the biggest mistake has been when I have transformed a variable without saving the original version in the data file in order to confirm that the recoding was done properly.	yes	version control error	overwriting data
R_3hyCgqMpettYA1x	Qualtrics stopped supporting the question type, and since we use the same individual difference measure survey over and over, we didn't realize that it wasn't collecting the data in the way we needed...until we had collected 1000 responses that ended up being unusable.	1	Qualtrics stopped supporting the question type, and since we use the same individual difference measure survey over and over, we didn't realize that it wasn't collecting the data in the way we needed...until we had collected 1000 responses that ended up being unusable.	yes	serious	technical issue	technical problem	We had a question that was mis-coded completely, and there was no way to backwards-reconstruct the correct variable.	1	We had a question that was mis-coded completely, and there was no way to backwards-reconstruct the correct variable.	yes	data coding error	mistake in coding a variable
R_3iIFj59dgB5EXPO	when the computer rebooted it cleared all the saved files	1	when the computer rebooted it cleared all the saved files	yes	serious	technical issue	technical failure	losing all the data for an experiment	1	losing all the data for an experiment	yes	loss of materials/documentation/data	data loss
R_3iqkqyCtuHBhFsN	multiple users and copy/paste errors	2	copy/paste errors	no	serious	inattention	copy paste error	error in the data set for some observation due to a wrong formula	1	error in the data set for some observation due to a wrong formula	yes	wrong data processing/analysis	using wrong formulas
R_3IT6ZXx2MztRRGc	Software error (a self devised program)	1	Software error (a self devised program)	yes	recurring	technical issue	software error	Sub-optimal treatment of missing data.	1	Sub-optimal treatment of missing data.	yes	data coding error	mistake in treating missing data
R_3j27GQZJCc95DpV	Not much time	1	Not much time	yes	recurring	time management issue	time pressure	No back up	1	No back up	yes	loss of materials/documentation/data	no back up
R_3jeZvxEXWjMiPoU	Distraction	1	Distraction	yes	recurring	physical and mental constraints	distraction	Scheduling twl participants in the same slot. Making some errors in programming the experiment (which are usually fixed after 2-3 pilot participants)	1	Scheduling twl participants in the same slot.	no	participant allocation error	error in data collection scheduling
R_3jeZvxEXWjMiPoU	Distraction	1	Distraction	yes	recurring	physical and mental constraints	distraction	Scheduling twl participants in the same slot. Making some errors in programming the experiment (which are usually fixed after 2-3 pilot participants)	2	Making some errors in programming the experiment (which are usually fixed after 2-3 pilot participants)	no	programming error	mistake in experiment code
R_3jeZvxEXWjMiPoU	Distraction	1	Distraction	yes	serious	physical and mental constraints	distraction	Making some errors in programming experiment.	1	Making some errors in programming experiment.	yes	programming error	mistake in experiment code
R_3jfk9WUBB1C9rE0	Bad routines and the idea thar data should look perfeect	1	Bad routines and	no	serious	bad or lack of standards	bad rutines	Bad documentation of data preparation	1	Bad documentation of data preparation	yes	bad or poor documentation	lack or poor documentation
R_3JgdVz92UzIXsDf	Being time poor is the primary cause. I do all my own programming and the primary reason why errors sometimes occur is that I have insufficient time to take due care when checking and double-checking both the program and the data files to ensure that everything is programmed correctly and recording correctly.  These don't happen that often, but often enough that if I had more time, I would spend more time in the double-triple checking phase before opening the study up to participants.	1	Being time poor is the primary cause. I do all my own programming and the primary reason why errors sometimes occur is that I have insufficient time to take due care when checking and double-checking both the program and the data files to ensure that everything is programmed correctly and recording correctly.  These don't happen that often, but often enough that if I had more time, I would spend more time in the double-triple checking phase before opening the study up to participants.	yes	recurring	time management issue	time pressure	"Programming errors - I can't think of any other mistake that's ever been made (except or for students doing God knows what when working with their data, but that is always something I double check and correct as a matter of course. Letting students make those data working mistakes, to show them how careful you actually need to be is more a life-lesson for them, than a mistake by the ""research team""."	1	"Programming errors - I can't think of any other mistake that's ever been made (except or for students doing God knows what when working with their data, but that is always something I double check and correct as a matter of course. Letting students make those data working mistakes, to show them how careful you actually need to be is more a life-lesson for them, than a mistake by the ""research team""."	yes	programming error	program coding error
R_3JgdVz92UzIXsDf	In this instance I used a programming technique to randomise the images that I hadn't used in this context before and, due to a lack of available time, it was the student who double-checked the output rather than me and failed to recognise that these data were not recorded (although even had I checked it, I may not have immediately noticed, since I've never before come across a way of coding in that program that doesn't result in every event of a trial being recorded.	1	In this instance I used a programming technique to randomise the images that I hadn't used in this context before and, due to a lack of available time,	no	serious	time management issue	time pressure	I programmed a series of images to display randomly to participants on the screen (three images representing three different conditions, placed in a random configuration on the screen, participants had to choose one of these on each trial). I recorded where on the screen participants clicked, but somehow managed to not record which image was where on which trial, so I couldn't actually triangulate back to the image chosen on each trial.	1	I programmed a series of images to display randomly to participants on the screen (three images representing three different conditions, placed in a random configuration on the screen, participants had to choose one of these on each trial). I recorded where on the screen participants clicked, but somehow managed to not record which image was where on which trial, so I couldn't actually triangulate back to the image chosen on each trial.	yes	programming error	program coding error
R_3JgdVz92UzIXsDf	In this instance I used a programming technique to randomise the images that I hadn't used in this context before and, due to a lack of available time, it was the student who double-checked the output rather than me and failed to recognise that these data were not recorded (although even had I checked it, I may not have immediately noticed, since I've never before come across a way of coding in that program that doesn't result in every event of a trial being recorded.	2	it was the student who double-checked the output rather than me and failed to recognise that these data were not recorded (although even had I checked it, I may not have immediately noticed, since I've never before come across a way of coding in that program that doesn't result in every event of a trial being recorded.	no	serious	project management issue	lack of oversight	I programmed a series of images to display randomly to participants on the screen (three images representing three different conditions, placed in a random configuration on the screen, participants had to choose one of these on each trial). I recorded where on the screen participants clicked, but somehow managed to not record which image was where on which trial, so I couldn't actually triangulate back to the image chosen on each trial.	1	I programmed a series of images to display randomly to participants on the screen (three images representing three different conditions, placed in a random configuration on the screen, participants had to choose one of these on each trial). I recorded where on the screen participants clicked, but somehow managed to not record which image was where on which trial, so I couldn't actually triangulate back to the image chosen on each trial.	yes	programming error	program coding error
