response_id	type	mistake	question	rating
R_cIpsWQTCtqyVUd3	recurring	Data not cleaned appropriately.	frequency	Low
R_cIpsWQTCtqyVUd3	recurring	Data not cleaned appropriately.	serious	Minor
R_2E3SqExkJaw5KMM	recurring	Mistaken excel files	frequency	Very Low
R_2E3SqExkJaw5KMM	recurring	Mistaken excel files	serious	Minor
R_3n5YF1P3zkjw6mc	recurring	Using same subject# more than once	frequency	High
R_3n5YF1P3zkjw6mc	recurring	Using same subject# more than once	serious	Minor
R_2tLFnGE5wJ0UxSs	recurring	In large datasets, with hundreds of variables: Analyzing earlier version of e.g., sum score that includes errors rectified in later version of variable.	frequency	Low
R_2tLFnGE5wJ0UxSs	recurring	In large datasets, with hundreds of variables: Analyzing earlier version of e.g., sum score that includes errors rectified in later version of variable.	serious	Minor
R_3iIFj59dgB5EXPO	recurring	losing some data files	frequency	Low
R_3iIFj59dgB5EXPO	recurring	losing some data files	serious	Minor
R_1IXK61gu891fM53	recurring	can't remember one, other than temporarily losing a dataset or results set	frequency	Low
R_1IXK61gu891fM53	recurring	can't remember one, other than temporarily losing a dataset or results set	serious	Minor
R_3ObQwLaOYCfdTA5	recurring	Bad management data by a student who is not careful entering/managing data from his/her project.  I now have to have my 2 full time research assistants double check the same databases to make sure that we don’t have mistakes done by students on their own databse.	frequency	Low
R_3ObQwLaOYCfdTA5	recurring	Bad management data by a student who is not careful entering/managing data from his/her project.  I now have to have my 2 full time research assistants double check the same databases to make sure that we don’t have mistakes done by students on their own databse.	serious	Moderate
R_3PYR1LMIJhMu0dH	recurring	OH MAN, how many characters do I have? The most common mistakes are related to naming of variables and files, so that I'm building models (temporarily! so far it's always been a temporary glitch!) from an outdated version of a variable or dataset.	frequency	Very High
R_3PYR1LMIJhMu0dH	recurring	OH MAN, how many characters do I have? The most common mistakes are related to naming of variables and files, so that I'm building models (temporarily! so far it's always been a temporary glitch!) from an outdated version of a variable or dataset.	serious	Minor
R_3hyCgqMpettYA1x	recurring	Data loss; often the type of work I'm involved in has multiple data files, and if the ID numbers are in any way misentered, we lose the ability to match respondents and lose data.	frequency	Low
R_3hyCgqMpettYA1x	recurring	Data loss; often the type of work I'm involved in has multiple data files, and if the ID numbers are in any way misentered, we lose the ability to match respondents and lose data.	serious	Insignificant
R_3lMjXKnwsOJomFW	recurring	Failure to reflect negatively keyed items on a personality scale.	frequency	Low
R_3lMjXKnwsOJomFW	recurring	Failure to reflect negatively keyed items on a personality scale.	serious	Minor
R_2U0jyqZlTh8B9Kk	recurring	Mixing different version of preprocessed data in further processing.	frequency	Moderate
R_2U0jyqZlTh8B9Kk	recurring	Mixing different version of preprocessed data in further processing.	serious	Moderate
R_2wu8pRf0QuCSjtC	recurring	using incorrect formulas in Excel to identify instances that meet a particular criteria - often a formula works for 99.9% of data, but might not work on rare special event trials	frequency	Low
R_2wu8pRf0QuCSjtC	recurring	using incorrect formulas in Excel to identify instances that meet a particular criteria - often a formula works for 99.9% of data, but might not work on rare special event trials	serious	Insignificant
R_2f9fC66h2IIZs1w	recurring	The most common mistake would be programming errors resulting in a faulty randomization or incomplete data registration	frequency	Low
R_2f9fC66h2IIZs1w	recurring	The most common mistake would be programming errors resulting in a faulty randomization or incomplete data registration	serious	Moderate
R_9QE69SV6ZqszWjT	recurring	labeling in graphical display of results go reversed so conditions were labelled incorrectly.	frequency	Low
R_9QE69SV6ZqszWjT	recurring	labeling in graphical display of results go reversed so conditions were labelled incorrectly.	serious	Minor
R_06DkavezrMGKffj	recurring	Unclear variable names and labels	frequency	Very Low
R_06DkavezrMGKffj	recurring	Unclear variable names and labels	serious	Insignificant
R_1FgF6lRVQZUd4dW	recurring	Coding and scoring errors on for self-report or standardized assessment instruments.	frequency	Moderate
R_1FgF6lRVQZUd4dW	recurring	Coding and scoring errors on for self-report or standardized assessment instruments.	serious	Minor
R_3NQyiNXjL1vSMQs	recurring	Miscoded levels of categorical variable	frequency	Low
R_3NQyiNXjL1vSMQs	recurring	Miscoded levels of categorical variable	serious	Minor
R_uyxOp5bl3Heyi5P	recurring	Lack of following protocols in file naming	frequency	Very Low
R_uyxOp5bl3Heyi5P	recurring	Lack of following protocols in file naming	serious	Insignificant
R_2QJpoM0DXM2EnBw	recurring	Data was incorrectly entered; cases were duplicated and had to be manually removed.	frequency	Moderate
R_2QJpoM0DXM2EnBw	recurring	Data was incorrectly entered; cases were duplicated and had to be manually removed.	serious	Minor
R_pN6MH6N2QB5EWkN	recurring	Uninformative varaible names Programming error in script so that not all datapoints were stored.	frequency	Low
R_pN6MH6N2QB5EWkN	recurring	Uninformative varaible names Programming error in script so that not all datapoints were stored.	serious	Minor
R_RwbZAYqdAdCWJpL	recurring	Wrong labeling of variables from Qualtrics, wrong coding of item scales.	frequency	Low
R_RwbZAYqdAdCWJpL	recurring	Wrong labeling of variables from Qualtrics, wrong coding of item scales.	serious	Insignificant
R_3qlI1oXGPLbeopZ	recurring	1. I selected the wrong sample for an analysis.   2. Project staff assessed students with the incorrect version of one of the measures.  3. In a data set provided from an external source, the data manager miscalculated three variables. I believe she forgot to reverse-code some of the items for their respective scales.   4. Data sets occasionally contain duplicate entries for a survey or other assessment.  5. Our data manager, in consultation with other investigators, chose to change the treatment condition for individuals who moved between groups with different assignment. For example, if an individual was assigned to a group in the treatment condition but then moved to a group in the control condition, the condition variable was changed.	frequency	Very Low
R_3qlI1oXGPLbeopZ	recurring	1. I selected the wrong sample for an analysis.   2. Project staff assessed students with the incorrect version of one of the measures.  3. In a data set provided from an external source, the data manager miscalculated three variables. I believe she forgot to reverse-code some of the items for their respective scales.   4. Data sets occasionally contain duplicate entries for a survey or other assessment.  5. Our data manager, in consultation with other investigators, chose to change the treatment condition for individuals who moved between groups with different assignment. For example, if an individual was assigned to a group in the treatment condition but then moved to a group in the control condition, the condition variable was changed.	serious	Insignificant
R_SJNhx4IBeQ1eZu9	recurring	When columns of data were cut and pasted into the primary data set, the columns of data were partially transposes.	frequency	Very Low
R_SJNhx4IBeQ1eZu9	recurring	When columns of data were cut and pasted into the primary data set, the columns of data were partially transposes.	serious	Major
R_2q9Ql7h5CKuPKN0	recurring	creation of multiple versions of dataset, and one person updates version 1 while another person updates something else in version 2.	frequency	Moderate
R_2q9Ql7h5CKuPKN0	recurring	creation of multiple versions of dataset, and one person updates version 1 while another person updates something else in version 2.	serious	Moderate
R_2QopNHjyyr0Mqmt	recurring	When running computer controlled experiments, there are errors in stimulus timing, the stimulus sequences, or the data stored.	frequency	Moderate
R_2QopNHjyyr0Mqmt	recurring	When running computer controlled experiments, there are errors in stimulus timing, the stimulus sequences, or the data stored.	serious	Moderate
R_u3udJvSlp9H0lYR	recurring	The most common data-related mistake is that we realize after beginning to collect data that a question/item was worded incorrectly, missing, or that there was some error in the electronic survey/questionnaire materials (e.g., wrong piping of text, wrong rules presenting new items based on previous responses etc).	frequency	Low
R_u3udJvSlp9H0lYR	recurring	The most common data-related mistake is that we realize after beginning to collect data that a question/item was worded incorrectly, missing, or that there was some error in the electronic survey/questionnaire materials (e.g., wrong piping of text, wrong rules presenting new items based on previous responses etc).	serious	Minor
R_UmqU7Ly1qrMBjHP	recurring	We will have a dataset that has been built over many years, and old versions of the data are kept as a backup.  There have been times when we have worked with these older datasets by mistake.	frequency	Low
R_UmqU7Ly1qrMBjHP	recurring	We will have a dataset that has been built over many years, and old versions of the data are kept as a backup.  There have been times when we have worked with these older datasets by mistake.	serious	Minor
R_3EK0TrKycm0yB5b	recurring	Students collected and analyzed data, but graduated before publishing it. I had to spend some time to understand how they entered the data before starting data analyses.	frequency	Moderate
R_3EK0TrKycm0yB5b	recurring	Students collected and analyzed data, but graduated before publishing it. I had to spend some time to understand how they entered the data before starting data analyses.	serious	Minor
R_1lz69PsdTmTnVVj	recurring	Maintaining a living codebook with item stems, response codes, and other metadata as variables are created and data from additional collections are added.	frequency	Moderate
R_1lz69PsdTmTnVVj	recurring	Maintaining a living codebook with item stems, response codes, and other metadata as variables are created and data from additional collections are added.	serious	Minor
R_1C9qNC1dUt7ZiSE	recurring	Uninformative variable names	frequency	Very High
R_1C9qNC1dUt7ZiSE	recurring	Uninformative variable names	serious	Minor
R_1DzEEG1QzkdWLdl	recurring	Data was coded wrong and we needed to manually recode the dataset.	frequency	Low
R_1DzEEG1QzkdWLdl	recurring	Data was coded wrong and we needed to manually recode the dataset.	serious	Minor
R_2B8trxy4O95LIjg	recurring	Using the wrong version of the code	frequency	Low
R_2B8trxy4O95LIjg	recurring	Using the wrong version of the code	serious	Moderate
R_1LBzXSxZUeQ0CZr	recurring	Problems interpreting variable names	frequency	Moderate
R_1LBzXSxZUeQ0CZr	recurring	Problems interpreting variable names	serious	Minor
R_28ZpvpJ7r1GU67H	recurring	not realizing that we had been working on the wrong version of a data	frequency	Moderate
R_28ZpvpJ7r1GU67H	recurring	not realizing that we had been working on the wrong version of a data	serious	Minor
R_3HtqACEHt1G9A41	recurring	I have made changes in an SPSS data file and forget to save the original version so that I had to go back to the raw data in order to preserve the un-recoded variables	frequency	Very Low
R_3HtqACEHt1G9A41	recurring	I have made changes in an SPSS data file and forget to save the original version so that I had to go back to the raw data in order to preserve the un-recoded variables	serious	Insignificant
R_1g86ziif9LCszbc	recurring	Lack of variable validation allowing intended numeric variable fields to contain text, resulting in the variable to be formatted as character instead of numeric.	frequency	High
R_1g86ziif9LCszbc	recurring	Lack of variable validation allowing intended numeric variable fields to contain text, resulting in the variable to be formatted as character instead of numeric.	serious	Moderate
R_Asx9afieZL39PhL	recurring	Excluding participants and then analysing data without those participants excluded - this shows up in the dfs though so (as far as I'm aware!) has always been spotted and corrected before anything has been published.	frequency	Low
R_Asx9afieZL39PhL	recurring	Excluding participants and then analysing data without those participants excluded - this shows up in the dfs though so (as far as I'm aware!) has always been spotted and corrected before anything has been published.	serious	Minor
R_2eOxrEvCxEutKdg	recurring	The corection of the questionnaires (syntaxis) shows errors.	frequency	Low
R_2eOxrEvCxEutKdg	recurring	The corection of the questionnaires (syntaxis) shows errors.	serious	Insignificant
R_3rZAis4XlhhtCIC	recurring	Probably erroneously coding survey data so that data end up in incorrect variables.	frequency	Low
R_3rZAis4XlhhtCIC	recurring	Probably erroneously coding survey data so that data end up in incorrect variables.	serious	Major
R_3fPi4q2MtOopLwb	recurring	Improperly recording data.	frequency	Very Low
R_3fPi4q2MtOopLwb	recurring	Improperly recording data.	serious	Moderate
R_2b2hwMGWs1zscoE	recurring	Misnaming data Misnaming files	frequency	Low
R_2b2hwMGWs1zscoE	recurring	Misnaming data Misnaming files	serious	Minor
R_1jTgRy9bu3qIAQT	recurring	There was a data error inputting the wrong information for one of the variables	frequency	Very Low
R_1jTgRy9bu3qIAQT	recurring	There was a data error inputting the wrong information for one of the variables	serious	Minor
R_1kTSdgoR3ATiihw	recurring	I would guess the most frequent cases are never detected.  I have noticed common mistakes in either (a) joining data or (b) random number generation (RNG).	frequency	Very Low
R_1kTSdgoR3ATiihw	recurring	I would guess the most frequent cases are never detected.  I have noticed common mistakes in either (a) joining data or (b) random number generation (RNG).	serious	Major
R_1lAjGmRwoW52vY9	recurring	*not clear variable labeling *poor data back-up *access to the same computer by different researchers without knowing about each other *no participant scheduling software	frequency	Low
R_1lAjGmRwoW52vY9	recurring	*not clear variable labeling *poor data back-up *access to the same computer by different researchers without knowing about each other *no participant scheduling software	serious	Minor
R_2S2MjnRg4NsWUiX	recurring	badly executed merging of data	frequency	Low
R_2S2MjnRg4NsWUiX	recurring	badly executed merging of data	serious	Moderate
R_T1L5jxO15Adwh0d	recurring	Realizing that an imputation had produced unexpected results that required a re-examination of how the data were specified in advance.	frequency	Low
R_T1L5jxO15Adwh0d	recurring	Realizing that an imputation had produced unexpected results that required a re-examination of how the data were specified in advance.	serious	Moderate
R_zTomGWKEQc3Ne8h	recurring	Integration of data on individuals across data sources.	frequency	Low
R_zTomGWKEQc3Ne8h	recurring	Integration of data on individuals across data sources.	serious	Minor
R_2tiiMYZYEfHjyYN	recurring	Research assistant canceled or failed to show up for a scheduled session, resulting in data loss for researchers and wasted time for participants.	frequency	Very High
R_2tiiMYZYEfHjyYN	recurring	Research assistant canceled or failed to show up for a scheduled session, resulting in data loss for researchers and wasted time for participants.	serious	Minor
R_wQKtnSahMtTdwZP	recurring	Errors calculating the dimensions of some questionnaires.	frequency	Low
R_wQKtnSahMtTdwZP	recurring	Errors calculating the dimensions of some questionnaires.	serious	Moderate
R_2pLz7xMojRnoxaR	recurring	"Every project is extremely unique and has it's own problems. I can't tell you what the ""most frequent"" was. How about: using inconsistent identifiers when create data for different aspects of a large project."	frequency	Low
R_2pLz7xMojRnoxaR	recurring	"Every project is extremely unique and has it's own problems. I can't tell you what the ""most frequent"" was. How about: using inconsistent identifiers when create data for different aspects of a large project."	serious	Major
R_2BbuTGCx18uGQHF	recurring	Working on wrong version of dataset	frequency	Low
R_2BbuTGCx18uGQHF	recurring	Working on wrong version of dataset	serious	Minor
R_1OB3foIsQJfflaa	recurring	An error in a table in a published article	frequency	Moderate
R_1OB3foIsQJfflaa	recurring	An error in a table in a published article	serious	Minor
R_6QYEgZeTJnngKZj	recurring	Coding error that changes original data	frequency	Low
R_6QYEgZeTJnngKZj	recurring	Coding error that changes original data	serious	Minor
R_3D85dU8d9bWZJPh	recurring	Wrong data coding, having multiple participants in the same time slot, Failing to record responses.	frequency	Low
R_3D85dU8d9bWZJPh	recurring	Wrong data coding, having multiple participants in the same time slot, Failing to record responses.	serious	Minor
R_2YeLYCNeAEarPbX	recurring	Poor data management - no database Poor database skills (no or poor understanding of SQL) High complexity of databases can lead to novice users making mistakes	frequency	High
R_2YeLYCNeAEarPbX	recurring	Poor data management - no database Poor database skills (no or poor understanding of SQL) High complexity of databases can lead to novice users making mistakes	serious	Major
R_a9Gz8zHhb9u2pW1	recurring	issues with moving between different formats e.g., data in excel, doing some initial work in excel, then copying over to SPSS	frequency	High
R_a9Gz8zHhb9u2pW1	recurring	issues with moving between different formats e.g., data in excel, doing some initial work in excel, then copying over to SPSS	serious	Minor
R_238HFUYOk87Upxk	recurring	Sorted responses into high and low and used the wrong ones in the analysis.	frequency	Very Low
R_238HFUYOk87Upxk	recurring	Sorted responses into high and low and used the wrong ones in the analysis.	serious	Major
R_ZdxANIAeQf93MkN	recurring	not cleaning a data set to verify accuracy	frequency	Low
R_ZdxANIAeQf93MkN	recurring	not cleaning a data set to verify accuracy	serious	Moderate
R_2XhZupfT3JtBBeo	recurring	Inadequate data feeding in preestablished templates	frequency	Very Low
R_2XhZupfT3JtBBeo	recurring	Inadequate data feeding in preestablished templates	serious	Minor
R_4YsljcjsHBXYfSx	recurring	bad variable names in general projects that were not documented well	frequency	Moderate
R_4YsljcjsHBXYfSx	recurring	bad variable names in general projects that were not documented well	serious	Moderate
R_3gYOmNFTOaQXpvg	recurring	Version control issues - using the wrong version of the text or data	frequency	Low
R_3gYOmNFTOaQXpvg	recurring	Version control issues - using the wrong version of the text or data	serious	Moderate
R_2uHSLuGwWn8PInP	recurring	Data loss to to glitch in programme or related technical failure.	frequency	Very Low
R_2uHSLuGwWn8PInP	recurring	Data loss to to glitch in programme or related technical failure.	serious	Minor
R_POu1cEcaePOzhkt	recurring	Wrong coding	frequency	Very Low
R_POu1cEcaePOzhkt	recurring	Wrong coding	serious	Minor
R_2rBzqM7U57tGlVk	recurring	Non-informative names of variables	frequency	Moderate
R_2rBzqM7U57tGlVk	recurring	Non-informative names of variables	serious	Minor
R_240mxsPP2K7qvrD	recurring	I remember only a single one, but this happened in the context of a study published in Science: we accidentally had copied all data, thus doubling each data point.	frequency	Low
R_240mxsPP2K7qvrD	recurring	I remember only a single one, but this happened in the context of a study published in Science: we accidentally had copied all data, thus doubling each data point.	serious	Minor
R_1GWgjyjQjIpBIew	recurring	often the data collection is handled by students, as part of their curriculum. In my experience many data mistakes are made here, for example wrong numbering of subjects (e.g., duplicate); parts of data that are missing for unknown reasons, etc.  I only discover this once the data set is handled over to me (as supervisor) when I want to use the data for publication.	frequency	Low
R_1GWgjyjQjIpBIew	recurring	often the data collection is handled by students, as part of their curriculum. In my experience many data mistakes are made here, for example wrong numbering of subjects (e.g., duplicate); parts of data that are missing for unknown reasons, etc.  I only discover this once the data set is handled over to me (as supervisor) when I want to use the data for publication.	serious	Minor
R_AEvIrQSSmJP5wFb	recurring	incompleteness of data introduction	frequency	Low
R_AEvIrQSSmJP5wFb	recurring	incompleteness of data introduction	serious	Moderate
R_2dLSHG3yGKzKecQ	recurring	When video-taping team interactions, a video camera malfunctioned and only a subset of the sample was recored.	frequency	Very Low
R_2dLSHG3yGKzKecQ	recurring	When video-taping team interactions, a video camera malfunctioned and only a subset of the sample was recored.	serious	Minor
R_2e295rrs3RwuezQ	recurring	Maybe data merging mistake, but I have no concrete examples as we always double check immediately afterwards, so this mistake does not last longer than a minute.	frequency	Very Low
R_2e295rrs3RwuezQ	recurring	Maybe data merging mistake, but I have no concrete examples as we always double check immediately afterwards, so this mistake does not last longer than a minute.	serious	Insignificant
R_2dvcIJA7IFmsu14	recurring	Copy-and-paste errors where statistics are copied across incorrectly from R into whatever the paper is being written in.	frequency	Low
R_2dvcIJA7IFmsu14	recurring	Copy-and-paste errors where statistics are copied across incorrectly from R into whatever the paper is being written in.	serious	Minor
R_1UeEmajLZ4T4TwR	recurring	Overwriting data, copying only half the data, defining the variable incorrectly	frequency	Low
R_1UeEmajLZ4T4TwR	recurring	Overwriting data, copying only half the data, defining the variable incorrectly	serious	Moderate
R_2bN2CmBCvy0RUPJ	recurring	'- wrong merging/connecting of data from different parts of the study (e.g., studies with several waves)	frequency	Very Low
R_2bN2CmBCvy0RUPJ	recurring	'- wrong merging/connecting of data from different parts of the study (e.g., studies with several waves)	serious	Moderate
R_2eQCIvKgmCxnQis	recurring	Conducted data analysis on an outdated dataset	frequency	Low
R_2eQCIvKgmCxnQis	recurring	Conducted data analysis on an outdated dataset	serious	Minor
R_1fd7fjBC84Nf1XI	recurring	Computers crashing without a data base backup (twice). software programs with bugs.	frequency	Low
R_1fd7fjBC84Nf1XI	recurring	Computers crashing without a data base backup (twice). software programs with bugs.	serious	Minor
R_77kUEfBZkO5ZyOl	recurring	We've had programming errors in surveys. An item appeared twice, a randomization element failed, etc.	frequency	Low
R_77kUEfBZkO5ZyOl	recurring	We've had programming errors in surveys. An item appeared twice, a randomization element failed, etc.	serious	Moderate
R_1K8Ralb7H385hcB	recurring	Security issues (e.g., sharing confidential information via email, instead of anonymizing participants)	frequency	High
R_1K8Ralb7H385hcB	recurring	Security issues (e.g., sharing confidential information via email, instead of anonymizing participants)	serious	Extreme
R_2U5GjHtbKZYkmMX	recurring	Forgetting to anonymize the data.	frequency	Low
R_2U5GjHtbKZYkmMX	recurring	Forgetting to anonymize the data.	serious	Insignificant
R_2thgLa4jntEMBiq	recurring	uninformative variable names, insufficient documentation of data treatment (e.g., what items were collapsed into a scale, what were the alphas or the FA justification), mistakes in combining datasets.	frequency	Moderate
R_2thgLa4jntEMBiq	recurring	uninformative variable names, insufficient documentation of data treatment (e.g., what items were collapsed into a scale, what were the alphas or the FA justification), mistakes in combining datasets.	serious	Minor
R_CZELpbmkR2H9uz7	recurring	difficult to decipher variable names	frequency	High
R_CZELpbmkR2H9uz7	recurring	difficult to decipher variable names	serious	Minor
R_p0BJ8JCn92K9IaJ	recurring	The design of a study was compromised by unintentional random allocation of pupils to conditions. The mistake was picked up, and the study re-analysed	frequency	Very Low
R_p0BJ8JCn92K9IaJ	recurring	The design of a study was compromised by unintentional random allocation of pupils to conditions. The mistake was picked up, and the study re-analysed	serious	Moderate
R_2rZ2DTpbcWFIEhG	recurring	mislabelling, less documentation	frequency	Low
R_2rZ2DTpbcWFIEhG	recurring	mislabelling, less documentation	serious	Insignificant
R_uyQjDVLfMF1DjEJ	recurring	outliers being crept in without meticulous care to spot them. In this case, I had spotted them and could make the correction, but it was a potential source of error had someone not noticed.	frequency	Moderate
R_uyQjDVLfMF1DjEJ	recurring	outliers being crept in without meticulous care to spot them. In this case, I had spotted them and could make the correction, but it was a potential source of error had someone not noticed.	serious	Minor
R_1mVqGcXzn9RTmbh	recurring	Working on the wrong data file.	frequency	Low
R_1mVqGcXzn9RTmbh	recurring	Working on the wrong data file.	serious	Major
R_2bOijjUlRMWYs2t	recurring	Original file overwritten.	frequency	Very Low
R_2bOijjUlRMWYs2t	recurring	Original file overwritten.	serious	Minor
R_Ub6KK5sJLnRBQBj	recurring	We only realized after publication that we had been working on the wrong version of a dataset, This was reported and new results published, Systematic revision of the databases before writing definitive paper some mistakes in occasions	frequency	Low
R_Ub6KK5sJLnRBQBj	recurring	We only realized after publication that we had been working on the wrong version of a dataset, This was reported and new results published, Systematic revision of the databases before writing definitive paper some mistakes in occasions	serious	Moderate
R_sbMzGYvocQNch7X	recurring	Filtering of data. For example, in reaction time experiments when you have to remove outliers.	frequency	Low
R_sbMzGYvocQNch7X	recurring	Filtering of data. For example, in reaction time experiments when you have to remove outliers.	serious	Minor
R_2fg0p9dQFeyFqr6	recurring	Database partly overwritten	frequency	Very Low
R_2fg0p9dQFeyFqr6	recurring	Database partly overwritten	serious	Minor
R_qJFDhrxLT2tTZ5v	recurring	non acurate records not proper baseline evaluation	frequency	Low
R_qJFDhrxLT2tTZ5v	recurring	non acurate records not proper baseline evaluation	serious	Minor
R_p3M2Ir2HhdW3gTD	recurring	not informative enough variable name	frequency	Moderate
R_p3M2Ir2HhdW3gTD	recurring	not informative enough variable name	serious	Moderate
R_1rqy1rVzOKTinKa	recurring	Errors of sample labeling, by graduate students and field assistants responsible for writing identifying information on tissue samples collected in the field.	frequency	Low
R_1rqy1rVzOKTinKa	recurring	Errors of sample labeling, by graduate students and field assistants responsible for writing identifying information on tissue samples collected in the field.	serious	Minor
R_3IT6ZXx2MztRRGc	recurring	Sub-optimal treatment of missing data.	frequency	Very Low
R_3IT6ZXx2MztRRGc	recurring	Sub-optimal treatment of missing data.	serious	Minor
R_11gukLDI1B8MFre	recurring	Subject ID was incorrectly typed from one data file to a second file.	frequency	Very Low
R_11gukLDI1B8MFre	recurring	Subject ID was incorrectly typed from one data file to a second file.	serious	Insignificant
R_1d4iz3m2nqcDwm0	recurring	Incorrect data entries	frequency	Low
R_1d4iz3m2nqcDwm0	recurring	Incorrect data entries	serious	Minor
R_e5USP07muEESOKB	recurring	Students miscoded variables when creating constructs.	frequency	Low
R_e5USP07muEESOKB	recurring	Students miscoded variables when creating constructs.	serious	Minor
R_2rwGx3tHGSfKZmT	recurring	Incorrectly entered questionnaire data into spreadsheets or Misaligned rows in spreadsheets;	frequency	Moderate
R_2rwGx3tHGSfKZmT	recurring	Incorrectly entered questionnaire data into spreadsheets or Misaligned rows in spreadsheets;	serious	Moderate
R_2wMmMiikRn9F6qX	recurring	coding errors during data processing/analysis (e.g., not updating variables, wrong loops. etc.)	frequency	Very High
R_2wMmMiikRn9F6qX	recurring	coding errors during data processing/analysis (e.g., not updating variables, wrong loops. etc.)	serious	Minor
R_1Or7tDijbW5NQ1e	recurring	Using non-current database	frequency	Very Low
R_1Or7tDijbW5NQ1e	recurring	Using non-current database	serious	Minor
R_23f99S8tbBeZcmr	recurring	Lost connection file between participant gender and synonyms	frequency	Very Low
R_23f99S8tbBeZcmr	recurring	Lost connection file between participant gender and synonyms	serious	Minor
R_1kMINu0tVdNVrjQ	recurring	The most common error is tracking down versions data files, ensuring that the most up-to-date file is being analyzed or shared.	frequency	Low
R_1kMINu0tVdNVrjQ	recurring	The most common error is tracking down versions data files, ensuring that the most up-to-date file is being analyzed or shared.	serious	Moderate
R_1EZ15sr0mldmdJS	recurring	"Coding in online survey system that was created by a market research firm was unclear.  For example, 0 zero times was coded as ""1"" and 1 time was coded as ""2"".  Who does that???"	frequency	Low
R_1EZ15sr0mldmdJS	recurring	"Coding in online survey system that was created by a market research firm was unclear.  For example, 0 zero times was coded as ""1"" and 1 time was coded as ""2"".  Who does that???"	serious	Minor
R_1oi2EOZ5uJxYlCL	recurring	Cooperating researches use different versions of the same data-set	frequency	Low
R_1oi2EOZ5uJxYlCL	recurring	Cooperating researches use different versions of the same data-set	serious	Minor
R_2xKa98jPFbLuzjs	recurring	Risk of losing video data	frequency	Low
R_2xKa98jPFbLuzjs	recurring	Risk of losing video data	serious	Major
R_cuv0b8aL16OZV5f	recurring	vague variable names/labels leading to difficulty with later use of the data for secondary projects	frequency	Low
R_cuv0b8aL16OZV5f	recurring	vague variable names/labels leading to difficulty with later use of the data for secondary projects	serious	Minor
R_12tYv2Y5nec53EF	recurring	Poor variable and file naming. Never led to any loss except in time backtracking and working out what the variables/files refer to.	frequency	Low
R_12tYv2Y5nec53EF	recurring	Poor variable and file naming. Never led to any loss except in time backtracking and working out what the variables/files refer to.	serious	Minor
R_Oa2svKJHachQHnP	recurring	1. When raw data such as questionnaires are changed  into electronic data,    the procedure often makes mistakes. 2. Compute data in SPSS sometime make mistakes.	frequency	High
R_Oa2svKJHachQHnP	recurring	1. When raw data such as questionnaires are changed  into electronic data,    the procedure often makes mistakes. 2. Compute data in SPSS sometime make mistakes.	serious	Moderate
R_3iqkqyCtuHBhFsN	recurring	errors in the data set (variable label, incorrect formula, data entry...)	frequency	Moderate
R_3iqkqyCtuHBhFsN	recurring	errors in the data set (variable label, incorrect formula, data entry...)	serious	Minor
R_2PnFe0m2znDlqh0	recurring	Variable names or labels are too vague requiring the researcher to reconstruct then from the raw data.	frequency	Low
R_2PnFe0m2znDlqh0	recurring	Variable names or labels are too vague requiring the researcher to reconstruct then from the raw data.	serious	Minor
R_2SeF9B5dnR5QZ1N	recurring	Miscopying of data from a spreadsheet to a statistical package	frequency	Low
R_2SeF9B5dnR5QZ1N	recurring	Miscopying of data from a spreadsheet to a statistical package	serious	Minor
R_2xWedLepVORUb2s	recurring	Variable names that are not informative.	frequency	Moderate
R_2xWedLepVORUb2s	recurring	Variable names that are not informative.	serious	Minor
R_1ditQMNo8bzXokM	recurring	Insufficient annotation in data files to easily revisit the data in the future when the project is out of mind.	frequency	Low
R_1ditQMNo8bzXokM	recurring	Insufficient annotation in data files to easily revisit the data in the future when the project is out of mind.	serious	Minor
R_2E6UbxqHIZGHdcc	recurring	Software error	frequency	Low
R_2E6UbxqHIZGHdcc	recurring	Software error	serious	Minor
R_1dLyeBiPezAXaav	recurring	Computer generated data contained bad data because of programming error.	frequency	Low
R_1dLyeBiPezAXaav	recurring	Computer generated data contained bad data because of programming error.	serious	Moderate
R_3Eo3YsFvO2vplXR	recurring	occasionally cannot locate original data notes from time when observations were made	frequency	Low
R_3Eo3YsFvO2vplXR	recurring	occasionally cannot locate original data notes from time when observations were made	serious	Minor
R_XR4vuDYVTZUdDxf	recurring	Overwriting of measured variables Loss of datasets due to storage mistakes	frequency	Very Low
R_XR4vuDYVTZUdDxf	recurring	Overwriting of measured variables Loss of datasets due to storage mistakes	serious	Minor
R_2Ejl6F6HzHMaous	recurring	We forgot to include several important questions and had to start the project over!	frequency	Very Low
R_2Ejl6F6HzHMaous	recurring	We forgot to include several important questions and had to start the project over!	serious	Minor
R_2coTxGpiZoEAjV9	recurring	Errors in the configuration of parameters in simulations where different parameter values are evaluated.	frequency	Low
R_2coTxGpiZoEAjV9	recurring	Errors in the configuration of parameters in simulations where different parameter values are evaluated.	serious	Minor
R_3gYp4TFBsLfhLvH	recurring	Clarity on labeling variables in SPSS; ease with which you can return to and re-analyze dataset.	frequency	Low
R_3gYp4TFBsLfhLvH	recurring	Clarity on labeling variables in SPSS; ease with which you can return to and re-analyze dataset.	serious	Minor
R_3hhX5mXtAv6AIHA	recurring	Included data for entities that should have been excluded; had to rerun analysis.	frequency	Low
R_3hhX5mXtAv6AIHA	recurring	Included data for entities that should have been excluded; had to rerun analysis.	serious	Minor
