response_id	mistake	mistake_no	mistake_sep	maximum_response_one_type	type	group_type	code_type
R_3fAw2UE7epkUpRF	There was an error with the software that generated unique ids and it created duplicate unique ids causing us to lose data for 130 respondents and dropping our sample from 200 to 70!!!!	1	There was an error with the software that generated unique ids and it created duplicate unique ids causing us to lose data for 130 respondents and dropping our sample from 200 to 70!!!!	yes	serious	technical/infrastructural problem	software failure
R_3fHPNDhuPCvBI5t	labelling of variables sometimes difficult to understand after a given time or when project members have left the lab	1	labelling of variables sometimes difficult to understand after a given time or when project members have left the lab	yes	recurring	ambiguous naming/defining of data	ambiguous variable naming
R_3fjxxi7YlurfKXO	Thirty years after publication of field study, I wanted to re-analyze the data.  Sadly, the data were lost because of office moves.  Thus, the lost data precludes subsequent re-analyses.	1	Thirty years after publication of field study, I wanted to re-analyze the data.  Sadly, the data were lost because of office moves.  Thus, the lost data precludes subsequent re-analyses.	yes	serious	loss of materials/documentation/data	data loss
R_3foClSs4q55ssEp	Use of old excel template to enter new data, with mixture of old/new data indistinguishable. New lab directive to use only data-wiped templates for each new experiment.	1	Use of old excel template to enter new data, with mixture of old/new data indistinguishable. New lab directive to use only data-wiped templates for each new experiment.	yes	recurring	data input error	data entry error
R_3fPi4q2MtOopLwb	Improperly recording data.	1	Improperly recording data.	yes	recurring	data input error	mistake in recording data
R_3fPi4q2MtOopLwb	Improperly recording data.	1	Improperly recording data.	yes	serious	data input error	mistake in recording data
R_3fuztQ0HcuQmyVK	Database contains unknown amount of duplicates	1	Database contains unknown amount of duplicates	yes	serious	wrong data processing/analysis	mistake in data reduction
R_3fW2vvpojJLV3ZS	Working on the wrong version of the data.	1	Working on the wrong version of the data.	yes	recurring	version control error	using the wrong version of data
R_3fW2vvpojJLV3ZS	Incorrect labelling of a variable.	1	Incorrect labelling of a variable.	yes	serious	ambiguous naming/defining of data	incorrect labelling of a variable
R_3G7c4213rSP4bPF	Applying a statistical model to a wrong/incomplete part of the data	1	Applying a statistical model to a wrong/incomplete part of the data	yes	recurring	wrong data processing/analysis	mistake in data analysis
R_3G7c4213rSP4bPF	improper saving of results from text processing scripts	1	improper saving of results from text processing scripts	yes	serious	loss of materials/documentation/data	mistake in saving results
R_3Gs4GQj61sS2krY	Transferring data from one format to another is always tricky.	1	Transferring data from one format to another is always tricky.	yes	recurring	data transfer error	mistake in transferring data between formats
R_3gTq4TA8Trl2ZHf	Mistake in translation from survey raw data to computerized data	1	Mistake in translation from survey raw data to computerized data	yes	recurring	data transfer error	mistake in importing data from survey
R_3gTq4TA8Trl2ZHf	Error in data analysis with a erroneous dataset	1	Error in data analysis with a erroneous dataset	yes	serious	wrong data processing/analysis	mistake in data analysis
R_3gYOmNFTOaQXpvg	Version control issues - using the wrong version of the text or data	1	Version control issues - using the wrong version of the text or data	yes	recurring	version control error	using the wrong version of data
R_3gYOmNFTOaQXpvg	Statistician was sloppy when creating an analytic dataset - wrong exclusion criteria applied, missing data which should have remained missing was recoded to zero, sample weights not applied to analysis.	1	Statistician was sloppy when creating an analytic dataset - wrong exclusion criteria applied, missing data which should have remained missing was recoded to zero,	no	serious	data selection/merging error	applying wrong exclusion criteria
R_3gYOmNFTOaQXpvg	Statistician was sloppy when creating an analytic dataset - wrong exclusion criteria applied, missing data which should have remained missing was recoded to zero, sample weights not applied to analysis.	2	sample weights not applied to analysis.	no	serious	wrong data processing/analysis	mistake in data analysis
R_3gYp4TFBsLfhLvH	Clarity on labeling variables in SPSS; ease with which you can return to and re-analyze dataset.	1	Clarity on labeling variables in SPSS; ease with which you can return to and re-analyze dataset.	yes	recurring	ambiguous naming/defining of data	ambiguous variable naming
R_3hgej8gmajD0d9j	Merged data incorrectly so that some data were lost	1	Merged data incorrectly so that some data were lost	yes	recurring	data selection/merging error	wrong data merging
R_3hhX5mXtAv6AIHA	Included data for entities that should have been excluded; had to rerun analysis.	1	Included data for entities that should have been excluded; had to rerun analysis.	yes	recurring	wrong data processing/analysis	mistake in data reduction
R_3hngidIEckW7lKF	Analysing the wrong subset of data (e.g. incorrectly selected participants, left out some participants, etc)	1	Analysing the wrong subset of data (e.g. incorrectly selected participants, left out some participants, etc)	yes	recurring	wrong data processing/analysis	mistake in data reduction
R_3hngidIEckW7lKF	Data error: realised that the definition of a run-in period in dataset was incorrectly defined (realisation occurred months after data analysis began), resulting in many analyses needing to be re-run (but the paper was not yet submitted, so the error was remedied before publication)	1	Data error: realised that the definition of a run-in period in dataset was incorrectly defined (realisation occurred months after data analysis began), resulting in many analyses needing to be re-run (but the paper was not yet submitted, so the error was remedied before publication)	yes	serious	ambiguous naming/defining of data	incorrectly defining variables
R_3HnSEV00T3RGWzi	Working on a wrong version of a dataset/manuscript.	1	Working on a wrong version of a dataset/manuscript.	yes	recurring	version control error	using the wrong version of data
R_3HOJBmqA8Qj5Vik	Some subject did not respond to all queries and we had no checks in place to prevent this	1	Some subject did not respond to all queries and we had no checks in place to prevent this	yes	recurring	programming error	mistake in programming the data collection code
R_3HtqACEHt1G9A41	I have made changes in an SPSS data file and forget to save the original version so that I had to go back to the raw data in order to preserve the un-recoded variables	1	I have made changes in an SPSS data file and forget to save the original version so that I had to go back to the raw data in order to preserve the un-recoded variables	yes	recurring	version control error	overwriting data
R_3HtqACEHt1G9A41	Missing data is a bigger problem than actual data mistakes but the biggest mistake has been when I have transformed a variable without saving the original version in the data file in order to confirm that the recoding was done properly.	1	Missing data is a bigger problem than actual data mistakes but the biggest mistake has been when I have transformed a variable without saving the original version in the data file in order to confirm that the recoding was done properly.	yes	serious	version control error	overwriting data
R_3hyCgqMpettYA1x	Data loss; often the type of work I'm involved in has multiple data files, and if the ID numbers are in any way misentered, we lose the ability to match respondents and lose data.	1	Data loss; often the type of work I'm involved in has multiple data files, and if the ID numbers are in any way misentered, we lose the ability to match respondents and lose data.	yes	recurring	loss of materials/documentation/data	data loss
R_3hyCgqMpettYA1x	We had a question that was mis-coded completely, and there was no way to backwards-reconstruct the correct variable.	1	We had a question that was mis-coded completely, and there was no way to backwards-reconstruct the correct variable.	yes	serious	data coding error	mistake in coding a variable
R_3iIFj59dgB5EXPO	losing some data files	1	losing some data files	yes	recurring	loss of materials/documentation/data	data loss
R_3iIFj59dgB5EXPO	losing all the data for an experiment	1	losing all the data for an experiment	yes	serious	loss of materials/documentation/data	data loss
R_3iqkqyCtuHBhFsN	errors in the data set (variable label, incorrect formula, data entry...)	1	errors in the data set (variable label)	no	recurring	ambiguous naming/defining of data	mistake in variable labels
R_3iqkqyCtuHBhFsN	error in the data set for some observation due to a wrong formula	1	error in the data set for some observation due to a wrong formula	yes	serious	wrong data processing/analysis	using wrong formulas
R_3iqkqyCtuHBhFsN	errors in the data set (variable label, incorrect formula, data entry...)	2	errors in the data set (incorrect formula)	no	recurring	wrong data processing/analysis	using wrong formulas
R_3iqkqyCtuHBhFsN	errors in the data set (variable label, incorrect formula, data entry...)	3	errors in the data set (data entry...)	no	recurring	data input error	data entry error
R_3IT6ZXx2MztRRGc	Sub-optimal treatment of missing data.	1	Sub-optimal treatment of missing data.	yes	recurring	data coding error	mistake in treating missing data
R_3j27GQZJCc95DpV	No back up	1	No back up	yes	recurring	loss of materials/documentation/data	no back up
R_3jeZvxEXWjMiPoU	Scheduling twl participants in the same slot. Making some errors in programming the experiment (which are usually fixed after 2-3 pilot participants)	1	Scheduling twl participants in the same slot.	no	recurring	participant allocation error	error in data collection scheduling
R_3jeZvxEXWjMiPoU	Making some errors in programming experiment.	1	Making some errors in programming experiment.	yes	serious	programming error	mistake in experiment code
R_3jeZvxEXWjMiPoU	Scheduling twl participants in the same slot. Making some errors in programming the experiment (which are usually fixed after 2-3 pilot participants)	2	Making some errors in programming the experiment (which are usually fixed after 2-3 pilot participants)	no	recurring	programming error	mistake in experiment code
R_3jfk9WUBB1C9rE0	Missing observations when transfering data between different formats	1	Missing observations when transfering data between different formats	yes	recurring	data transfer error	mistake in transferring data between formats
R_3jfk9WUBB1C9rE0	Bad documentation of data preparation	1	Bad documentation of data preparation	yes	serious	bad or poor documentation	lack or poor documentation
R_3JgdVz92UzIXsDf	"Programming errors - I can't think of any other mistake that's ever been made (except or for students doing God knows what when working with their data, but that is always something I double check and correct as a matter of course. Letting students make those data working mistakes, to show them how careful you actually need to be is more a life-lesson for them, than a mistake by the ""research team""."	1	"Programming errors - I can't think of any other mistake that's ever been made (except or for students doing God knows what when working with their data, but that is always something I double check and correct as a matter of course. Letting students make those data working mistakes, to show them how careful you actually need to be is more a life-lesson for them, than a mistake by the ""research team""."	yes	recurring	programming error	program coding error
R_3JgdVz92UzIXsDf	I programmed a series of images to display randomly to participants on the screen (three images representing three different conditions, placed in a random configuration on the screen, participants had to choose one of these on each trial). I recorded where on the screen participants clicked, but somehow managed to not record which image was where on which trial, so I couldn't actually triangulate back to the image chosen on each trial.	1	I programmed a series of images to display randomly to participants on the screen (three images representing three different conditions, placed in a random configuration on the screen, participants had to choose one of these on each trial). I recorded where on the screen participants clicked, but somehow managed to not record which image was where on which trial, so I couldn't actually triangulate back to the image chosen on each trial.	yes	serious	programming error	program coding error
R_3jZ1VC6ejnLzmYa	A participant's second response to a question would overwrite their response to the first question.	1	A participant's second response to a question would overwrite their response to the first question.	yes	recurring	programming error	mistake in programming the data collection code
R_3jZ1VC6ejnLzmYa	A researcher coded categorical data as interval data	1	A researcher coded categorical data as interval data	yes	serious	data coding error	mistake in coding a variable
R_3kBPKtkLfMFdp7R	Transcription errors going from paper to computer	1	Transcription errors going from paper to computer	yes	recurring	data transfer error	transcription error
R_3kBPKtkLfMFdp7R	In some cases, the field assistants neglected to record some of the data.	1	In some cases, the field assistants neglected to record some of the data.	yes	serious	data input error	mistake in data recording
R_3KGCgGY4I8KXp24	'-including participants that weren't supposed to be included in the analysis because of inaccurate records to signify their participation (e.g. including someone who consented and withdrew prior to completing assessments when I was supposed to include people who consented and withdrew prior to participating in the group) -Using an outdated data set because I maintained multiple superseded datasets with similar names in the same folder	1	-including participants that weren't supposed to be included in the analysis because of inaccurate records to signify their participation (e.g. including someone who consented and withdrew prior to completing assessments when I was supposed to include people who consented and withdrew prior to participating in the group)	no	recurring	wrong data processing/analysis	mistake in data reduction
R_3KGCgGY4I8KXp24	I've only just finished my phd so I don't have many examples to draw from... the previously mentioned ones are probably the only ones	1	I've only just finished my phd so I don't have many examples to draw from... the previously mentioned ones are probably the only ones	yes	serious	wrong data processing/analysis	mistake in data reduction
R_3KGCgGY4I8KXp24	'-including participants that weren't supposed to be included in the analysis because of inaccurate records to signify their participation (e.g. including someone who consented and withdrew prior to completing assessments when I was supposed to include people who consented and withdrew prior to participating in the group) -Using an outdated data set because I maintained multiple superseded datasets with similar names in the same folder	2	-Using an outdated data set because I maintained multiple superseded datasets with similar names in the same folder	no	recurring	version control error	using the wrong version of data
R_3kGGCsyUfakWVUl	Reverse coding	1	Reverse coding	yes	recurring	data coding error	mistake in recoding variables
R_3KJ9fDQ34vAsAxJ	Not immediately creating and keeping a good data manual/codebook.	1	Not immediately creating and keeping a good data manual/codebook.	yes	recurring	bad or poor documentation	lack or poor documentation
R_3KJ9fDQ34vAsAxJ	Our data entry software re-coded missing values to a perfect score on a measure.	1	Our data entry software re-coded missing values to a perfect score on a measure.	yes	serious	data input error	data entry error
R_3kjMa6nu9SI2Zxt	An investigator gives me (the statistician) a large, usually observational, dataset with poorly documented variable coding schemes or undocumented exclusion criteria. In analyzing the data, I initially make assumptions about the variable definitions that turn out to be incorrect when I discuss my uncertainties with the investigators.	1	An investigator gives me (the statistician) a large, usually observational, dataset with poorly documented variable coding schemes or undocumented exclusion criteria. In analyzing the data, I initially make assumptions about the variable definitions that turn out to be incorrect when I discuss my uncertainties with the investigators.	yes	recurring	bad or poor documentation	lack or poor documentation
R_3kjMa6nu9SI2Zxt	Happily, I have not had a serious data-related mistake that persisted to the finally submitted article. Probably the most serious was when I led a multisite replication project, and one lab collected their large sample prematurely using the wrong questionnaire materials, meaning they had to re-run on new subjects.	1	Happily, I have not had a serious data-related mistake that persisted to the finally submitted article. Probably the most serious was when I led a multisite replication project, and one lab collected their large sample prematurely using the wrong questionnaire materials, meaning they had to re-run on new subjects.	yes	serious	oversight in study design or measurement	using the wrong measure
R_3KK0Lq3IYGIcJXW	I have had in the past that I did not label a variable properly. It computed two variables but I could not remember what was the correct one.	1	I have had in the past that I did not label a variable properly. It computed two variables but I could not remember what was the correct one.	yes	recurring	ambiguous naming/defining of data	mistake in variable labels
R_3KK0Lq3IYGIcJXW	For a qualitative study the recording equipment failed, so a interview was lost.	1	For a qualitative study the recording equipment failed, so a interview was lost.	yes	serious	technical/infrastructural problem	technical failure
R_3lFbOeEkr2aGW1f	Errors in code for creating derived variables	1	Errors in code for creating derived variables	yes	recurring	programming error	program coding error
R_3lFbOeEkr2aGW1f	Time spent analyzing a data set that had been corrupted.	1	Time spent analyzing a data set that had been corrupted.	yes	serious	version control error	using the wrong version of data
R_3lKPtjrvge3kjlW	equipment failure led to data loss, but I don't think that fits in your definition.  I cannot think of any data-related mistakes comparable to your examples.	1	equipment failure led to data loss, but I don't think that fits in your definition.  I cannot think of any data-related mistakes comparable to your examples.	yes	recurring	technical/infrastructural problem	technical failure
R_3lMjXKnwsOJomFW	Failure to reflect negatively keyed items on a personality scale.	1	Failure to reflect negatively keyed items on a personality scale.	yes	recurring	wrong data processing/analysis	data editing mistake
R_3lMjXKnwsOJomFW	Omission of parts of a questionnaire.	1	Omission of parts of a questionnaire.	yes	serious	oversight in study design or measurement	not applying every item in measurement
R_3lMoowEYi5yWYMA	An older version with older data was worked on AND submitted to a journal by a co-author, although he did have the most recent version from me.	1	An older version with older data was worked on AND submitted to a journal by a co-author, although he did have the most recent version from me.	yes	recurring	version control error	using the wrong version of data
R_3lQFyqvkeqxEGrv	Unclear variable names and unclear recoding of variables, usually in datasets collected by students	1	Unclear variable names, usually in datasets collected by students	no	recurring	ambiguous naming/defining of data	unclear variable names
R_3lQFyqvkeqxEGrv	A student made a mistake in Qualtrics, resulting in weird scores: scores 11-13 on a five-point rating scale.	1	A student made a mistake in Qualtrics, resulting in weird scores: scores 11-13 on a five-point rating scale.	yes	serious	data input error	mistake in data collection platform
R_3lQFyqvkeqxEGrv	Unclear variable names and unclear recoding of variables, usually in datasets collected by students	2	unclear recoding of variables, usually in datasets collected by students	no	recurring	data coding error	mistake in coding a variable
R_3lrEYOs4D0F0s0k	1. We used uninformative variable names that made it hard to re-use the dataset. 2. Frame deletion error. A row was deleted and all datapoints moved up one so that experimental groups and datapoints no longer matched. The mistake was not spotted in time and a conference abstract was published with erroneous results, although the actual conference presentation contained corrected analyses and disclosure of the mistake. 3. Failure to retain data at screening for a critical baseline variable for some participants	1	1. We used uninformative variable names that made it hard to re-use the dataset.	no	recurring	ambiguous naming/defining of data	unclear variable names
R_3lrEYOs4D0F0s0k	Point 3 above (failure to retain critical baseline variable data during screening)	1	Point 3 above (failure to retain critical baseline variable data during screening)	yes	serious	loss of materials/documentation/data	losing important variable
R_3lrEYOs4D0F0s0k	1. We used uninformative variable names that made it hard to re-use the dataset. 2. Frame deletion error. A row was deleted and all datapoints moved up one so that experimental groups and datapoints no longer matched. The mistake was not spotted in time and a conference abstract was published with erroneous results, although the actual conference presentation contained corrected analyses and disclosure of the mistake. 3. Failure to retain data at screening for a critical baseline variable for some participants	2	2. Frame deletion error. A row was deleted and all datapoints moved up one so that experimental groups and datapoints no longer matched. The mistake was not spotted in time and a conference abstract was published with erroneous results, although the actual conference presentation contained corrected analyses and disclosure of the mistake.	no	recurring	wrong data processing/analysis	mistake in data reduction
R_3lrEYOs4D0F0s0k	1. We used uninformative variable names that made it hard to re-use the dataset. 2. Frame deletion error. A row was deleted and all datapoints moved up one so that experimental groups and datapoints no longer matched. The mistake was not spotted in time and a conference abstract was published with erroneous results, although the actual conference presentation contained corrected analyses and disclosure of the mistake. 3. Failure to retain data at screening for a critical baseline variable for some participants	3	3. Failure to retain data at screening for a critical baseline variable for some participants	no	recurring	loss of materials/documentation/data	losing important variable
R_3M0uW4vbFXE4kvx	1) Uninformative names, lack of documentation, takes time to re-create analyses.  2) Problems accessing data from SQL server, insufficient documentation of variables there	1	1) Uninformative names takes time to re-create analyses.	no	recurring	ambiguous naming/defining of data	unclear variable names
R_3M0uW4vbFXE4kvx	1) Uninformative names, lack of documentation, takes time to re-create analyses.  2) Problems accessing data from SQL server, insufficient documentation of variables there	2	lack of documentation takes time to re-create analyses.	no	recurring	bad or poor documentation	lack or poor documentation
R_3M0uW4vbFXE4kvx	1) Uninformative names, lack of documentation, takes time to re-create analyses.  2) Problems accessing data from SQL server, insufficient documentation of variables there	3	2) Problems accessing data from SQL server, insufficient documentation of variables there	no	recurring	ambiguous naming/defining of data	ambiguous variable naming
R_3MxuXev3SJ36Py0	having to re-do everything because of incorrect coding ( but not loss because we saved the original file)   not knowing while file was the correct one or if responses had already been coded   transferring only certain lines of data and the transfer only working for half the line	1	having to re-do everything because of incorrect coding ( but not loss because we saved the original file)	no	recurring	data coding error	mistake in coding a variable
R_3MxuXev3SJ36Py0	having to re-do everything because of incorrect coding ( but not loss because we saved the original file)   not knowing while file was the correct one or if responses had already been coded   transferring only certain lines of data and the transfer only working for half the line	2	not knowing while file was the correct one or if responses had already been coded	no	recurring	version control error	using the wrong version of data
R_3MxuXev3SJ36Py0	having to re-do everything because of incorrect coding ( but not loss because we saved the original file)   not knowing while file was the correct one or if responses had already been coded   transferring only certain lines of data and the transfer only working for half the line	3	transferring only certain lines of data and the transfer only working for half the line	no	recurring	data transfer error	mistake in transferring data between formats
R_3n5YF1P3zkjw6mc	Using same subject# more than once	1	Using same subject# more than once	yes	recurring	data input error	Using same subject# more than once
R_3n5YF1P3zkjw6mc	Inappropriate data analysis /modeling or errors in code	1	Inappropriate data analysis /modeling or errors in code	yes	serious	wrong data processing/analysis	mistake in data analysis
R_3NDG6QfrooWuJHa	hardware failure that leads to program crash during the experiment	1	hardware failure that leads to program crash during the experiment	yes	recurring	technical/infrastructural problem	technical failure
R_3NDG6QfrooWuJHa	I remember a programming error that led to the loss of a few data sets (becoming useless because of the error) and we have to test new participants In another case, a variable (a time interval) was coded incorrectly, so that we had to average across this variable instead of taking it as independent variable (we reported this explicitly in the paper)	1	I remember a programming error that led to the loss of a few data sets (becoming useless because of the error) and we have to test new participants	no	serious	programming error	program coding error
R_3NDG6QfrooWuJHa	I remember a programming error that led to the loss of a few data sets (becoming useless because of the error) and we have to test new participants In another case, a variable (a time interval) was coded incorrectly, so that we had to average across this variable instead of taking it as independent variable (we reported this explicitly in the paper)	2	In another case, a variable (a time interval) was coded incorrectly, so that we had to average across this variable instead of taking it as independent variable (we reported this explicitly in the paper)	no	serious	data coding error	incorrect coding of a variable
R_3NQyiNXjL1vSMQs	Miscoded levels of categorical variable	1	Miscoded levels of categorical variable	yes	recurring	data coding error	Miscoded levels of categorical variable
R_3ObQwLaOYCfdTA5	Bad management data by a student who is not careful entering/managing data from his/her project.  I now have to have my 2 full time research assistants double check the same databases to make sure that we don’t have mistakes done by students on their own databse.	1	Bad management data by a student who is not careful entering/managing data from his/her project.  I now have to have my 2 full time research assistants double check the same databases to make sure that we don’t have mistakes done by students on their own databse.	yes	recurring	data input error	data entry error
R_3ObQwLaOYCfdTA5	Saying there is a significant difference between 2 groups, wrote the paper and when I reanalyzed I saw the mistake and cancelled the paper but so much time lost.	1	Saying there is a significant difference between 2 groups, wrote the paper and when I reanalyzed I saw the mistake and cancelled the paper but so much time lost.	yes	serious	wrong data processing/analysis	mistake in data analysis
R_3PbElbVvAPqPtkC	Punching the data wrongly	1	Punching the data wrongly	yes	recurring	data input error	data entry error
R_3pgaQNfj5tISZ0r	Entering data wrongly by mistake	1	Entering data wrongly by mistake	yes	recurring	data input error	data entry error
R_3pgaQNfj5tISZ0r	Lost some data stored in written form without entering in electronic form	1	Lost some data stored in written form without entering in electronic form	yes	serious	loss of materials/documentation/data	data loss
R_3PHKJQqRQle1gb0	Unintended data analysis errors	1	Unintended data analysis errors	yes	recurring	wrong data processing/analysis	mistake in data analysis
R_3PHWLvpIcXFFKwW	Errors in excel templates (formulas, cut and paste etc.) that have been individuated and corrected	1	Errors in excel templates (formulas, cut and paste etc.) that have been individuated and corrected	yes	recurring	data transfer error	copy paste error
R_3PHWLvpIcXFFKwW	Errors in excel templates (formulas, cut and paste etc.) that have been individuated and corrected	1	Errors in excel templates (formulas, cut and paste etc.) that have been individuated and corrected	yes	serious	data transfer error	copy paste error
R_3Pp3aZ3NKVDVBPb	Rearranging spreadsheet data, but realised immediately so only resulted in a loss of about 30 mins.	1	Rearranging spreadsheet data, but realised immediately so only resulted in a loss of about 30 mins.	yes	recurring	wrong data processing/analysis	rearranging data
R_3Pq7FOazfc0hLft	The coding system for categorical variables was mistakenly interpreted.	1	The coding system for categorical variables was mistakenly interpreted.	yes	recurring	data coding error	misinterpreting coding system for categorical variables
R_3PYR1LMIJhMu0dH	OH MAN, how many characters do I have? The most common mistakes are related to naming of variables and files, so that I'm building models (temporarily! so far it's always been a temporary glitch!) from an outdated version of a variable or dataset.	1	OH MAN, how many characters do I have? The most common mistakes are related to naming of variables and files, so that I'm building models (temporarily! so far it's always been a temporary glitch!) from an outdated version of a variable or dataset.	yes	recurring	ambiguous naming/defining of data	mistake in naming variables
R_3qlI1oXGPLbeopZ	1. I selected the wrong sample for an analysis.   2. Project staff assessed students with the incorrect version of one of the measures.  3. In a data set provided from an external source, the data manager miscalculated three variables. I believe she forgot to reverse-code some of the items for their respective scales.   4. Data sets occasionally contain duplicate entries for a survey or other assessment.  5. Our data manager, in consultation with other investigators, chose to change the treatment condition for individuals who moved between groups with different assignment. For example, if an individual was assigned to a group in the treatment condition but then moved to a group in the control condition, the condition variable was changed.	1	1. I selected the wrong sample for an analysis.	no	recurring	data selection/merging error	selecting wrong sample for an analysis
R_3qlI1oXGPLbeopZ	Project staff assessed students with the incorrect version of one of the measures.	1	Project staff assessed students with the incorrect version of one of the measures.	yes	serious	version control error	using the wrong version
R_3qlI1oXGPLbeopZ	1. I selected the wrong sample for an analysis.   2. Project staff assessed students with the incorrect version of one of the measures.  3. In a data set provided from an external source, the data manager miscalculated three variables. I believe she forgot to reverse-code some of the items for their respective scales.   4. Data sets occasionally contain duplicate entries for a survey or other assessment.  5. Our data manager, in consultation with other investigators, chose to change the treatment condition for individuals who moved between groups with different assignment. For example, if an individual was assigned to a group in the treatment condition but then moved to a group in the control condition, the condition variable was changed.	2	2. Project staff assessed students with the incorrect version of one of the measures.	no	recurring	version control error	using the wrong version
R_3qlI1oXGPLbeopZ	1. I selected the wrong sample for an analysis.   2. Project staff assessed students with the incorrect version of one of the measures.  3. In a data set provided from an external source, the data manager miscalculated three variables. I believe she forgot to reverse-code some of the items for their respective scales.   4. Data sets occasionally contain duplicate entries for a survey or other assessment.  5. Our data manager, in consultation with other investigators, chose to change the treatment condition for individuals who moved between groups with different assignment. For example, if an individual was assigned to a group in the treatment condition but then moved to a group in the control condition, the condition variable was changed.	3	3. In a data set provided from an external source, the data manager miscalculated three variables. I believe she forgot to reverse-code some of the items for their respective scales.	no	recurring	wrong data processing/analysis	miscalculations
R_3qlI1oXGPLbeopZ	1. I selected the wrong sample for an analysis.   2. Project staff assessed students with the incorrect version of one of the measures.  3. In a data set provided from an external source, the data manager miscalculated three variables. I believe she forgot to reverse-code some of the items for their respective scales.   4. Data sets occasionally contain duplicate entries for a survey or other assessment.  5. Our data manager, in consultation with other investigators, chose to change the treatment condition for individuals who moved between groups with different assignment. For example, if an individual was assigned to a group in the treatment condition but then moved to a group in the control condition, the condition variable was changed.	4	4. Data sets occasionally contain duplicate entries for a survey or other assessment.	no	recurring	data input error	data entry error
R_3qlI1oXGPLbeopZ	1. I selected the wrong sample for an analysis.   2. Project staff assessed students with the incorrect version of one of the measures.  3. In a data set provided from an external source, the data manager miscalculated three variables. I believe she forgot to reverse-code some of the items for their respective scales.   4. Data sets occasionally contain duplicate entries for a survey or other assessment.  5. Our data manager, in consultation with other investigators, chose to change the treatment condition for individuals who moved between groups with different assignment. For example, if an individual was assigned to a group in the treatment condition but then moved to a group in the control condition, the condition variable was changed.	5	5. Our data manager, in consultation with other investigators, chose to change the treatment condition for individuals who moved between groups with different assignment. For example, if an individual was assigned to a group in the treatment condition but then moved to a group in the control condition, the condition variable was changed.	no	recurring	participant allocation error	subject allocation mistake
R_3qr2ZreTjyLiVlU	Incorrect values were entered when transferring data from paper-pencil survey into SPSS files.	1	Incorrect values were entered when transferring data from paper-pencil survey into SPSS files.	yes	recurring	data input error	data entry error
R_3qR5qywuGiliJsm	Not labeling things well. Go back to the project years later and can't figure out what the different variables were.	1	Not labeling things well. Go back to the project years later and can't figure out what the different variables were.	yes	recurring	ambiguous naming/defining of data	unclear variable names
R_3qR5qywuGiliJsm	Not sure if this counts, but survey was programmed incorrectly, which meant a big portion of the sample didn't take an important pre-test and had to be excluded.	1	Not sure if this counts, but survey was programmed incorrectly, which meant a big portion of the sample didn't take an important pre-test and had to be excluded.	yes	serious	programming error	program coding error
R_3R4baXz3l9QdAPM	Coding error in syntax	1	Coding error in syntax	yes	recurring	programming error	program coding error
R_3rJuaVQjfJOizzO	Uninformative variables that do not help in reassessing the code (or codes with no comments).	1	Uninformative variables that do not help in reassessing the code (or codes with no comments).	yes	recurring	ambiguous naming/defining of data	unclear variable names
R_3rJuaVQjfJOizzO	Broken equipment leading to data loss.	1	Broken equipment leading to data loss.	yes	serious	technical/infrastructural problem	technical failure
R_3RlLuQSE5pu1tb0	Being uncertain of variables due to naming	1	Being uncertain of variables due to naming	yes	recurring	ambiguous naming/defining of data	unclear variable names
R_3RlLuQSE5pu1tb0	No record of source of data, no idea where it was from	1	No record of source of data, no idea where it was from	yes	serious	bad or poor documentation	data logging mistake
R_3rZAis4XlhhtCIC	Probably erroneously coding survey data so that data end up in incorrect variables.	1	Probably erroneously coding survey data so that data end up in incorrect variables.	yes	recurring	data coding error	value coding error
R_3rZAis4XlhhtCIC	This is not the most common, but the most severe was that automatically generated random survey identifiers for a longitudinal study were accidentally overwritten by a new random identifier set.	1	This is not the most common, but the most severe was that automatically generated random survey identifiers for a longitudinal study were accidentally overwritten by a new random identifier set.	yes	serious	programming error	program coding error
R_3s5IM3bGbNtc4XU	Main problem has been insufficient data archiving of ended projects. Sometimes data is needed later as well.	1	Main problem has been insufficient data archiving of ended projects. Sometimes data is needed later as well.	yes	recurring	loss of materials/documentation/data	data storing problems
R_3s5IM3bGbNtc4XU	No real mistakes, just difficult to find and understand old data.	1	No real mistakes, just difficult to find and understand old data.	yes	serious	loss of materials/documentation/data	data storing problems
R_3s7iyh922xBWmba	Data lost	1	Data lost	yes	recurring	loss of materials/documentation/data	data loss
R_3saEuW4TTviBwnM	File was lost or corrupted	1	File was lost or corrupted	yes	recurring	loss of materials/documentation/data	data loss
R_3sb7E8EQLjHDtj6	data processing error - a dependent variable was incorrectly calculated from raw data	1	data processing error - a dependent variable was incorrectly calculated from raw data	yes	recurring	wrong data processing/analysis	mistake in calculating processed data
R_3sb7E8EQLjHDtj6	data processing error - a dependent variable was incorrectly calculated from raw data	1	data processing error - a dependent variable was incorrectly calculated from raw data	yes	serious	wrong data processing/analysis	mistake in calculating processed data
R_3ssjvVtm5kqPBor	Error in formula	1	Error in formula	yes	serious	programming error	program coding error
R_3szfXpJiLetcwwr	Poor archiving and labeling of data.	1	Poor archiving and labeling of data.	yes	recurring	ambiguous naming/defining of data	ambiguous variable naming
R_3szfXpJiLetcwwr	Loss of dataset	1	Loss of dataset	yes	serious	loss of materials/documentation/data	data loss
R_4Jx85V7Q7juO0rD	A calculated variable was not properly coded.	1	A calculated variable was not properly coded.	yes	recurring	data coding error	value coding error
