response_id	cause	cause_no	cause_sep	maximum_response_one_cause	type	group_cause	code_cause
R_3JgdVz92UzIXsDf	Being time poor is the primary cause. I do all my own programming and the primary reason why errors sometimes occur is that I have insufficient time to take due care when checking and double-checking both the program and the data files to ensure that everything is programmed correctly and recording correctly.  These don't happen that often, but often enough that if I had more time, I would spend more time in the double-triple checking phase before opening the study up to participants.	1	Being time poor is the primary cause. I do all my own programming and the primary reason why errors sometimes occur is that I have insufficient time to take due care when checking and double-checking both the program and the data files to ensure that everything is programmed correctly and recording correctly.  These don't happen that often, but often enough that if I had more time, I would spend more time in the double-triple checking phase before opening the study up to participants.	yes	recurring	time management issue	time pressure
R_3JgdVz92UzIXsDf	In this instance I used a programming technique to randomise the images that I hadn't used in this context before and, due to a lack of available time, it was the student who double-checked the output rather than me and failed to recognise that these data were not recorded (although even had I checked it, I may not have immediately noticed, since I've never before come across a way of coding in that program that doesn't result in every event of a trial being recorded.	1	In this instance I used a programming technique to randomise the images that I hadn't used in this context before and, due to a lack of available time,	no	serious	time management issue	time pressure
R_3JgdVz92UzIXsDf	In this instance I used a programming technique to randomise the images that I hadn't used in this context before and, due to a lack of available time, it was the student who double-checked the output rather than me and failed to recognise that these data were not recorded (although even had I checked it, I may not have immediately noticed, since I've never before come across a way of coding in that program that doesn't result in every event of a trial being recorded.	2	it was the student who double-checked the output rather than me and failed to recognise that these data were not recorded (although even had I checked it, I may not have immediately noticed, since I've never before come across a way of coding in that program that doesn't result in every event of a trial being recorded.	no	serious	project management issue	lack of oversight
R_3jZ1VC6ejnLzmYa	Researcher didn't understand the data analysis process and rules	1	Researcher didn't understand the data analysis process and rules	yes	serious	lack of knowledge/experience	inexperience
R_3kBPKtkLfMFdp7R	Negligence	1	Negligence	yes	serious	carelessness	negligence
R_3KGCgGY4I8KXp24	inexperience generally. Lack of accurate records of participation and lack of a data management plan that stipulated details of saving/superseding the database	1	inexperience generally.	no	recurring	lack of knowledge/experience	inexperience
R_3KGCgGY4I8KXp24	inexperience generally. Lack of accurate records of participation and lack of a data management plan that stipulated details of saving/superseding the database	3	lack of a data management plan that stipulated details of saving/superseding the database	no	recurring	bad or lack of standards	lack of data management plan
R_3kGGCsyUfakWVUl	Lack of experience of student	1	Lack of experience of student	yes	recurring	lack of knowledge/experience	inexperience
R_3KJ9fDQ34vAsAxJ	Laziness/thinking we'd remember.	1	Laziness/	no	recurring	carelessness	laziness
R_3KJ9fDQ34vAsAxJ	Laziness/thinking we'd remember.	2	thinking we'd remember.	no	recurring	overconfidence	overconfident
R_3kjMa6nu9SI2Zxt	As the lead author, I should have been crystal-clear that labs needed to await my approval before collecting data.	1	As the lead author, I should have been crystal-clear that labs needed to await my approval before collecting data.	yes	serious	miscommunication	miscommunication
R_3KK0Lq3IYGIcJXW	Wrong settings were chosen on the equipment.	1	Wrong settings were chosen on the equipment.	yes	serious	technical issue	wrong equipment setting
R_3lFbOeEkr2aGW1f	Students writing code who are new to programming or complex variables that require multiple steps to create- multiple opportunities for error	1	Students writing code who are new to programming or complex variables that require multiple steps to create- multiple opportunities for error	yes	recurring	lack of knowledge/experience	inexperience
R_3lKPtjrvge3kjlW	power outage, battery ran out, electrodes pulled off of participant	1	power outage, battery ran out,	no	recurring	technical issue	technical failure
R_3lKPtjrvge3kjlW	power outage, battery ran out, electrodes pulled off of participant	2	electrodes pulled off of participant	no	recurring	technical issue	electrodes pulled off of participant
R_3lMjXKnwsOJomFW	Carelessness.	1	Carelessness.	yes	recurring	carelessness	carelessness
R_3lMoowEYi5yWYMA	I am not sure--my co-author probably misfiled the newer and the older versions and then continued working on the wrong, i.e. older, one and submitted it without consulting with me before submission.	2	I am not sure--my co-author submitted it without consulting with me before submission.	no	recurring	miscommunication	miscommunication
R_3lQFyqvkeqxEGrv	Student’s lack of SPSS skills and unfamiliarity with online data collection software	1	Student’s lack of SPSS skills and unfamiliarity with online data collection software	yes	recurring	lack of knowledge/experience	inexperience
R_3lrEYOs4D0F0s0k	1. Lack of experience of the researcher (usually a masters or dosctoral student) who was not acquainted with the need for clear labelling of variables and who did not follow instructions consistently on correct labelling  2. Frame deletion error was just a simple cut and paste mistake. 3. Lack of supervision of data collection or insufficient monitoring of good data retention practices (i.e. I should have overseen this data collection more directly)	1	1. Lack of experience of the researcher (usually a masters or dosctoral student) who was not acquainted with the need for clear labelling of variables	no	recurring	bad skill management	lack of training
R_3lrEYOs4D0F0s0k	1. Lack of experience of the researcher (usually a masters or dosctoral student) who was not acquainted with the need for clear labelling of variables and who did not follow instructions consistently on correct labelling  2. Frame deletion error was just a simple cut and paste mistake. 3. Lack of supervision of data collection or insufficient monitoring of good data retention practices (i.e. I should have overseen this data collection more directly)	2	who did not follow instructions consistently on correct labelling	no	recurring	carelessness	not following instructions
R_3lrEYOs4D0F0s0k	1. Lack of experience of the researcher (usually a masters or dosctoral student) who was not acquainted with the need for clear labelling of variables and who did not follow instructions consistently on correct labelling  2. Frame deletion error was just a simple cut and paste mistake. 3. Lack of supervision of data collection or insufficient monitoring of good data retention practices (i.e. I should have overseen this data collection more directly)	3	2. Frame deletion error was just a simple cut and paste mistake.	no	recurring	inattention	copy paste error
R_3lrEYOs4D0F0s0k	1. Lack of experience of the researcher (usually a masters or dosctoral student) who was not acquainted with the need for clear labelling of variables and who did not follow instructions consistently on correct labelling  2. Frame deletion error was just a simple cut and paste mistake. 3. Lack of supervision of data collection or insufficient monitoring of good data retention practices (i.e. I should have overseen this data collection more directly)	4	3. Lack of supervision of data collection or insufficient monitoring of good data retention practices (i.e. I should have overseen this data collection more directly)	no	recurring	project management issue	lack of supervision
R_3M0uW4vbFXE4kvx	1)Eager to get the results, too time-optimistic about being able to resume 2) Lack of research expertise in technical staff (who may have left the project), lack of technical knowledge among researchers	1	1)Eager to get the results, too time-optimistic about being able to resume	no	recurring	lack of control	inpatience
R_3M0uW4vbFXE4kvx	1)Eager to get the results, too time-optimistic about being able to resume 2) Lack of research expertise in technical staff (who may have left the project), lack of technical knowledge among researchers	2	2) Lack of research expertise in technical staff (who may have left the project), lack of technical knowledge among researchers	no	recurring	lack of knowledge/experience	inexperience
R_3MxuXev3SJ36Py0	imprecise labelling software malfunction	2	software malfunction	no	recurring	technical issue	software malfunction
R_3n5YF1P3zkjw6mc	Good question. I suppose carelessness or failure to emphasize the importance of getting this right	1	Good question. I suppose carelessness	no	recurring	carelessness	carelessness
R_3n5YF1P3zkjw6mc	Good question. I suppose carelessness or failure to emphasize the importance of getting this right	2	failure to emphasize the importance of getting this right	no	recurring	carelessness	failure to realise the importance of the task
R_3NDG6QfrooWuJHa	technical error and human error	1	technical error and	no	serious	technical issue	technical failure
R_3ObQwLaOYCfdTA5	Students’ inexperience or lack of interest in data management. I now train all of them on this but still......	1	Students’ inexperience	no	recurring	lack of knowledge/experience	inexperience
R_3ObQwLaOYCfdTA5	Student having problem handling a database. Did it by hand. We have to find ways to automatize handling so that  we take out the human factor.	1	Student having problem handling a database. Did it by hand. We have to find ways to automatize handling so that  we take out the human factor.	yes	serious	bad or lack of standards	handling database manually
R_3ObQwLaOYCfdTA5	Students’ inexperience or lack of interest in data management. I now train all of them on this but still......	2	lack of interest in data management. I now train all of them on this but still......	no	recurring	carelessness	lack of interest
R_3PHWLvpIcXFFKwW	fatigue, lack of attention	1	fatigue,	no	recurring	physical and mental constraints	fatigue
R_3PHWLvpIcXFFKwW	fatigue, lack of attention	1	fatigue,	no	serious	physical and mental constraints	fatigue
R_3PHWLvpIcXFFKwW	fatigue, lack of attention	2	lack of attention	no	recurring	inattention	inattention
R_3PHWLvpIcXFFKwW	fatigue, lack of attention	2	lack of attention	no	serious	inattention	inattention
R_3Pp3aZ3NKVDVBPb	Carelesslessness and distraction (multitasking at the time)	1	Carelesslessness	no	recurring	carelessness	carelessness
R_3Pp3aZ3NKVDVBPb	Carelesslessness and distraction (multitasking at the time)	2	distraction (multitasking at the time)	no	recurring	risking human error	multitasking
R_3Pq7FOazfc0hLft	Data analyzers did not communicate with the PIs precisely.	1	Data analyzers did not communicate with the PIs precisely.	yes	recurring	miscommunication	miscommunication
R_3qlI1oXGPLbeopZ	1. I copied the analysis code used for a previous paper, and failed to adjust the sample selection statement. The error was detected and fixed before the results were presented to the project investigator and well before the paper was submitted for publication.   2. The school where assessments took place adopted a newer version of the assessment, and the new version was accidentally administered.   3. User error. The data manager simply forgot to recode items. The items were quickly recoded and the scales rescored.   4. Duplicate entries usually occur when an assessment is entered (e.g., by hand, scanned) more than once. We routinely check for duplicate cases, so these were dropped--removed from the data for analysis.  5. The change in assignment variable was due to an inexperienced data manager and, more importantly, two inexperienced investigators who did not understand the principle of intention to treat. The assignment variable was changed back to its original state before any analyses were started.	1	1. I copied the analysis code used for a previous paper, and failed to adjust the sample selection statement. The error was detected and fixed before the results were presented to the project investigator and well before the paper was submitted for publication.	no	recurring	inattention	copy and paste error
R_3qlI1oXGPLbeopZ	The school where assessments took place adopted a newer version of the assessment, and the new version was accidentally administered.	1	The school where assessments took place adopted a newer version of the assessment, and the new version was accidentally administered.	yes	serious	inattention	accidentally using different version
R_3qlI1oXGPLbeopZ	1. I copied the analysis code used for a previous paper, and failed to adjust the sample selection statement. The error was detected and fixed before the results were presented to the project investigator and well before the paper was submitted for publication.   2. The school where assessments took place adopted a newer version of the assessment, and the new version was accidentally administered.   3. User error. The data manager simply forgot to recode items. The items were quickly recoded and the scales rescored.   4. Duplicate entries usually occur when an assessment is entered (e.g., by hand, scanned) more than once. We routinely check for duplicate cases, so these were dropped--removed from the data for analysis.  5. The change in assignment variable was due to an inexperienced data manager and, more importantly, two inexperienced investigators who did not understand the principle of intention to treat. The assignment variable was changed back to its original state before any analyses were started.	3	3. User error. The data manager simply forgot to recode items. The items were quickly recoded and the scales rescored.	no	recurring	physical and mental constraints	forgetfulness
R_3qlI1oXGPLbeopZ	1. I copied the analysis code used for a previous paper, and failed to adjust the sample selection statement. The error was detected and fixed before the results were presented to the project investigator and well before the paper was submitted for publication.   2. The school where assessments took place adopted a newer version of the assessment, and the new version was accidentally administered.   3. User error. The data manager simply forgot to recode items. The items were quickly recoded and the scales rescored.   4. Duplicate entries usually occur when an assessment is entered (e.g., by hand, scanned) more than once. We routinely check for duplicate cases, so these were dropped--removed from the data for analysis.  5. The change in assignment variable was due to an inexperienced data manager and, more importantly, two inexperienced investigators who did not understand the principle of intention to treat. The assignment variable was changed back to its original state before any analyses were started.	5	5. The change in assignment variable was due to an inexperienced data manager and, more importantly, two inexperienced investigators who did not understand the principle of intention to treat. The assignment variable was changed back to its original state before any analyses were started.	no	recurring	lack of knowledge/experience	inexperience
R_3qR5qywuGiliJsm	Not enough oversight (by myself) of student work.	1	Not enough oversight (by myself) of student work.	yes	serious	project management issue	insufficient oversight
R_3qR5qywuGiliJsm	Not taking good notes.  Now we keep better documentation, but it's a work in progress.  This is especially a problem for projects led by (undergraduate) students.  They're not as used to thinking of data files as something we might want to look at years later.	2	This is especially a problem for projects led by (undergraduate) students. They're not as used to thinking of data files as something we might want to look at years later.	no	recurring	lack of knowledge/experience	inexperience
R_3R4baXz3l9QdAPM	Sloppiness, limited double checking by co-authors	1	Sloppiness,	no	recurring	carelessness	sloppiness
R_3rJuaVQjfJOizzO	Attempt to finish faster - which led to slower reassessment.	1	Attempt to finish faster - which led to slower reassessment.	yes	recurring	time management issue	insufficient time spent on a task
R_3RlLuQSE5pu1tb0	Idiosyncratic naming schemes	1	Idiosyncratic naming schemes	yes	recurring	bad or lack of standards	lack of good naming schemes
R_3rZAis4XlhhtCIC	Carelessness.	1	Carelessness.	yes	recurring	carelessness	carelessness
R_3rZAis4XlhhtCIC	Not thinking through every contingency scenario in what could go wrong in the study.	1	Not thinking through every contingency scenario in what could go wrong in the study.	yes	serious	bad or lack of planning	insufficient planning
R_3s5IM3bGbNtc4XU	No working routines of data archiving. We work on that.	1	No working routines of data archiving. We work on that.	yes	recurring	bad or lack of standards	lack of standard practices
R_3s7iyh922xBWmba	Equipment failure	1	Equipment failure	yes	recurring	technical issue	technical failure
R_3szfXpJiLetcwwr	Moving on to next task/study too quickly.	1	Moving on to next task/study too quickly.	yes	recurring	time management issue	insufficient time spent on the project
R_3szfXpJiLetcwwr	Computer issue	1	Computer issue	yes	serious	technical issue	computer issue
R_4Jx85V7Q7juO0rD	Lack of consistency in the names of the variables across experiments led to the mistake	1	Lack of consistency in the names of the variables across experiments led to the mistake	yes	recurring	bad or lack of standards	lack of standard procedures
R_4Jx85V7Q7juO0rD	Lack of consistency in the names of the variables across experiments led to the mistake	1	Lack of consistency in the names of the variables across experiments led to the mistake	yes	serious	bad or lack of standards	lack of standard procedure
R_4YsljcjsHBXYfSx	nobody cared or even looked at raw data or materials, so it was not incentivized	1	nobody cared or even looked at raw data or materials, so it was not incentivized	yes	recurring	carelessness	carelessness
R_4YsljcjsHBXYfSx	not data management plan existed	1	not data management plan existed	yes	serious	bad or lack of standards	lack of data management plan
R_4Z9S8WkR6ezQJ7H	lack of attention or poor organisation of data	1	lack of attention	no	recurring	inattention	inattention
R_4Z9S8WkR6ezQJ7H	errors in organisation of the data	1	errors in organisation of the data	yes	serious	bad or lack of standards	error in data organization
R_6hDIMFdjLBO9MOd	Using a new survey company with different procedures.	1	Using a new survey company with different procedures.	yes	recurring	lack of knowledge/experience	inexperience
R_6hV0lkImqJ9lbCV	Carelessness with coding	1	Carelessness with coding	yes	recurring	carelessness	carelessness
R_6QYEgZeTJnngKZj	Fatigue. Skill level of data manager	1	Fatigue.	no	recurring	physical and mental constraints	fatigue
R_6QYEgZeTJnngKZj	Fatigue. Skill level of data manager	2	Skill level of data manager	no	recurring	lack of knowledge/experience	insufficient skills
R_73C5WonwTfcN8Wt	unclear variable names, human error in recoding and collating data	1	unclear variable names,	no	serious	bad or lack of standards	inconsistent variable naming
R_7PVRV8S0OqzQTnz	It was due to the incapacity of organization and coordination in the field work.	1	It was due to the incapacity of organization and coordination in the field work.	yes	recurring	project management issue	lack of coordination
R_8pOKqiOkWWJ7MMF	Computer malfunction in one case and not sure what happened in the other as several old 'floppy disks' seemed to disappear..	1	Computer malfunction in one case	no	recurring	technical issue	technical malfunction
R_9QE69SV6ZqszWjT	Human error -- rushing, stress, distraction.	1	Human error -- rushing	no	recurring	time management issue	rushing
R_9QE69SV6ZqszWjT	Human error -- rushing, stress, distraction.	2	Human error -- stress	no	recurring	physical and mental constraints	stress
R_9QE69SV6ZqszWjT	Human error -- rushing, stress, distraction.	3	Human error -- distraction.	no	recurring	physical and mental constraints	distraction
R_a9Gz8zHhb9u2pW1	lack of training/knowledge in how to work within one system - so having to switch between Excel and SPSS to complete data wrangling tasks (when all could be done in R if we had known how)	1	lack of training/knowledge in how to work within one system - so having to switch between Excel and SPSS to complete data wrangling tasks (when all could be done in R if we had known how)	yes	recurring	lack of knowledge/experience	inexperience
R_a9Gz8zHhb9u2pW1	lack of knowledge and training with i) how to automate analyses such that a pipeline exists to get from raw to summary data ii) lack of pre-registration; too much flexibility allowing so many variations of summary data - at the time, did not know that this was problematic in any way	1	lack of knowledge and training with i) how to automate analyses such that a pipeline exists to get from raw to summary data	no	serious	lack of knowledge/experience	inexperience
R_AEvIrQSSmJP5wFb	not enough punctuality	1	not enough punctuality	yes	recurring	carelessness	carelessness
R_AEvIrQSSmJP5wFb	no systematic back-up, this has now been adjusted (systematic back-ups are made, and no data management on PC any more, only on central servers)	1	no systematic back-up, this has now been adjusted (systematic back-ups are made, and no data management on PC any more, only on central servers)	yes	serious	bad or lack of standards	lack of standard procedure
R_AFdMpLX9YukUDqV	Too busy and not enough oversight	1	Too busy	no	recurring	time management issue	too busy
R_AFdMpLX9YukUDqV	Too busy and not enough oversight	2	not enough oversight	no	recurring	project management issue	insufficient oversight
R_AFdMpLX9YukUDqV	Too busy and not enough oversight	1	Too busy and	no	serious	time management issue	too big workload
R_AFdMpLX9YukUDqV	Too busy and not enough oversight	2	not enough oversight	no	serious	project management issue	insufficient oversight
R_AmI4PaDaAItn0MF	the raw variable has a different format for each year in which it was collected. Failure to account for these different formats leads to the incorrect coding of the analytic variable for some years.	1	the raw variable has a different format for each year in which it was collected. Failure to account for these different formats leads to the incorrect coding of the analytic variable for some years.	yes	recurring	bad or lack of standards	lack of using standard procedure
R_Asx9afieZL39PhL	PhD researcher with less experience of data management - to a certain extent it could simply be viewed as part of the learning process.	1	PhD researcher with less experience of data management - to a certain extent it could simply be viewed as part of the learning process.	yes	recurring	lack of knowledge/experience	inexperience
R_bCncU5uFNDBQAdr	The cause was that the master student who was running the experiment did not record correctly the information. However, I also think that the main cause was the lack of good supervision from the PhD student who was in charge of the study. We realized about the error before doing the statistical analyses.	2	However, I also think that the main cause was the lack of good supervision from the PhD student who was in charge of the study. We realized about the error before doing the statistical analyses.	no	serious	project management issue	lack of supervision
R_beZArZ7io7gtZKh	Researcher fatigue or unwillingness to double-check the accuracy of formulas.	1	Researcher fatigue	no	recurring	physical and mental constraints	tiredness
R_beZArZ7io7gtZKh	Researcher fatigue or unwillingness to double-check the accuracy of formulas.	2	unwillingness to double-check the accuracy of formulas.	no	recurring	carelessness	unwillingness to double check
R_BG2zCrSq72cu5oJ	Multiple sites were allowed to access the data set without necessarily consulting each other.	1	Multiple sites were allowed to access the data set without necessarily consulting each other.	yes	recurring	miscommunication	miscommunication
R_BG2zCrSq72cu5oJ	Misinterpretation of the protocol was probably due to insufficient oversight.	1	Misinterpretation of the protocol was probably due to insufficient oversight.	yes	serious	project management issue	insufficient oversight
R_ByOF9nbo28ZJhG9	carelessness	1	carelessness	yes	recurring	carelessness	carelessness
R_cI8mWxOvlaSvaSZ	little time taken to document variables properly	1	little time taken to document variables properly	yes	recurring	time management issue	insufficient time spent on a task
R_cIpsWQTCtqyVUd3	Student not supervised well enough.	1	Student not supervised well enough.	yes	recurring	project management issue	insufficient supervision
R_cIpsWQTCtqyVUd3	Student not supervised well.	1	Student not supervised well.	yes	serious	project management issue	insufficient supervision
R_cOwnko1L9iV7hWV	Use of non-standard approaches to data management by persons little experienced in data management. E.g. add on local data collections through software without centralized control mechanisms.	1	Use of non-standard approaches to data management by persons little experienced in data management. E.g. add on local data collections through software without centralized control mechanisms.	yes	recurring	lack of knowledge/experience	inexperience
R_cOwnko1L9iV7hWV	Data collected outside the normally demanded standard pipeline e.g.excel instead of an approved web application with bulit in checks.	1	Data collected outside the normally demanded standard pipeline e.g.excel instead of an approved web application with bulit in checks.	yes	serious	carelessness	not following the standard procedure
R_cuv0b8aL16OZV5f	numerous different people organizing the data without a guiding framework	1	numerous different people organizing the data without a guiding framework	yes	recurring	bad or lack of standards	lack of standard procedures
R_cYFPvH5xI8jDLOh	We were rushed at that time to coordinate our data collection with the university examination schedule	1	We were rushed at that time to coordinate our data collection with the university examination schedule	yes	recurring	time management issue	insufficient time spent on a task
R_CZELpbmkR2H9uz7	Failure to instruct students	1	Failure to instruct students	yes	recurring	bad skill management	lack of training
R_CZELpbmkR2H9uz7	communication between students and expert	1	communication between students and expert	yes	serious	miscommunication	miscommunication
R_d9XxjKNfZKBlcv7	There was not a systematic process in place to check and validate code.	1	There was not a systematic process in place to check and validate code.	yes	recurring	bad or lack of standards	lack of standard testing procedure
R_DBlXUQLPEwonUSB	Power failure	1	Power failure	yes	recurring	technical issue	power failure
R_DBlXUQLPEwonUSB	Power failure	1	Power failure	yes	serious	technical issue	power failure
R_DCZvMltMaiLK0zD	technical failure in combination with PhD not following the backup procedure properly	1	technical failure in combination with	no	serious	technical issue	technical failure
R_DCZvMltMaiLK0zD	technical failure in combination with PhD not following the backup procedure properly	2	PhD not following the backup procedure properly	no	serious	carelessness	not following the procedure
R_DuXE6py2mbqw7qV	Haste	1	Haste	yes	serious	time management issue	haste
R_DuXE6py2mbqw7qV	User error or inexperience	2	inexperience	no	recurring	lack of knowledge/experience	inexperience
R_e5USP07muEESOKB	Lack of training.	1	Lack of training.	yes	recurring	lack of knowledge/experience	inexperience
R_e5USP07muEESOKB	Oversight.	1	Oversight.	yes	serious	carelessness	oversight
R_eYdELbJBuvjhdyF	Management error	1	Management error	yes	recurring	project management issue	management error
R_Oa2svKJHachQHnP	Carelessness, or traits of the person who input the data	1	Carelessness	no	recurring	carelessness	carelessness
R_Oa2svKJHachQHnP	careless  work of a graduate student during selection of participants from  one data to another data.	1	careless  work of a graduate student during selection of participants from  one data to another data.	yes	serious	carelessness	carelessness
R_OBy6N3n9kcEUbmx	Lapse of concentration	1	Lapse of concentration	yes	recurring	inattention	inattention
R_OHDG36aZkVyuXAJ	manual scanning of data forms into databases	1	manual scanning of data forms into databases	yes	recurring	risking human error	manually doing task
R_p0BJ8JCn92K9IaJ	My research assistant did not realise that Excel re-calculated the random number used to assign pupils to conditions every time the spreadsheet was updated	1	My research assistant did not realise that Excel re-calculated the random number used to assign pupils to conditions every time the spreadsheet was updated	yes	recurring	lack of knowledge/experience	inexperience
R_p3M2Ir2HhdW3gTD	I treated studies as separated and did not think that i will like in the future to combine the data	1	I treated studies as separated and did not think that i will like in the future to combine the data	yes	recurring	project management issue	lack of foresight
R_pDGuvxLRGbALOtH	equipment failure	1	equipment failure	yes	recurring	technical issue	equipment failure
R_pDGuvxLRGbALOtH	researchers are too time pressured	1	researchers are too time pressured	yes	serious	time management issue	time pressure
R_pN6MH6N2QB5EWkN	Lack of time to double-check scripts properly	1	Lack of time to double-check scripts properly	yes	recurring	time management issue	lack of time
R_pN6MH6N2QB5EWkN	Lack of time and ressources for properly double-checking script.	1	Lack of time and	no	serious	time management issue	lack of time
R_POu1cEcaePOzhkt	Accident	1	Accident	yes	recurring	inattention	accident
R_QaFTHFdsxfpvsFb	I think that such mistakes are expected to happen. So, I like the idea of having some automated way to check for them, e.g., via statcheck. I do think though that there are some factors that contribute to inattentiveness. One is a pressure to work fast and deliver results in a short time frame. I have seen people send reports of results at 2am - I bet they were under stress, tired, and not well-focused when running those analyses (and indeed that is one case where there was a major mistake in the visual representation of data).	1	I think that such mistakes are expected to happen. So, I like the idea of having some automated way to check for them, e.g., via statcheck. I do think though that there are some factors that contribute to inattentiveness. One is a pressure to work fast and deliver results in a short time frame.	no	recurring	time management issue	time pressure
R_QaFTHFdsxfpvsFb	To my understanding, there was an error in their system which made it so that all schedules were moved by one day. So, when participants should have received the last daily survey, it appeared as if they were already finished with the study (and  received nothing). Again, though, I think this is a problem that could have been solved if someone paid attention. So, there was the additional issue that it was during summer holidays and there was no one that could respond fast to solve the problem.	1	To my understanding, there was an error in their system which made it so that all schedules were moved by one day. So, when participants should have received the last daily survey, it appeared as if they were already finished with the study (and  received nothing). Again, though, I think this is a problem that could have been solved if someone paid attention. So, there was the additional issue that it was during summer holidays and there was no one that could respond fast to solve the problem.	yes	serious	technical issue	error in software
R_QaFTHFdsxfpvsFb	I think that such mistakes are expected to happen. So, I like the idea of having some automated way to check for them, e.g., via statcheck. I do think though that there are some factors that contribute to inattentiveness. One is a pressure to work fast and deliver results in a short time frame. I have seen people send reports of results at 2am - I bet they were under stress, tired, and not well-focused when running those analyses (and indeed that is one case where there was a major mistake in the visual representation of data).	2	I have seen people send reports of results at 2am - I bet they were under stress,	no	recurring	physical and mental constraints	stress
R_QaFTHFdsxfpvsFb	I think that such mistakes are expected to happen. So, I like the idea of having some automated way to check for them, e.g., via statcheck. I do think though that there are some factors that contribute to inattentiveness. One is a pressure to work fast and deliver results in a short time frame. I have seen people send reports of results at 2am - I bet they were under stress, tired, and not well-focused when running those analyses (and indeed that is one case where there was a major mistake in the visual representation of data).	3	tired, and not well-focused when running those analyses (and indeed that is one case where there was a major mistake in the visual representation of data).	no	recurring	physical and mental constraints	tiredness
R_qITgjpy8nUlimv7	The complexity of the project and data, emergent nature of the project, and our failure as researchers to have an a-priori systematic plan for data management.	1	The complexity of the project management.	yes	recurring	too high complexity	too complex task
R_qITgjpy8nUlimv7	Complexity of the data set and inexperience of the student working on the analysis.	1	Complexity of the data set	no	serious	too high complexity	too complex
R_qITgjpy8nUlimv7	Complexity of the data set and inexperience of the student working on the analysis.	2	inexperience of the student working on the analysis.	no	serious	lack of knowledge/experience	inexperience
R_qJFDhrxLT2tTZ5v	inexperience	1	inexperience	yes	recurring	lack of knowledge/experience	inexperience
R_qJFDhrxLT2tTZ5v	lack of time  inexperience	1	lack of time	no	serious	time management issue	time pressure
R_qJFDhrxLT2tTZ5v	lack of time  inexperience	2	inexperience	no	serious	lack of knowledge/experience	inexperience
R_qJHLDJdVTdBowI9	Insufficient care when working with databases - double checking skipped	1	Insufficient care when working with databases - double checking skipped	yes	serious	carelessness	carelessness
R_R4b2NHauEWrdgcN	bad data key	1	bad data key	yes	recurring	bad or lack of standards	error in coding protocol
R_RDng1vjQz0Eut2x	Misunderstanding by data entry person.	1	Misunderstanding by data entry person.	yes	serious	physical and mental constraints	misunderstanding
R_RgJqa1XTk8Aexax	unattentive copying of the questions	1	unattentive copying of the questions	yes	recurring	inattention	inattention
R_RgJqa1XTk8Aexax	lack of attention when copying the scales	1	lack of attention when copying the scales	yes	serious	inattention	inattention
R_RLJj4PkFNDEdYit	Being in a hurry	1	Being in a hurry	yes	recurring	time management issue	time pressure
R_roMs84O8u4uODHb	Not thinking ahead of future (re)uses	1	Not thinking ahead of future (re)uses	yes	recurring	bad or lack of planning	error in planning
R_RxBYZwBUfiAACBP	lack of knowledge of the application, no training or inappropriate on-the-job training	1	lack of knowledge of the application, no training or inappropriate on-the-job training	yes	recurring	lack of knowledge/experience	inexperience
R_sbMzGYvocQNch7X	"The prob,em (often) is the multiple versions of analysis scripts. The very famous sequence ""analysis_script.r"", ""analysis_script2.r"", ""new_analysis_script2.r"". etc."	1	"The prob,em (often) is the multiple versions of analysis scripts. The very famous sequence ""analysis_script.r"", ""analysis_script2.r"", ""new_analysis_script2.r"". etc."	yes	recurring	bad or lack of standards	error in version control
R_sbMzGYvocQNch7X	Multiple veriSee abovons of the analysis script. See above.	1	Multiple veriSee abovons of the analysis script. See above.	yes	serious	bad or lack of standards	error in version control
R_SH3w71pRCZDwotH	Unintuitive SPSS way to wrangle with the datasets. Easier now with R and tidyverse packages.	1	Unintuitive SPSS way to wrangle with the datasets. Easier now with R and tidyverse packages.	yes	recurring	technical issue	unintuitive software
R_SHwFOwZ6VkkfpPr	Trying to reproduce the work of someone no longer involved on the project	1	Trying to reproduce the work of someone no longer involved on the project	yes	recurring	project management issue	team member leaving the project
R_sKV54jfDQ68Jx05	Unintentional neglect	1	Unintentional neglect	yes	recurring	carelessness	neglect
R_sKV54jfDQ68Jx05	Unintentional neglect	1	Unintentional neglect	yes	serious	carelessness	unintentional neglect
R_T1L5jxO15Adwh0d	Having a data person on our team who was less familiar than we were with how we wanted this done.	1	Having a data person on our team who was less familiar than we were with how we wanted this done.	yes	recurring	miscommunication	miscommunication
R_T1L5jxO15Adwh0d	Either carelessness or confusion or both on the part of the person who made the mistake.	1	Either carelessness or	no	serious	carelessness	carelessness
R_T1L5jxO15Adwh0d	Either carelessness or confusion or both on the part of the person who made the mistake.	2	confusion or both on the part of the person who made the mistake.	no	serious	physical and mental constraints	confusion
R_T4VDquP5brp47AZ	RA accidentally changed the variable name in excel spreadsheet	1	RA accidentally changed the variable name in excel spreadsheet	yes	recurring	inattention	accidental change in labelling
R_T4VDquP5brp47AZ	Lack of attention to detail in Qualtrics survey design	1	Lack of attention to detail in Qualtrics survey design	yes	serious	inattention	inattention
R_T5iKcDfWBpqUOaJ	"Technical problem (Excel file completely ""disintegrated"" and could not be recovered)"	1	"Technical problem (Excel file completely ""disintegrated"" and could not be recovered)"	yes	serious	technical issue	technical failure
