response_id	cause_type	cause	cause_no	cause_sep	code	n	group
R_31cTpd46NEwANvI	serious	same	1	same	see above	37	see above
R_31N0JcnckZmHXuH	recurring	Performing data analysis manually (in point-and-click menus, or by manually deleting/selecting observations) instead of with script, so that there was no record of filtering.	1	Performing data analysis manually (in point-and-click menus, or by manually deleting/selecting observations) instead of with script, so that there was no record of filtering.	insufficient documentation	18	"NA"
R_31N0JcnckZmHXuH	serious	Student performing the filtering did not understand how the software worked, and no senior staff checked their work.	1	Student performing the filtering did not understand how the software worked, and	inexperience	68	lack of knowledge/experience
R_31N0JcnckZmHXuH	serious	Student performing the filtering did not understand how the software worked, and no senior staff checked their work.	2	"no senior staff checked their work.
"	lack of supervision	11	project management issue
R_31oXJfKSNMz4pNg	recurring	Carelessness and forgetfulness	1	Carelessness	carelessness	41	carelessness
R_31oXJfKSNMz4pNg	serious	Forgetting to turn off the “select data” filter in SPSS	1	Forgetting to turn off the “select data” filter in SPSS	inattention	31	inattention
R_31oXJfKSNMz4pNg	recurring	Carelessness and forgetfulness	2	forgetfulness	forgetfulness	7	physical and mental constraints
R_31XxYTrGO7hkkqE	recurring	NA	1	missing	missing	183	missing
R_31XxYTrGO7hkkqE	serious	NA	1	missing	missing	183	missing
R_339EykMm32hLYqR	recurring	multiple people have been working on these data sets for many years, without clear guidelines	1	multiple people have been working on these data sets for many years, without clear guidelines	lack of standard procedures	7	bad or lack of standards
R_339EykMm32hLYqR	serious	I was not around when it happened, so I do not know. but perhaps people did not need it or did not ask for it at the time. (to clarify for the question below, this happened before publishing a paper or even working on the data set for this specific analysis, which makes the data unable to help us answer certain questions, but it was not a mistake that was found out afterwards).	1	I was not around when it happened, so I do not know. but perhaps people did not need it or did not ask for it at the time. (to clarify for the question below, this happened before publishing a paper or even working on the data set for this specific analysis, which makes the data unable to help us answer certain questions, but it was not a mistake that was found out afterwards).	miscommunication	33	miscommunication
R_339JiVn0BrXV8jw	recurring	NA	1	missing	missing	183	missing
R_339JiVn0BrXV8jw	serious	Not a native English speaker	1	Not a native English speaker	being not a native English speaker	1	lack of knowledge/experience
R_33lN4aBOD0tfqwg	recurring	Not anticipating the need for differentiating between types of data loss	1	The complexity of the project data	too complex task	7	too high complexity
R_33lN4aBOD0tfqwg	serious	As above	1	As above	see above	37	see above
R_33lN4aBOD0tfqwg	recurring	Not anticipating the need for differentiating between types of data loss	2	data, emergent nature of the project	insufficient information	59	insufficient information
R_33lN4aBOD0tfqwg	recurring	Not anticipating the need for differentiating between types of data loss	3	our failure as researchers to have an a-priori systematic plan for data	lack of data management plan	4	bad or lack of standards
R_33qjViTvNv9H48m	recurring	Poor record keeping, not using fully reproducible scripts.	1	Poor record keeping,	insufficient documentation	18	"NA"
R_33qjViTvNv9H48m	serious	Poor training of staff that produced the digital form. Lack of oversight from lab director (me).	1	Poor training of staff that produced the digital form.	insufficient training of coders	1	bad skill management
R_33qjViTvNv9H48m	recurring	Poor record keeping, not using fully reproducible scripts.	2	not using fully reproducible scripts.	lack of reproducible scripts	1	"NA"
R_33qjViTvNv9H48m	serious	Poor training of staff that produced the digital form. Lack of oversight from lab director (me).	2	Lack of oversight from lab director (me).	lack of oversight	4	project management issue
R_38UJ0Ze2LPz2C1b	recurring	Shifting between data collection product(s) and analytical software	1	Shifting between data collection product(s) and analytical software	change in software used for research	1	technical issue
R_38UJ0Ze2LPz2C1b	serious	Missed a collector to analysis software import step	1	Missed a collector to analysis software import step	insufficient information	59	insufficient information
R_3CWadSWEbwUhhrs	recurring	NA	1	missing	missing	183	missing
R_3CWadSWEbwUhhrs	serious	I think that pilot study would help in both cases; thus we could say that the cause was time restriction related to the research	1	I think that pilot study would help in both cases; thus we could say that the cause was time restriction related to the research	time pressure	20	time management issue
R_3D85dU8d9bWZJPh	recurring	Failure in programming, Failures in guidance of research assitance	1	Failure in programming	error in program coding	3	"NA"
R_3D85dU8d9bWZJPh	serious	Programming failures.	1	Programming failures.	programming error	16	"NA"
R_3D85dU8d9bWZJPh	recurring	Failure in programming, Failures in guidance of research assitance	2	Failures in guidance of research assitance	Failures in guidance of research assistance	1	project management issue
R_3dGuyqX1cMJFz7i	recurring	Lack of knowledge and/or programming mistake.	1	Lack of knowledge	inexperience	68	lack of knowledge/experience
R_3dGuyqX1cMJFz7i	serious	NA	1	missing	missing	183	missing
R_3dGuyqX1cMJFz7i	recurring	Lack of knowledge and/or programming mistake.	2	programming mistake.	programming mistake	1	"NA"
R_3DjBdzkuQENmiq9	recurring	lapse of concentration while setting up	1	lapse of concentration while setting up	inattention	31	inattention
R_3DjBdzkuQENmiq9	serious	lapse of concentration while running study	1	lapse of concentration while running study	lapse of concentration	1	inattention
R_3dMrKvR94hccB6c	recurring	Problems with training the experimenter.	1	Problems with training the experimenter.	inexperience	68	lack of knowledge/experience
R_3dMrKvR94hccB6c	serious	Experimenter was too confident...	1	Experimenter was too confident...	being too confident	1	overconfidence
R_3ej0du4jNp47nCF	recurring	In almost all cases this happens when projects are handled by Master students or first year PhD students. A much more specified protocol, and in written form, of how to prepare an experimental paradigm, the different aspect to double check before running and while running the subjects would avoid these errors.	1	In almost all cases this happens when projects are handled by Master students or first year PhD students. A much more specified protocol, and in written form, of how to prepare an experimental paradigm, the different aspect to double check before running and while running the subjects would avoid these errors.	inexperience	68	lack of knowledge/experience
R_3ej0du4jNp47nCF	serious	The post-doc was expert in the main technique used but not on the topic and on the other imaging technique used. He was trained on the new technique for a few subjects but more supervision would have been necessary through the whole process due to these reasons.	1	The post-doc was expert in the main technique used but not on the topic and on the other imaging technique used. He was trained on the new technique for a few subjects	lack of training	7	bad skill management
R_3ej0du4jNp47nCF	serious	The post-doc was expert in the main technique used but not on the topic and on the other imaging technique used. He was trained on the new technique for a few subjects but more supervision would have been necessary through the whole process due to these reasons.	2	but more supervision would have been necessary through the whole process due to these reasons.	insufficient supervision	5	project management issue
R_3EJQO3OBaZ6CZKY	recurring	Problems with the PC	1	Problems with the PC	technical failure	14	technical issue
R_3EJQO3OBaZ6CZKY	serious	We melt differents samples	1	We melt differents samples	insufficient information	59	insufficient information
R_3EK0TrKycm0yB5b	recurring	Insufficient information sharing between me (or researchers who will stay) and those who left the lab.	1	Insufficient information sharing between me (or researchers who will stay) and those who left the lab.	miscommunication	33	miscommunication
R_3EK0TrKycm0yB5b	serious	NA	1	missing	missing	183	missing
R_3EKfYkim9TNrorw	recurring	A bug in the computer code	1	A bug in the computer code	error in program code	4	"NA"
R_3EKfYkim9TNrorw	serious	NA	1	missing	missing	183	missing
R_3EKM0va9ntRVGxm	recurring	Insufficient foresight.	1	Insufficient foresight.	error in planning	6	bad or lack of planning
R_3EKM0va9ntRVGxm	serious	Carelessness.	1	Carelessness.	carelessness	41	carelessness
R_3Eo3YsFvO2vplXR	recurring	multiple users sharing files of notes, and not refiling notes properly after use	1	multiple users sharing files of notes, and not refiling notes properly after use	error in version control	9	bad or lack of standards
R_3Eo3YsFvO2vplXR	serious	multiple users sharing extensive data files, and not properly refiling data after use	1	multiple users sharing extensive data files, and not properly refiling data after use	too many team members working on the same task	3	project management issue
R_3EupOPAfblnLBPk	recurring	Misinformation provided by the agency that supplied the data	1	Misinformation provided by the agency that supplied the data	misinformed by third party	1	miscommunication
R_3EupOPAfblnLBPk	serious	Agency personnel did not fully communicate the definitions of specific fields and codes.	1	Agency personnel did not fully communicate the definitions of specific fields and codes.	miscommunication	33	miscommunication
R_3fAULoP2522oOyB	recurring	Lack of expertise of the researchers, flaws especially in Windows and Excel based processes that are messing up things in national distributions other than English	1	Lack of expertise of the researchers, flaws especially in Windows and Excel based processes that are messing up things in national distributions other than English	inexperience	68	lack of knowledge/experience
R_3fAULoP2522oOyB	serious	Same as above	1	Same as above	see above	37	see above
R_3fAw2UE7epkUpRF	recurring	Not double checking	1	Not double checking	not double checking	1	"NA"
R_3fAw2UE7epkUpRF	serious	Software programming error	1	Software programming error	software programming error	1	"NA"
R_3fHPNDhuPCvBI5t	recurring	just because every one selects his/her own abbreviations, and when discussing them together, no problem occurrs, problems occur just when the person left the lab	1	just because every one selects his/her own abbreviations, and when discussing them together, no problem occurrs, problems occur just when the person left the lab	using non-standard abbreviations	1	bad or lack of standards
R_3fHPNDhuPCvBI5t	serious	just the person who left the lab and left us with the mistakable labelling. Sometimes, former PhD students do not more respond to e-mails and are uninterested in finishing the publications.	1	just the person who left the lab and left us with the mistakable labelling.	team member left	1	project management issue
R_3fHPNDhuPCvBI5t	serious	just the person who left the lab and left us with the mistakable labelling. Sometimes, former PhD students do not more respond to e-mails and are uninterested in finishing the publications.	2	Sometimes, former PhD students do not more respond to e-mails and are uninterested in finishing the publications.	miscommunication	33	miscommunication
R_3fjxxi7YlurfKXO	recurring	NA	1	missing	missing	183	missing
R_3fjxxi7YlurfKXO	serious	The data were on tape and a floppy disk (the 5 1/4 type) and simply mis-placed during 2 office moves during this 30-35 year period.	1	The data were on tape and a floppy disk (the 5 1/4 type) and simply mis-placed during 2 office moves during this 30-35 year period.	misplaced data	1	"NA"
R_3foClSs4q55ssEp	recurring	A unique but not uncommon combination of laziness and disrespect for data integrity.	1	A unique but not uncommon combination of laziness.	laziness	14	carelessness
R_3foClSs4q55ssEp	serious	I, the research directir, was insufficient key zealous in trackIn down all details of that particular methods section in a draft manuscript.	1	I, the research directir, was insufficient key zealous in trackIn down all details of that particular methods section in a draft manuscript.	insufficient information	59	insufficient information
R_3foClSs4q55ssEp	recurring	A unique but not uncommon combination of laziness and disrespect for data integrity.	2	disrespect for data integrity.	disrespect for data integrity.	1	carelessness
R_3fPi4q2MtOopLwb	recurring	Sloppiness.	1	Sloppiness.	sloppiness	10	carelessness
R_3fPi4q2MtOopLwb	serious	Sloppiness and rushed data collection.	1	Sloppiness and	sloppiness	10	carelessness
R_3fPi4q2MtOopLwb	serious	Sloppiness and rushed data collection.	2	rushed data collection.	rushing	3	time management issue
R_3FPW5UUfKKmHIzM	recurring	NA	1	missing	missing	183	missing
R_3FPW5UUfKKmHIzM	serious	NA	1	missing	missing	183	missing
R_3fuztQ0HcuQmyVK	recurring	Get payed irrespective of results. Difficalt to adjust skils to 21th century technology	1	Get payed irrespective of results.	lack of motivation	2	carelessness
R_3fuztQ0HcuQmyVK	serious	Data processing software was developed 20+ years ago	1	Data processing software was developed 20+ years ago	insufficient information	59	insufficient information
R_3fuztQ0HcuQmyVK	recurring	Get payed irrespective of results. Difficalt to adjust skils to 21th century technology	2	Difficalt to adjust skils to 21th century technology	lack of knowledge	4	lack of knowledge/experience
R_3fW2vvpojJLV3ZS	recurring	Overworking and tiredness, working on too many projects at the same time, personal inefficiency.	1	Overworking and tiredness, working on too many projects at the same time,	overworking	1	time management issue
R_3fW2vvpojJLV3ZS	serious	Team member's mistake.	1	Team member's mistake.	insufficient information	59	insufficient information
R_3fW2vvpojJLV3ZS	recurring	Overworking and tiredness, working on too many projects at the same time, personal inefficiency.	2	personal inefficiency.	inefficiency	1	"NA"
R_3G7c4213rSP4bPF	recurring	improper subsetting by, e.g., using the wrong level(s) for splitting a data frame	1	improper subsetting by, e.g., using the wrong level(s) for splitting a data frame	improper subsetting	1	"NA"
R_3G7c4213rSP4bPF	serious	stupidity/negligence, I guess, not planning ahead enough	1	stupidity	stupidity	3	"NA"
R_3G7c4213rSP4bPF	serious	stupidity/negligence, I guess, not planning ahead enough	2	negligence	negligence	2	carelessness
R_3G7c4213rSP4bPF	serious	stupidity/negligence, I guess, not planning ahead enough	3	I guess, not planning ahead enough	error in planning	6	bad or lack of planning
R_3Gs4GQj61sS2krY	recurring	Ignorance about the right procedure.	1	Ignorance about the right procedure.	carelessness	41	carelessness
R_3Gs4GQj61sS2krY	serious	Evolving coding book and disagreement about what the codes represent	1	Evolving coding book and disagreement about what the codes represent	miscommunication	33	miscommunication
R_3gTq4TA8Trl2ZHf	recurring	Loss of atention	1	Loss of atention	inattention	31	inattention
R_3gTq4TA8Trl2ZHf	serious	Use multiple datasets	1	Use multiple datasets	multiple datasets	1	"NA"
R_3gYOmNFTOaQXpvg	recurring	Inept staff	1	Inept staff	lack of training	7	bad skill management
R_3gYOmNFTOaQXpvg	serious	Inept staff and quality assurance failure to check that staff persons's work	1	Inept staff and	inexperience	68	lack of knowledge/experience
R_3gYOmNFTOaQXpvg	serious	Inept staff and quality assurance failure to check that staff persons's work	2	quality assurance failure to check that staff persons's work	lack of supervision	11	project management issue
R_3gYp4TFBsLfhLvH	recurring	lack of forethought.	1	lack of forethought.	error in planning	6	bad or lack of planning
R_3gYp4TFBsLfhLvH	serious	see above	1	see above	see above	37	see above
R_3hgej8gmajD0d9j	recurring	The person merging the data did not know correct method and did not check	1	The person merging the data did not know correct method	inexperience	68	lack of knowledge/experience
R_3hgej8gmajD0d9j	serious	NA	1	missing	missing	183	missing
R_3hgej8gmajD0d9j	recurring	The person merging the data did not know correct method and did not check	2	did not check	lack of checking	3	"NA"
R_3hhX5mXtAv6AIHA	recurring	Human error.  No matter how automated an analysis is, at some point a person has to write the code or manipulate the data and make choices, and sometimes things get overlooked.	1	Human error.  No matter how automated an analysis is, at some point a person has to write the code or manipulate the data and make choices, and sometimes things get overlooked.	human error	54	"NA"
R_3hhX5mXtAv6AIHA	serious	NA	1	missing	missing	183	missing
R_3hngidIEckW7lKF	recurring	Carelessness; complicated syntax (e.g. multi-stage process of data management	1	Carelessness	carelessness	41	carelessness
R_3hngidIEckW7lKF	serious	Carelessness coupled with complex/messy data management (multiple data files, that my team had inherited from others; lots of different syntax files merging and cleaning; etc)	1	Carelessness coupled with  (multiple data files, that my team had inherited from others; lots of different syntax files merging and cleaning; etc)	carelessness	41	carelessness
R_3hngidIEckW7lKF	recurring	Carelessness; complicated syntax (e.g. multi-stage process of data management	2	complicated syntax (e.g. multi-stage process of data management	complex task	2	too high complexity
R_3hngidIEckW7lKF	serious	Carelessness coupled with complex/messy data management (multiple data files, that my team had inherited from others; lots of different syntax files merging and cleaning; etc)	2	complex/messy data management	complex task	2	too high complexity
R_3HnSEV00T3RGWzi	recurring	Different versions saved by multiple project members from different locations OR computer-related problem (typically, a program stops working at a crucial point and last changes are not saved).	1	Different versions saved by multiple project members from different locations	error in version control	9	bad or lack of standards
R_3HnSEV00T3RGWzi	serious	NA	1	missing	missing	183	missing
R_3HnSEV00T3RGWzi	recurring	Different versions saved by multiple project members from different locations OR computer-related problem (typically, a program stops working at a crucial point and last changes are not saved).	2	computer-related problem (typically, a program stops working at a crucial point and last changes are not saved).	technical failure	14	technical issue
R_3HOJBmqA8Qj5Vik	recurring	Less than optimal procedure	1	Less than optimal procedure	not optimal procedure	1	bad or lack of standards
R_3HOJBmqA8Qj5Vik	serious	NA	1	missing	missing	183	missing
R_3HtqACEHt1G9A41	recurring	Carelessness.	1	Carelessness.	carelessness	41	carelessness
R_3HtqACEHt1G9A41	serious	Simple human error in failing to follow proper protocol.	1	Simple human error in failing to follow proper protocol.	failure to follow protocol	1	carelessness
R_3hyCgqMpettYA1x	recurring	Often it's the participant mis-entering their id number	1	Often it's the participant mis-entering their id number	data entry error	3	"NA"
R_3hyCgqMpettYA1x	serious	Qualtrics stopped supporting the question type, and since we use the same individual difference measure survey over and over, we didn't realize that it wasn't collecting the data in the way we needed...until we had collected 1000 responses that ended up being unusable.	1	Qualtrics stopped supporting the question type, and since we use the same individual difference measure survey over and over, we didn't realize that it wasn't collecting the data in the way we needed...until we had collected 1000 responses that ended up being unusable.	technical problem	6	technical issue
R_3iIFj59dgB5EXPO	recurring	because the data was not saved to the correct directory	1	because the data was not saved to the correct directory	saving data to the wrong directory	1	"NA"
R_3iIFj59dgB5EXPO	serious	when the computer rebooted it cleared all the saved files	1	when the computer rebooted it cleared all the saved files	technical failure	14	technical issue
R_3iqkqyCtuHBhFsN	recurring	working under tight deadlines, multiple users of the dataset	1	working under tight deadlines	time pressure	20	time management issue
R_3iqkqyCtuHBhFsN	serious	multiple users and copy/paste errors	1	multiple users and	insufficient information	59	insufficient information
R_3iqkqyCtuHBhFsN	recurring	working under tight deadlines, multiple users of the dataset	2	multiple users of the dataset	multiple team members working on the same task	1	project management issue
R_3iqkqyCtuHBhFsN	serious	multiple users and copy/paste errors	2	copy/paste errors	copy paste error	5	inattention
R_3IT6ZXx2MztRRGc	recurring	Software error (a self devised program)	1	Software error (a self devised program)	software error	3	technical issue
R_3IT6ZXx2MztRRGc	serious	Erroneous reasoning	1	Erroneous reasoning	erroneous reasoning	1	physical and mental constraints
R_3j27GQZJCc95DpV	recurring	Not much time	1	Not much time	time pressure	20	time management issue
R_3j27GQZJCc95DpV	serious	We had no data base which could be used by anyone	1	We had no data base which could be used by anyone	insufficient information	59	insufficient information
R_3J4c4rpnbPrwloU	recurring	poor record keeping	1	poor record keeping	insufficient documentation	18	"NA"
R_3J4c4rpnbPrwloU	serious	NA	1	missing	missing	183	missing
R_3jeZvxEXWjMiPoU	recurring	Distraction	1	Distraction	distraction	4	physical and mental constraints
R_3jeZvxEXWjMiPoU	serious	Distraction	1	Distraction	distraction	4	physical and mental constraints
R_3jfk9WUBB1C9rE0	recurring	SPSS	1	SPSS	insufficient information	59	insufficient information
R_3jfk9WUBB1C9rE0	serious	Bad routines and the idea thar data should look perfeect	1	Bad routines and	bad rutines	1	bad or lack of standards
R_3jfk9WUBB1C9rE0	serious	Bad routines and the idea thar data should look perfeect	2	the idea thar data should look perfeect	insufficient information	59	insufficient information
R_3JgdVz92UzIXsDf	recurring	Being time poor is the primary cause. I do all my own programming and the primary reason why errors sometimes occur is that I have insufficient time to take due care when checking and double-checking both the program and the data files to ensure that everything is programmed correctly and recording correctly.  These don't happen that often, but often enough that if I had more time, I would spend more time in the double-triple checking phase before opening the study up to participants.	1	Being time poor is the primary cause. I do all my own programming and the primary reason why errors sometimes occur is that I have insufficient time to take due care when checking and double-checking both the program and the data files to ensure that everything is programmed correctly and recording correctly.  These don't happen that often, but often enough that if I had more time, I would spend more time in the double-triple checking phase before opening the study up to participants.	time pressure	20	time management issue
R_3JgdVz92UzIXsDf	serious	In this instance I used a programming technique to randomise the images that I hadn't used in this context before and, due to a lack of available time, it was the student who double-checked the output rather than me and failed to recognise that these data were not recorded (although even had I checked it, I may not have immediately noticed, since I've never before come across a way of coding in that program that doesn't result in every event of a trial being recorded.	1	In this instance I used a programming technique to randomise the images that I hadn't used in this context before and, due to a lack of available time,	time pressure	20	time management issue
R_3JgdVz92UzIXsDf	serious	In this instance I used a programming technique to randomise the images that I hadn't used in this context before and, due to a lack of available time, it was the student who double-checked the output rather than me and failed to recognise that these data were not recorded (although even had I checked it, I may not have immediately noticed, since I've never before come across a way of coding in that program that doesn't result in every event of a trial being recorded.	2	it was the student who double-checked the output rather than me and failed to recognise that these data were not recorded (although even had I checked it, I may not have immediately noticed, since I've never before come across a way of coding in that program that doesn't result in every event of a trial being recorded.	lack of oversight	4	project management issue
R_3jZ1VC6ejnLzmYa	recurring	Programming error.	1	Programming error.	programming error	16	"NA"
R_3jZ1VC6ejnLzmYa	serious	Researcher didn't understand the data analysis process and rules	1	Researcher didn't understand the data analysis process and rules	inexperience	68	lack of knowledge/experience
R_3kBPKtkLfMFdp7R	recurring	Human error	1	Human error	human error	54	"NA"
R_3kBPKtkLfMFdp7R	serious	Negligence	1	Negligence	negligence	2	carelessness
R_3KGCgGY4I8KXp24	recurring	inexperience generally. Lack of accurate records of participation and lack of a data management plan that stipulated details of saving/superseding the database	1	inexperience generally.	inexperience	68	lack of knowledge/experience
R_3KGCgGY4I8KXp24	serious	-	1	-	irrelevant content	38	irrelevant content
R_3KGCgGY4I8KXp24	recurring	inexperience generally. Lack of accurate records of participation and lack of a data management plan that stipulated details of saving/superseding the database	2	Lack of accurate records of participation	lack of keeping accurate records	1	"NA"
R_3KGCgGY4I8KXp24	recurring	inexperience generally. Lack of accurate records of participation and lack of a data management plan that stipulated details of saving/superseding the database	3	lack of a data management plan that stipulated details of saving/superseding the database	lack of data management plan	4	bad or lack of standards
R_3kGGCsyUfakWVUl	recurring	Lack of experience of student	1	Lack of experience of student	inexperience	68	lack of knowledge/experience
R_3kGGCsyUfakWVUl	serious	NA	1	missing	missing	183	missing
R_3KJ9fDQ34vAsAxJ	recurring	Laziness/thinking we'd remember.	1	Laziness/	laziness	14	carelessness
R_3KJ9fDQ34vAsAxJ	serious	A really specific error with the software that we didn't know happened.	1	A really specific error with the software that we didn't know happened.	irrelevant content	38	irrelevant content
R_3KJ9fDQ34vAsAxJ	recurring	Laziness/thinking we'd remember.	2	thinking we'd remember.	overconfident	1	overconfidence
R_3kjMa6nu9SI2Zxt	recurring	The fact that investigators rarely create thorough codebooks and to programmatically exclude subjects in a clear, well-documented manner.	1	The fact that investigators rarely create thorough codebooks and to programmatically exclude subjects in a clear, well-documented manner.	lack of documentation	5	"NA"
R_3kjMa6nu9SI2Zxt	serious	As the lead author, I should have been crystal-clear that labs needed to await my approval before collecting data.	1	As the lead author, I should have been crystal-clear that labs needed to await my approval before collecting data.	miscommunication	33	miscommunication
R_3KK0Lq3IYGIcJXW	recurring	Thinking I will remember without writing it down or specifying it.	1	Thinking I will remember without writing it down or specifying it.	insufficient documentation	18	"NA"
R_3KK0Lq3IYGIcJXW	serious	Wrong settings were chosen on the equipment.	1	Wrong settings were chosen on the equipment.	wrong equipment setting	1	technical issue
R_3kwgl80bqny911T	recurring	NA	1	missing	missing	183	missing
R_3kwgl80bqny911T	serious	NA	1	missing	missing	183	missing
R_3L6niGuAekVeaXx	recurring	info:most of the problems occur if either too many people are involved in analysing the same datasets (e.g. large labs in which data is reused over and over) or when people are not given enough time to think about their task when having to program it. and then you also have people who have to program tasks even though they have never done it before and no one checks it. bad management really.	1	info:most of the problems occur if either too many people are involved in analysing the same datasets (e.g. large labs in which data is reused over and over)	too many team members working on one task	7	project management issue
R_3L6niGuAekVeaXx	serious	giving tasks that require expertise (data management, programming, analyses) to undergraduates-master students without checking it. again, bad management in my opinion + probably time pressure.	1	giving tasks that require expertise (data management, programming, analyses) to undergraduates-master students without checking it. again, bad management in my opinion +	lack of supervision	11	project management issue
R_3L6niGuAekVeaXx	recurring	info:most of the problems occur if either too many people are involved in analysing the same datasets (e.g. large labs in which data is reused over and over) or when people are not given enough time to think about their task when having to program it. and then you also have people who have to program tasks even though they have never done it before and no one checks it. bad management really.	2	people are not given enough time to think about their task when having to program it. and then you also have people who have to program tasks even though they have never done it before and no one checks it. bad management really.	bad project management	1	project management issue
R_3L6niGuAekVeaXx	serious	giving tasks that require expertise (data management, programming, analyses) to undergraduates-master students without checking it. again, bad management in my opinion + probably time pressure.	2	probably time pressure.	time pressure	20	time management issue
R_3lFbOeEkr2aGW1f	recurring	Students writing code who are new to programming or complex variables that require multiple steps to create- multiple opportunities for error	1	Students writing code who are new to programming or complex variables that require multiple steps to create- multiple opportunities for error	inexperience	68	lack of knowledge/experience
R_3lFbOeEkr2aGW1f	serious	Unknown	1	Unknown	unknown	10	"NA"
R_3lKPtjrvge3kjlW	recurring	power outage, battery ran out, electrodes pulled off of participant	1	power outage, battery ran out,	technical failure	14	technical issue
R_3lKPtjrvge3kjlW	serious	NA	1	missing	missing	183	missing
R_3lKPtjrvge3kjlW	recurring	power outage, battery ran out, electrodes pulled off of participant	2	electrodes pulled off of participant	electrodes pulled off of participant	1	technical issue
R_3lMjXKnwsOJomFW	recurring	Carelessness.	1	Carelessness.	carelessness	41	carelessness
R_3lMjXKnwsOJomFW	serious	Failure to doublecheck.	1	Failure to doublecheck.	lack of double checking	5	"NA"
R_3lMoowEYi5yWYMA	recurring	I am not sure--my co-author probably misfiled the newer and the older versions and then continued working on the wrong, i.e. older, one and submitted it without consulting with me before submission.	1	I am not sure--my co-author probably misfiled the newer and the older versions and then continued working on the wrong, i.e. older, one	misfiling datafile	1	"NA"
R_3lMoowEYi5yWYMA	recurring	I am not sure--my co-author probably misfiled the newer and the older versions and then continued working on the wrong, i.e. older, one and submitted it without consulting with me before submission.	2	I am not sure--my co-author submitted it without consulting with me before submission.	miscommunication	33	miscommunication
R_3lMoowEYi5yWYMA	serious	I described the probable cause earlier.	1	I described the probable cause earlier.	see above	37	see above
R_3lQFyqvkeqxEGrv	recurring	Student’s lack of SPSS skills and unfamiliarity with online data collection software	1	Student’s lack of SPSS skills and unfamiliarity with online data collection software	inexperience	68	lack of knowledge/experience
R_3lQFyqvkeqxEGrv	serious	The student mixed up items and scale points, and deleted the wrong answering options	1	The student mixed up items and scale points, and deleted the wrong answering options	mix up	2	"NA"
R_3lrEYOs4D0F0s0k	recurring	1. Lack of experience of the researcher (usually a masters or dosctoral student) who was not acquainted with the need for clear labelling of variables and who did not follow instructions consistently on correct labelling  2. Frame deletion error was just a simple cut and paste mistake. 3. Lack of supervision of data collection or insufficient monitoring of good data retention practices (i.e. I should have overseen this data collection more directly)	1	1. Lack of experience of the researcher (usually a masters or dosctoral student) who was not acquainted with the need for clear labelling of variables	lack of training	7	bad skill management
R_3lrEYOs4D0F0s0k	recurring	1. Lack of experience of the researcher (usually a masters or dosctoral student) who was not acquainted with the need for clear labelling of variables and who did not follow instructions consistently on correct labelling  2. Frame deletion error was just a simple cut and paste mistake. 3. Lack of supervision of data collection or insufficient monitoring of good data retention practices (i.e. I should have overseen this data collection more directly)	2	who did not follow instructions consistently on correct labelling	not following instructions	1	carelessness
R_3lrEYOs4D0F0s0k	serious	See above	1	See above	see above	37	see above
R_3lrEYOs4D0F0s0k	recurring	1. Lack of experience of the researcher (usually a masters or dosctoral student) who was not acquainted with the need for clear labelling of variables and who did not follow instructions consistently on correct labelling  2. Frame deletion error was just a simple cut and paste mistake. 3. Lack of supervision of data collection or insufficient monitoring of good data retention practices (i.e. I should have overseen this data collection more directly)	3	2. Frame deletion error was just a simple cut and paste mistake.	copy paste error	5	inattention
R_3lrEYOs4D0F0s0k	recurring	1. Lack of experience of the researcher (usually a masters or dosctoral student) who was not acquainted with the need for clear labelling of variables and who did not follow instructions consistently on correct labelling  2. Frame deletion error was just a simple cut and paste mistake. 3. Lack of supervision of data collection or insufficient monitoring of good data retention practices (i.e. I should have overseen this data collection more directly)	4	3. Lack of supervision of data collection or insufficient monitoring of good data retention practices (i.e. I should have overseen this data collection more directly)	lack of supervision	11	project management issue
R_3M0uW4vbFXE4kvx	recurring	1)Eager to get the results, too time-optimistic about being able to resume 2) Lack of research expertise in technical staff (who may have left the project), lack of technical knowledge among researchers	1	1)Eager to get the results, too time-optimistic about being able to resume	inpatience	1	lack of control
R_3M0uW4vbFXE4kvx	serious	NA	1	missing	missing	183	missing
R_3M0uW4vbFXE4kvx	recurring	1)Eager to get the results, too time-optimistic about being able to resume 2) Lack of research expertise in technical staff (who may have left the project), lack of technical knowledge among researchers	2	2) Lack of research expertise in technical staff (who may have left the project), lack of technical knowledge among researchers	inexperience	68	lack of knowledge/experience
R_3MJUSLr2OcEQ11l	recurring	NA	1	missing	missing	183	missing
R_3MJUSLr2OcEQ11l	serious	NA	1	missing	missing	183	missing
R_3MrPmrUA0iU0QKQ	recurring	NA	1	missing	missing	183	missing
R_3MrPmrUA0iU0QKQ	serious	NA	1	missing	missing	183	missing
R_3MxiNSZMv5T1z4X	recurring	lack of time, hurry	1	lack of time, hurry	time pressure	20	time management issue
R_3MxiNSZMv5T1z4X	serious	the IT guy error that was not spotted during the questionnaire functionality checks before the data collection started	1	the IT guy error that was not spotted during the questionnaire functionality checks before the data collection started	insufficient information	59	insufficient information
R_3MxuXev3SJ36Py0	recurring	imprecise labelling software malfunction	1	imprecise labelling	error in labeling	1	"NA"
R_3MxuXev3SJ36Py0	serious	NA	1	missing	missing	183	missing
R_3MxuXev3SJ36Py0	recurring	imprecise labelling software malfunction	2	software malfunction	software malfunction	1	technical issue
