response_id	mistake_type	mistake	mistake_no	mistake_sep	code	n	group
R_3D85dU8d9bWZJPh	recurring	Wrong data coding, having multiple participants in the same time slot, Failing to record responses.	1	Wrong data coding	value coding error	35	data coding error
R_3D85dU8d9bWZJPh	serious	Failing to record responses. That is the participants respond but the software did not record the responses.	1	Failing to record responses. That is the participants respond but the software did not record the responses.	software failure	8	technical/infrastructural problem
R_3D85dU8d9bWZJPh	recurring	Wrong data coding, having multiple participants in the same time slot, Failing to record responses.	2	having multiple participants in the same time slot	error in scheduling participants	1	participant allocation error
R_3D85dU8d9bWZJPh	recurring	Wrong data coding, having multiple participants in the same time slot, Failing to record responses.	3	Failing to record responses.	failing to record responses	1	data input error
R_3dGuyqX1cMJFz7i	recurring	Incorrectly defining regressors for functional MRI data analysis.	1	Incorrectly defining regressors for functional MRI data analysis.	statistical error	1	wrong data processing/analysis
R_3dGuyqX1cMJFz7i	serious	NA	1	missing	missing	125	missing
R_3DjBdzkuQENmiq9	recurring	mix up in participant ID code	1	mix up in participant ID code	mixing up participants	3	participant allocation error
R_3DjBdzkuQENmiq9	serious	failure to save part of the data	1	failure to save part of the data	failure to save data	2	loss of materials/documentation/data
R_3dMrKvR94hccB6c	recurring	Not well documented data recording, recording not according to protocol.	1	Not well documented data recording.	lack or poor documentation	23	bad or poor documentation
R_3dMrKvR94hccB6c	serious	One experimenter performed data collection not according to the protocol, which was detected after several weeks and which led to uninterpretable data in almost half of the hitherto recorded subjects.	1	One experimenter performed data collection not according to the protocol, which was detected after several weeks and which led to uninterpretable data in almost half of the hitherto recorded subjects.	collecting data not according to the protocol	1	deviation from the protocol
R_3dMrKvR94hccB6c	recurring	Not well documented data recording, recording not according to protocol.	2	Recording not according to protocol.	recording data not according to protocol	1	deviation from the protocol
R_3ej0du4jNp47nCF	recurring	The data-related mistakes are often very different: from missing to code a relevant variable to errors in a script. In the vast majority of cases the errors are detected during the piloting period and are corrected for the final experiment.	1	missing to code a relevant variable	missing to code variable	1	data coding error
R_3ej0du4jNp47nCF	serious	A post-doc researcher in the team did errors at several stages of a complex project combining different imaging techniques (order of the protocol, analysis that were used for the second stage of the protocol, etc.).	1	A post-doc researcher in the team did errors at several stages of a complex project combining different imaging techniques (order of the protocol, analysis that were used for the second stage of the protocol, etc.).	mistake in following protocol	1	deviation from the protocol
R_3ej0du4jNp47nCF	recurring	The data-related mistakes are often very different: from missing to code a relevant variable to errors in a script. In the vast majority of cases the errors are detected during the piloting period and are corrected for the final experiment.	2	errors in a script	error in script	1	programming error
R_3EJQO3OBaZ6CZKY	recurring	Lost of data that was important for the research	1	Lost of data that was important for the research	data loss	27	loss of materials/documentation/data
R_3EJQO3OBaZ6CZKY	serious	We coulden't find important data during 3 days, Finally we had them	1	We coulden't find important data during 3 days, Finally we had them	misplacing data	1	data or file organisation error
R_3EK0TrKycm0yB5b	recurring	Students collected and analyzed data, but graduated before publishing it. I had to spend some time to understand how they entered the data before starting data analyses.	1	Students collected and analyzed data, but graduated before publishing it. I had to spend some time to understand how they entered the data before starting data analyses.	data entry error	26	data input error
R_3EK0TrKycm0yB5b	serious	Nothing other than the abovementioned insufficient information sharing.	1	Nothing other than the abovementioned insufficient information sharing.	miscommunication	1	project management error
R_3EKfYkim9TNrorw	recurring	Old saved data was overwritten by the new data	1	Old saved data was overwritten by the new data	overwriting data	15	version control error
R_3EKfYkim9TNrorw	serious	NA	1	missing	missing	125	missing
R_3EKM0va9ntRVGxm	recurring	As I process data to reduce the number of variables, I can leave out a variable that I later realize I need. Also, if I have failed to document fully when I delete full observations.	1	As I process data to reduce the number of variables, I can leave out a variable that I later realize I need.	mistake in data reduction	9	wrong data processing/analysis
R_3EKM0va9ntRVGxm	serious	Failure to document why some observations were deleted from full administrative data file.	1	Failure to document why some observations were deleted from full administrative data file.	lack or poor documentation	23	bad or poor documentation
R_3EKM0va9ntRVGxm	recurring	As I process data to reduce the number of variables, I can leave out a variable that I later realize I need. Also, if I have failed to document fully when I delete full observations.	2	failed to document fully when I delete full observations.	lack or poor documentation	23	bad or poor documentation
R_3Eo3YsFvO2vplXR	recurring	occasionally cannot locate original data notes from time when observations were made	1	occasionally cannot locate original data notes from time when observations were made	failure to locate original data notes	1	version control error
R_3Eo3YsFvO2vplXR	serious	could not locate original some data sheets from extensive data file; missing sheets represented small portion of data, and data could be re-obtained from archived material, but at cost of staff time	1	could not locate original some data sheets from extensive data file; missing sheets represented small portion of data, and data could be re-obtained from archived material, but at cost of staff time	failure to locate original data	1	version control error
R_3EupOPAfblnLBPk	recurring	Improper recodes and related syntax errors	1	Improper recodes	Improper recodes	1	data coding error
R_3EupOPAfblnLBPk	serious	Same as above.	1	Same as above.	see above	40	see above
R_3EupOPAfblnLBPk	recurring	Improper recodes and related syntax errors	2	Related syntax errors	program coding error	41	programming error
R_3fAULoP2522oOyB	recurring	Data corruption due to import / export data to / from different format (Excel, csv, sas) especially for variables related times, date, long integer.	1	Data corruption due to import / export data to / from different format (Excel, csv, sas) especially for variables related times, date, long integer.	data corruption	1	wrong data processing/analysis
R_3fAULoP2522oOyB	serious	Same as above	1	Same as above	see above	40	see above
R_3fAw2UE7epkUpRF	recurring	Human error with data entry	1	Human error with data entry	human error	5	"NA"
R_3fAw2UE7epkUpRF	serious	There was an error with the software that generated unique ids and it created duplicate unique ids causing us to lose data for 130 respondents and dropping our sample from 200 to 70!!!!	1	There was an error with the software that generated unique ids and it created duplicate unique ids causing us to lose data for 130 respondents and dropping our sample from 200 to 70!!!!	software failure	8	technical/infrastructural problem
R_3fHPNDhuPCvBI5t	recurring	labelling of variables sometimes difficult to understand after a given time or when project members have left the lab	1	labelling of variables sometimes difficult to understand after a given time or when project members have left the lab	ambiguous variable naming	40	ambiguous naming/defining of data
R_3fHPNDhuPCvBI5t	serious	no real mistake because we control every calculation more than once sometimes by different persons (four eyes detect more than two)	1	no real mistake because we control every calculation more than once sometimes by different persons (four eyes detect more than two)	irrelevant content	84	irrelevant content
R_3fjxxi7YlurfKXO	recurring	NA	1	missing	missing	125	missing
R_3fjxxi7YlurfKXO	serious	Thirty years after publication of field study, I wanted to re-analyze the data.  Sadly, the data were lost because of office moves.  Thus, the lost data precludes subsequent re-analyses.	1	Thirty years after publication of field study, I wanted to re-analyze the data.  Sadly, the data were lost because of office moves.  Thus, the lost data precludes subsequent re-analyses.	data loss	27	loss of materials/documentation/data
R_3foClSs4q55ssEp	recurring	Use of old excel template to enter new data, with mixture of old/new data indistinguishable. New lab directive to use only data-wiped templates for each new experiment.	1	Use of old excel template to enter new data, with mixture of old/new data indistinguishable. New lab directive to use only data-wiped templates for each new experiment.	data entry error	26	data input error
R_3foClSs4q55ssEp	serious	Failure to Aden arely descriptor be an experiment by someone who since left the olab, requiring that a cell lines that already existed needed to be remade because it was simokybinadewuately descrbed/characterized in the first place.	1	Failure to Aden arely descriptor be an experiment by someone who since left the olab, requiring that a cell lines that already existed needed to be remade because it was simokybinadewuately descrbed/characterized in the first place.	irrelevant content	84	irrelevant content
R_3fPi4q2MtOopLwb	recurring	Improperly recording data.	1	Improperly recording data.	mistake in recording data	2	data input error
R_3fPi4q2MtOopLwb	serious	Improperly recording data.	1	Improperly recording data.	mistake in recording data	2	data input error
R_3FPW5UUfKKmHIzM	recurring	NA	1	missing	missing	125	missing
R_3FPW5UUfKKmHIzM	serious	NA	1	missing	missing	125	missing
R_3fuztQ0HcuQmyVK	recurring	Same data came from different sources. Data processing software were developed 20+ years ago. Programmers do not know how apply new data processing algorithms to fix problems.	1	Same data came from different sources. Data processing software were developed 20+ years ago. Programmers do not know how apply new data processing algorithms to fix problems.	insufficient information	30	insufficient information
R_3fuztQ0HcuQmyVK	serious	Database contains unknown amount of duplicates	1	Database contains unknown amount of duplicates	mistake in data reduction	9	wrong data processing/analysis
R_3fW2vvpojJLV3ZS	recurring	Working on the wrong version of the data.	1	Working on the wrong version of the data.	using the wrong version of data	48	version control error
R_3fW2vvpojJLV3ZS	serious	Incorrect labelling of a variable.	1	Incorrect labelling of a variable.	incorrect labelling of a variable	1	ambiguous naming/defining of data
R_3G7c4213rSP4bPF	recurring	Applying a statistical model to a wrong/incomplete part of the data	1	Applying a statistical model to a wrong/incomplete part of the data	mistake in data analysis	9	wrong data processing/analysis
R_3G7c4213rSP4bPF	serious	improper saving of results from text processing scripts	1	improper saving of results from text processing scripts	mistake in saving results	1	loss of materials/documentation/data
R_3Gs4GQj61sS2krY	recurring	Transferring data from one format to another is always tricky.	1	Transferring data from one format to another is always tricky.	mistake in transferring data between formats	6	data transfer error
R_3Gs4GQj61sS2krY	serious	Wrong hand-coding of data	1	Wrong hand-coding of data	human error	5	"NA"
R_3gTq4TA8Trl2ZHf	recurring	Mistake in translation from survey raw data to computerized data	1	Mistake in translation from survey raw data to computerized data	mistake in importing data from survey	1	data transfer error
R_3gTq4TA8Trl2ZHf	serious	Error in data analysis with a erroneous dataset	1	Error in data analysis with a erroneous dataset	mistake in data analysis	9	wrong data processing/analysis
R_3gYOmNFTOaQXpvg	recurring	Version control issues - using the wrong version of the text or data	1	Version control issues - using the wrong version of the text or data	using the wrong version of data	48	version control error
R_3gYOmNFTOaQXpvg	serious	Statistician was sloppy when creating an analytic dataset - wrong exclusion criteria applied, missing data which should have remained missing was recoded to zero, sample weights not applied to analysis.	1	Statistician was sloppy when creating an analytic dataset - wrong exclusion criteria applied, missing data which should have remained missing was recoded to zero,	applying wrong exclusion criteria	1	data selection/merging error
R_3gYOmNFTOaQXpvg	serious	Statistician was sloppy when creating an analytic dataset - wrong exclusion criteria applied, missing data which should have remained missing was recoded to zero, sample weights not applied to analysis.	2	sample weights not applied to analysis.	mistake in data analysis	9	wrong data processing/analysis
R_3gYp4TFBsLfhLvH	recurring	Clarity on labeling variables in SPSS; ease with which you can return to and re-analyze dataset.	1	Clarity on labeling variables in SPSS; ease with which you can return to and re-analyze dataset.	ambiguous variable naming	40	ambiguous naming/defining of data
R_3gYp4TFBsLfhLvH	serious	not sure (how) this is different from the first question	1	not sure (how) this is different from the first question	irrelevant content	84	irrelevant content
R_3hgej8gmajD0d9j	recurring	Merged data incorrectly so that some data were lost	1	Merged data incorrectly so that some data were lost	wrong data merging	13	data selection/merging error
R_3hgej8gmajD0d9j	serious	NA	1	missing	missing	125	missing
R_3hhX5mXtAv6AIHA	recurring	Included data for entities that should have been excluded; had to rerun analysis.	1	Included data for entities that should have been excluded; had to rerun analysis.	mistake in data reduction	9	wrong data processing/analysis
R_3hhX5mXtAv6AIHA	serious	same as above	1	same as above	see above	40	see above
R_3hngidIEckW7lKF	recurring	Analysing the wrong subset of data (e.g. incorrectly selected participants, left out some participants, etc)	1	Analysing the wrong subset of data (e.g. incorrectly selected participants, left out some participants, etc)	mistake in data reduction	9	wrong data processing/analysis
R_3hngidIEckW7lKF	serious	Data error: realised that the definition of a run-in period in dataset was incorrectly defined (realisation occurred months after data analysis began), resulting in many analyses needing to be re-run (but the paper was not yet submitted, so the error was remedied before publication)	1	Data error: realised that the definition of a run-in period in dataset was incorrectly defined (realisation occurred months after data analysis began), resulting in many analyses needing to be re-run (but the paper was not yet submitted, so the error was remedied before publication)	incorrectly defining variables	1	ambiguous naming/defining of data
R_3HnSEV00T3RGWzi	recurring	Working on a wrong version of a dataset/manuscript.	1	Working on a wrong version of a dataset/manuscript.	using the wrong version of data	48	version control error
R_3HnSEV00T3RGWzi	serious	Nothing really serious has happened during this time.	1	Nothing really serious has happened during this time.	irrelevant content	84	irrelevant content
R_3HOJBmqA8Qj5Vik	recurring	Some subject did not respond to all queries and we had no checks in place to prevent this	1	Some subject did not respond to all queries and we had no checks in place to prevent this	mistake in programming the data collection code	3	programming error
R_3HOJBmqA8Qj5Vik	serious	NA	1	missing	missing	125	missing
R_3HtqACEHt1G9A41	recurring	I have made changes in an SPSS data file and forget to save the original version so that I had to go back to the raw data in order to preserve the un-recoded variables	1	I have made changes in an SPSS data file and forget to save the original version so that I had to go back to the raw data in order to preserve the un-recoded variables	overwriting data	15	version control error
R_3HtqACEHt1G9A41	serious	Missing data is a bigger problem than actual data mistakes but the biggest mistake has been when I have transformed a variable without saving the original version in the data file in order to confirm that the recoding was done properly.	1	Missing data is a bigger problem than actual data mistakes but the biggest mistake has been when I have transformed a variable without saving the original version in the data file in order to confirm that the recoding was done properly.	overwriting data	15	version control error
R_3hyCgqMpettYA1x	recurring	Data loss; often the type of work I'm involved in has multiple data files, and if the ID numbers are in any way misentered, we lose the ability to match respondents and lose data.	1	Data loss; often the type of work I'm involved in has multiple data files, and if the ID numbers are in any way misentered, we lose the ability to match respondents and lose data.	data loss	27	loss of materials/documentation/data
R_3hyCgqMpettYA1x	serious	We had a question that was mis-coded completely, and there was no way to backwards-reconstruct the correct variable.	1	We had a question that was mis-coded completely, and there was no way to backwards-reconstruct the correct variable.	mistake in coding a variable	6	data coding error
R_3iIFj59dgB5EXPO	recurring	losing some data files	1	losing some data files	data loss	27	loss of materials/documentation/data
R_3iIFj59dgB5EXPO	serious	losing all the data for an experiment	1	losing all the data for an experiment	data loss	27	loss of materials/documentation/data
R_3iqkqyCtuHBhFsN	recurring	errors in the data set (variable label, incorrect formula, data entry...)	1	errors in the data set (variable label)	mistake in variable labels	2	ambiguous naming/defining of data
R_3iqkqyCtuHBhFsN	serious	error in the data set for some observation due to a wrong formula	1	error in the data set for some observation due to a wrong formula	using wrong formulas	3	wrong data processing/analysis
R_3iqkqyCtuHBhFsN	recurring	errors in the data set (variable label, incorrect formula, data entry...)	2	errors in the data set (incorrect formula)	using wrong formulas	3	wrong data processing/analysis
R_3iqkqyCtuHBhFsN	recurring	errors in the data set (variable label, incorrect formula, data entry...)	3	errors in the data set (data entry...)	data entry error	26	data input error
R_3IT6ZXx2MztRRGc	recurring	Sub-optimal treatment of missing data.	1	Sub-optimal treatment of missing data.	mistake in treating missing data	1	data coding error
R_3IT6ZXx2MztRRGc	serious	See above	1	See above	see above	40	see above
R_3j27GQZJCc95DpV	recurring	No back up	1	No back up	no back up	1	loss of materials/documentation/data
R_3j27GQZJCc95DpV	serious	Different databases	1	Different databases	insufficient information	30	insufficient information
R_3J4c4rpnbPrwloU	recurring	key to demographic variables lost to time	1	key to demographic variables lost to time	data loss	27	loss of materials/documentation/data
R_3J4c4rpnbPrwloU	serious	NA	1	missing	missing	125	missing
R_3jeZvxEXWjMiPoU	recurring	Scheduling twl participants in the same slot. Making some errors in programming the experiment (which are usually fixed after 2-3 pilot participants)	1	Scheduling twl participants in the same slot.	error in data collection scheduling	1	participant allocation error
R_3jeZvxEXWjMiPoU	serious	Making some errors in programming experiment.	1	Making some errors in programming experiment.	mistake in experiment code	3	programming error
R_3jeZvxEXWjMiPoU	recurring	Scheduling twl participants in the same slot. Making some errors in programming the experiment (which are usually fixed after 2-3 pilot participants)	2	Making some errors in programming the experiment (which are usually fixed after 2-3 pilot participants)	mistake in experiment code	3	programming error
R_3jfk9WUBB1C9rE0	recurring	Missing observations when transfering data between different formats	1	Missing observations when transfering data between different formats	mistake in transferring data between formats	6	data transfer error
R_3jfk9WUBB1C9rE0	serious	Bad documentation of data preparation	1	Bad documentation of data preparation	lack or poor documentation	23	bad or poor documentation
R_3JgdVz92UzIXsDf	recurring	"Programming errors - I can't think of any other mistake that's ever been made (except or for students doing God knows what when working with their data, but that is always something I double check and correct as a matter of course. Letting students make those data working mistakes, to show them how careful you actually need to be is more a life-lesson for them, than a mistake by the ""research team""."	1	"Programming errors - I can't think of any other mistake that's ever been made (except or for students doing God knows what when working with their data, but that is always something I double check and correct as a matter of course. Letting students make those data working mistakes, to show them how careful you actually need to be is more a life-lesson for them, than a mistake by the ""research team""."	program coding error	41	programming error
R_3JgdVz92UzIXsDf	serious	I programmed a series of images to display randomly to participants on the screen (three images representing three different conditions, placed in a random configuration on the screen, participants had to choose one of these on each trial). I recorded where on the screen participants clicked, but somehow managed to not record which image was where on which trial, so I couldn't actually triangulate back to the image chosen on each trial.	1	I programmed a series of images to display randomly to participants on the screen (three images representing three different conditions, placed in a random configuration on the screen, participants had to choose one of these on each trial). I recorded where on the screen participants clicked, but somehow managed to not record which image was where on which trial, so I couldn't actually triangulate back to the image chosen on each trial.	program coding error	41	programming error
R_3jZ1VC6ejnLzmYa	recurring	A participant's second response to a question would overwrite their response to the first question.	1	A participant's second response to a question would overwrite their response to the first question.	mistake in programming the data collection code	3	programming error
R_3jZ1VC6ejnLzmYa	serious	A researcher coded categorical data as interval data	1	A researcher coded categorical data as interval data	mistake in coding a variable	6	data coding error
R_3kBPKtkLfMFdp7R	recurring	Transcription errors going from paper to computer	1	Transcription errors going from paper to computer	transcription error	9	data transfer error
R_3kBPKtkLfMFdp7R	serious	In some cases, the field assistants neglected to record some of the data.	1	In some cases, the field assistants neglected to record some of the data.	mistake in data recording	1	data input error
R_3KGCgGY4I8KXp24	recurring	'-including participants that weren't supposed to be included in the analysis because of inaccurate records to signify their participation (e.g. including someone who consented and withdrew prior to completing assessments when I was supposed to include people who consented and withdrew prior to participating in the group) -Using an outdated data set because I maintained multiple superseded datasets with similar names in the same folder	1	-including participants that weren't supposed to be included in the analysis because of inaccurate records to signify their participation (e.g. including someone who consented and withdrew prior to completing assessments when I was supposed to include people who consented and withdrew prior to participating in the group)	mistake in data reduction	9	wrong data processing/analysis
R_3KGCgGY4I8KXp24	serious	I've only just finished my phd so I don't have many examples to draw from... the previously mentioned ones are probably the only ones	1	I've only just finished my phd so I don't have many examples to draw from... the previously mentioned ones are probably the only ones	mistake in data reduction	9	wrong data processing/analysis
R_3KGCgGY4I8KXp24	recurring	'-including participants that weren't supposed to be included in the analysis because of inaccurate records to signify their participation (e.g. including someone who consented and withdrew prior to completing assessments when I was supposed to include people who consented and withdrew prior to participating in the group) -Using an outdated data set because I maintained multiple superseded datasets with similar names in the same folder	2	-Using an outdated data set because I maintained multiple superseded datasets with similar names in the same folder	using the wrong version of data	48	version control error
R_3kGGCsyUfakWVUl	recurring	Reverse coding	1	Reverse coding	mistake in recoding variables	3	data coding error
R_3kGGCsyUfakWVUl	serious	NA	1	missing	missing	125	missing
R_3KJ9fDQ34vAsAxJ	recurring	Not immediately creating and keeping a good data manual/codebook.	1	Not immediately creating and keeping a good data manual/codebook.	lack or poor documentation	23	bad or poor documentation
R_3KJ9fDQ34vAsAxJ	serious	Our data entry software re-coded missing values to a perfect score on a measure.	1	Our data entry software re-coded missing values to a perfect score on a measure.	data entry error	26	data input error
R_3kjMa6nu9SI2Zxt	recurring	An investigator gives me (the statistician) a large, usually observational, dataset with poorly documented variable coding schemes or undocumented exclusion criteria. In analyzing the data, I initially make assumptions about the variable definitions that turn out to be incorrect when I discuss my uncertainties with the investigators.	1	An investigator gives me (the statistician) a large, usually observational, dataset with poorly documented variable coding schemes or undocumented exclusion criteria. In analyzing the data, I initially make assumptions about the variable definitions that turn out to be incorrect when I discuss my uncertainties with the investigators.	lack or poor documentation	23	bad or poor documentation
R_3kjMa6nu9SI2Zxt	serious	Happily, I have not had a serious data-related mistake that persisted to the finally submitted article. Probably the most serious was when I led a multisite replication project, and one lab collected their large sample prematurely using the wrong questionnaire materials, meaning they had to re-run on new subjects.	1	Happily, I have not had a serious data-related mistake that persisted to the finally submitted article. Probably the most serious was when I led a multisite replication project, and one lab collected their large sample prematurely using the wrong questionnaire materials, meaning they had to re-run on new subjects.	using the wrong measure	1	oversight in study design or measurement
R_3KK0Lq3IYGIcJXW	recurring	I have had in the past that I did not label a variable properly. It computed two variables but I could not remember what was the correct one.	1	I have had in the past that I did not label a variable properly. It computed two variables but I could not remember what was the correct one.	mistake in variable labels	2	ambiguous naming/defining of data
R_3KK0Lq3IYGIcJXW	serious	For a qualitative study the recording equipment failed, so a interview was lost.	1	For a qualitative study the recording equipment failed, so a interview was lost.	technical failure	21	technical/infrastructural problem
R_3kwgl80bqny911T	recurring	I have been a researcher for many years.  The last project I worked on was probably four or five years ago, and at that stage, I had considerable experience managing data, to avoid many of the mistakes that you describe.	1	I have been a researcher for many years.  The last project I worked on was probably four or five years ago, and at that stage, I had considerable experience managing data, to avoid many of the mistakes that you describe.	irrelevant content	84	irrelevant content
R_3kwgl80bqny911T	serious	NA	1	missing	missing	125	missing
R_3L6niGuAekVeaXx	recurring	over the years I have seen the following: -overlapping participant numbers between different groups, means no one knows what disorder which participant has.  -missing demographic information, e.g. age, gender, BMI for anorexia -quick programming leading to errors in saving data (e.g. just half the task is recorded) -people loosing data analyses they spend months on -badly programmed .exe task files that do not represent what was said in papers (you have to dig deep into C decompiling to notice this)	1	over the years I have seen the following: -overlapping participant numbers between different groups, means no one knows what disorder which participant has.	ambiguous participant identifier	8	ambiguous naming/defining of data
R_3L6niGuAekVeaXx	serious	I see them all as quite serious. worst was wrong task programming which just was noticed when I was given the data to write up. when digging into the methods I noticed that RTs are fixed and varied only by a refreshrate-the previous guy just said it is singificant and wanted it to be published. so no, task had to be reprogrammed and new data had to be collected.	1	I see them all as quite serious. worst was wrong task programming which just was noticed when I was given the data to write up. when digging into the methods I noticed that RTs are fixed and varied only by a refreshrate-the previous guy just said it is singificant and wanted it to be published. so no, task had to be reprogrammed and new data had to be collected.	program coding error	41	programming error
R_3L6niGuAekVeaXx	recurring	over the years I have seen the following: -overlapping participant numbers between different groups, means no one knows what disorder which participant has.  -missing demographic information, e.g. age, gender, BMI for anorexia -quick programming leading to errors in saving data (e.g. just half the task is recorded) -people loosing data analyses they spend months on -badly programmed .exe task files that do not represent what was said in papers (you have to dig deep into C decompiling to notice this)	2	-missing demographic information, e.g. age, gender, BMI for anorexia	missing data	2	loss of materials/documentation/data
R_3L6niGuAekVeaXx	recurring	over the years I have seen the following: -overlapping participant numbers between different groups, means no one knows what disorder which participant has.  -missing demographic information, e.g. age, gender, BMI for anorexia -quick programming leading to errors in saving data (e.g. just half the task is recorded) -people loosing data analyses they spend months on -badly programmed .exe task files that do not represent what was said in papers (you have to dig deep into C decompiling to notice this)	3	-quick programming leading to errors in saving data (e.g. just half the task is recorded)	program coding error	41	programming error
R_3L6niGuAekVeaXx	recurring	over the years I have seen the following: -overlapping participant numbers between different groups, means no one knows what disorder which participant has.  -missing demographic information, e.g. age, gender, BMI for anorexia -quick programming leading to errors in saving data (e.g. just half the task is recorded) -people loosing data analyses they spend months on -badly programmed .exe task files that do not represent what was said in papers (you have to dig deep into C decompiling to notice this)	4	-people loosing data analyses they spend months on	data analysis loss	1	loss of materials/documentation/data
R_3L6niGuAekVeaXx	recurring	over the years I have seen the following: -overlapping participant numbers between different groups, means no one knows what disorder which participant has.  -missing demographic information, e.g. age, gender, BMI for anorexia -quick programming leading to errors in saving data (e.g. just half the task is recorded) -people loosing data analyses they spend months on -badly programmed .exe task files that do not represent what was said in papers (you have to dig deep into C decompiling to notice this)	5	-badly programmed .exe task files that do not represent what was said in papers (you have to dig deep into C decompiling to notice this)	program coding error	41	programming error
R_3lFbOeEkr2aGW1f	recurring	Errors in code for creating derived variables	1	Errors in code for creating derived variables	program coding error	41	programming error
R_3lFbOeEkr2aGW1f	serious	Time spent analyzing a data set that had been corrupted.	1	Time spent analyzing a data set that had been corrupted.	using the wrong version of data	48	version control error
R_3lKPtjrvge3kjlW	recurring	equipment failure led to data loss, but I don't think that fits in your definition.  I cannot think of any data-related mistakes comparable to your examples.	1	equipment failure led to data loss, but I don't think that fits in your definition.  I cannot think of any data-related mistakes comparable to your examples.	technical failure	21	technical/infrastructural problem
R_3lKPtjrvge3kjlW	serious	none	1	none	irrelevant content	84	irrelevant content
R_3lMjXKnwsOJomFW	recurring	Failure to reflect negatively keyed items on a personality scale.	1	Failure to reflect negatively keyed items on a personality scale.	data editing mistake	1	wrong data processing/analysis
R_3lMjXKnwsOJomFW	serious	Omission of parts of a questionnaire.	1	Omission of parts of a questionnaire.	not applying every item in measurement	1	oversight in study design or measurement
R_3lMoowEYi5yWYMA	recurring	An older version with older data was worked on AND submitted to a journal by a co-author, although he did have the most recent version from me.	1	An older version with older data was worked on AND submitted to a journal by a co-author, although he did have the most recent version from me.	using the wrong version of data	48	version control error
R_3lMoowEYi5yWYMA	serious	I don't understand your question. Something seems to be missing in your formulation. I just described one serious data- and file-related mistake in my team, and it did happen in the last 5 years--about two and a half years ago.	1	I don't understand your question. Something seems to be missing in your formulation. I just described one serious data- and file-related mistake in my team, and it did happen in the last 5 years--about two and a half years ago.	irrelevant content	84	irrelevant content
R_3lQFyqvkeqxEGrv	recurring	Unclear variable names and unclear recoding of variables, usually in datasets collected by students	1	Unclear variable names, usually in datasets collected by students	unclear variable names	10	ambiguous naming/defining of data
R_3lQFyqvkeqxEGrv	serious	A student made a mistake in Qualtrics, resulting in weird scores: scores 11-13 on a five-point rating scale.	1	A student made a mistake in Qualtrics, resulting in weird scores: scores 11-13 on a five-point rating scale.	mistake in data collection platform	1	data input error
R_3lQFyqvkeqxEGrv	recurring	Unclear variable names and unclear recoding of variables, usually in datasets collected by students	2	unclear recoding of variables, usually in datasets collected by students	mistake in coding a variable	6	data coding error
R_3lrEYOs4D0F0s0k	recurring	1. We used uninformative variable names that made it hard to re-use the dataset. 2. Frame deletion error. A row was deleted and all datapoints moved up one so that experimental groups and datapoints no longer matched. The mistake was not spotted in time and a conference abstract was published with erroneous results, although the actual conference presentation contained corrected analyses and disclosure of the mistake. 3. Failure to retain data at screening for a critical baseline variable for some participants	1	1. We used uninformative variable names that made it hard to re-use the dataset.	unclear variable names	10	ambiguous naming/defining of data
R_3lrEYOs4D0F0s0k	serious	Point 3 above (failure to retain critical baseline variable data during screening)	1	Point 3 above (failure to retain critical baseline variable data during screening)	losing important variable	2	loss of materials/documentation/data
R_3lrEYOs4D0F0s0k	recurring	1. We used uninformative variable names that made it hard to re-use the dataset. 2. Frame deletion error. A row was deleted and all datapoints moved up one so that experimental groups and datapoints no longer matched. The mistake was not spotted in time and a conference abstract was published with erroneous results, although the actual conference presentation contained corrected analyses and disclosure of the mistake. 3. Failure to retain data at screening for a critical baseline variable for some participants	2	2. Frame deletion error. A row was deleted and all datapoints moved up one so that experimental groups and datapoints no longer matched. The mistake was not spotted in time and a conference abstract was published with erroneous results, although the actual conference presentation contained corrected analyses and disclosure of the mistake.	mistake in data reduction	9	wrong data processing/analysis
R_3lrEYOs4D0F0s0k	recurring	1. We used uninformative variable names that made it hard to re-use the dataset. 2. Frame deletion error. A row was deleted and all datapoints moved up one so that experimental groups and datapoints no longer matched. The mistake was not spotted in time and a conference abstract was published with erroneous results, although the actual conference presentation contained corrected analyses and disclosure of the mistake. 3. Failure to retain data at screening for a critical baseline variable for some participants	3	3. Failure to retain data at screening for a critical baseline variable for some participants	losing important variable	2	loss of materials/documentation/data
R_3M0uW4vbFXE4kvx	recurring	1) Uninformative names, lack of documentation, takes time to re-create analyses.  2) Problems accessing data from SQL server, insufficient documentation of variables there	1	1) Uninformative names takes time to re-create analyses.	unclear variable names	10	ambiguous naming/defining of data
R_3M0uW4vbFXE4kvx	serious	NA	1	missing	missing	125	missing
R_3M0uW4vbFXE4kvx	recurring	1) Uninformative names, lack of documentation, takes time to re-create analyses.  2) Problems accessing data from SQL server, insufficient documentation of variables there	2	lack of documentation takes time to re-create analyses.	lack or poor documentation	23	bad or poor documentation
R_3M0uW4vbFXE4kvx	recurring	1) Uninformative names, lack of documentation, takes time to re-create analyses.  2) Problems accessing data from SQL server, insufficient documentation of variables there	3	2) Problems accessing data from SQL server, insufficient documentation of variables there	ambiguous variable naming	40	ambiguous naming/defining of data
R_3MJUSLr2OcEQ11l	recurring	NA	1	missing	missing	125	missing
R_3MJUSLr2OcEQ11l	serious	NA	1	missing	missing	125	missing
R_3MrPmrUA0iU0QKQ	recurring	NA	1	missing	missing	125	missing
R_3MrPmrUA0iU0QKQ	serious	NA	1	missing	missing	125	missing
