StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	DistributionChannel	UserLanguage	inform	general_frequency	recurring_story	recurring_cause	recurring_frequency	recurring_serious	recurring_outcome	recurring_outcome_6_TEXT	serious_story	serious_cause	serious_serious	serious_outcome	serious_outcome_6_TEXT	field	years	comment
2018-12-11 11:37:44	2018-12-11 11:44:28	IP Address	100	403	True	2018-12-11 11:44:28	R_27s7Eu21Kt5yIT0	email	EN	Yes	"Low
Occurs in some of the projects"	Data were not properly labeled, which makes them hard to interpret in the future.	There was no time to adjust the labels	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	I used the randomizer in Qualtrics in the wrong way. I set it to 'show one out of three', where it should have been 'show all three in a random order'. We had to re-do the whole data collection.	I have no idea. If we would have pretested the final version more carefully we would have seen it.	"Major
Great project delay and/or money loss. Affecting some conclusions of the article. A considerable level of frustration.
Example: Have to redo the whole data collection."	financial loss	NA	other	14	NA
2018-12-11 11:40:26	2018-12-11 11:48:01	IP Address	100	454	True	2018-12-11 11:48:01	R_2ZKX9MFhEoJ5EsP	email	EN	Yes	"High
Occurs in most of the projects"	"Scoring issues when transferring data from paper / pencil to digital (different / wrong scales for the same instrument, different scoring of the scales for different time points, differing interpretation of ""categories"" among student assistants who were scoring free text answers as categorical items)"	Change of research staff, time pressure leading to superficial work when producing scoring sheets, insufficient supervision and training of student assistants	"High
Occurs in most of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	see above	NA	NA	NA	NA	clinical psychology	5	NA
2018-12-11 11:48:49	2018-12-11 11:58:50	IP Address	100	600	True	2018-12-11 11:58:50	R_3EKfYkim9TNrorw	email	EN	Yes	"Low
Occurs in some of the projects"	Old saved data was overwritten by the new data	A bug in the computer code	"Low
Occurs in some of the projects"	"Major
Great project delay and/or money loss. Affecting some conclusions of the article. A considerable level of frustration.
Example: Have to redo the whole data collection."	time loss	NA	NA	NA	NA	NA	NA	applied psychology	9	NA
2018-12-11 11:54:12	2018-12-11 12:03:12	IP Address	100	540	True	2018-12-11 12:03:12	R_bCNgup74QHnWVKp	email	EN	Yes	"Low
Occurs in some of the projects"	analyzing the wrong version of a dataset	filters used incorrectly or files with unclear names	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	other	timeloss and frustration	unclear coding of experimental conditions  btw there is an error in the question...	Lack of testing experimental software to check if data is correctly stored,	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	other	time loss and frustration	applied psychology	20	NA
2018-12-11 12:04:29	2018-12-11 12:07:30	IP Address	100	181	True	2018-12-11 12:07:31	R_3kGGCsyUfakWVUl	email	EN	Yes	"Moderate
Occurs in half of the projects"	Reverse coding	Lack of experience of student	"Low
Occurs in some of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	frustration	NA	NA	NA	NA	NA	NA	social psychology	47	NA
2018-12-11 12:07:51	2018-12-11 12:10:11	IP Address	100	139	True	2018-12-11 12:10:11	R_2VEKMPKkOYROq4e	email	EN	Yes	"Very Low
Occurs never or rarely"	NA	NA	"Very Low
Occurs never or rarely"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	time loss	NA	NA	NA	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	time loss	NA	methodology and statistics	20	NA
2018-12-11 12:17:03	2018-12-11 12:27:16	IP Address	100	612	True	2018-12-11 12:27:16	R_2RQVxhHSV8Q7y24	email	EN	Yes	"Moderate
Occurs in half of the projects"	Copy-and-paste errors where the values should have been replaced but weren't.	Haste - trying to get papers written up and submitted quickly	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Skipped a line when copying data from two files into one new one, so data from two experimental tasks was mismatched (i.e. assigned data from participant A to participant B by mistake)	Messy data, trying to combine data from incomplete files (e.g. participants who completed one task but not the other). This is a task that has to be done manually, which leads to mistakes.	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	experimental and cognitive psychology	13	I had some trouble quantifying the kinds of errors I've made to establish which was most frequent. There may be a danger of availability heuristic here (i.e. the two errors I described both happened recently - more severe ones might have happened several years back but I can't bring them to mind right now).
2018-12-11 12:28:39	2018-12-11 12:33:35	IP Address	100	295	True	2018-12-11 12:33:35	R_3PHWLvpIcXFFKwW	email	EN	Yes	"Low
Occurs in some of the projects"	Errors in excel templates (formulas, cut and paste etc.) that have been individuated and corrected	fatigue, lack of attention	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Errors in excel templates (formulas, cut and paste etc.) that have been individuated and corrected	fatigue, lack of attention	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	neurophysiology and physiological psychology	12	NA
2018-12-11 12:36:09	2018-12-11 12:44:05	IP Address	100	476	True	2018-12-11 12:44:05	R_OlZPqe0dnO5809z	email	EN	Yes	"Moderate
Occurs in half of the projects"	inconsistent application of data exclusion and cleaning procedures, leading to slight different final N in the sample.  This problem happens most frequently in studies with many researchers and many parallel data sets from the same participants.	It's not always clear, but mostly I think it is down to exclusion of a participant based on data collections error - a participant having unusable data on one task and needing to be excluded from the who analysis.  But this only becomes evident after the data is viewed.	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Testing participants who should have been excluded from the study.	It was not clear - but possibly the questionnaire with prospective participants did not cover the required eligibility variables.	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	other	time and Financial loss	applied psychology	17	NA
2018-12-11 12:44:37	2018-12-11 12:48:55	IP Address	100	258	True	2018-12-11 12:48:55	R_2YrWWMvbQaoXT8U	email	EN	Yes	"Very Low
Occurs never or rarely"	we have lots of data checking protocols and so mistakes are eliminated (I hope/think) before dissemination. Type of errors include miscoding of participants to wrong group.	Inexperience of junior researchers	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Struggling to recall one	n/a	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	other	n/a	experimental and cognitive psychology	30	NA
2018-12-11 12:44:43	2018-12-11 12:50:55	IP Address	100	372	True	2018-12-11 12:50:55	R_2v92FujMnTNUKtU	email	EN	Yes	"High
Occurs in most of the projects"	Using uninformative variable names	The variable names feel meaningfully discriminating at the time of data analysis but are much more ambiguous when I come back to work with the data later.	"Moderate
Occurs in half of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	miscoding of a dependent variable	When recoding from raw responses to a categorical dependent variable, missing values were given a value of zero because I neglected to write an if condition in the syntax.	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	experimental and cognitive psychology	8	NA
2018-12-11 12:43:06	2018-12-11 13:09:11	IP Address	100	1565	True	2018-12-11 13:09:12	R_cOwnko1L9iV7hWV	email	EN	Yes	"Low
Occurs in some of the projects"	To note: There is a central data management for our key studies which works fully scripted according to standard rules with a single central data and metadata repository with automated back-up and data management solutions and versioning. Almost all data are handled there. That explains the answer. Errors mostly occur outside this pipeline which affect minor add ons.   These erors are : Problematic formattings, data entry errors, observer effects, import errors of data across programs, intransparency regarding data recording, incomplete data transfer, uncertainty about latest version	Use of non-standard approaches to data management by persons little experienced in data management. E.g. add on local data collections through software without centralized control mechanisms.	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	late discovery of severe data problems in data provided with Excel sheets. Large amounts of re-readings of images necessary.	Data collected outside the normally demanded standard pipeline e.g.excel instead of an approved web application with bulit in checks.	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	methodology and statistics	15	The single choice is problematic in this survey, several problems may apply.
2018-12-11 13:28:47	2018-12-11 13:36:01	IP Address	100	433	True	2018-12-11 13:36:01	R_Tn1zCiJl48M49bP	email	EN	Yes	"Very Low
Occurs never or rarely"	poor labeling of variables	laziness and short-sightedness...saving time now and causing problems later	"Low
Occurs in some of the projects"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	time loss	NA	"we once assigned subjects to 8 treatments and had two groups twice as large as the other six. Although that made it easier to implement the experiment, we ""forgot"" that it would complicate (a bit) the analysis because we inadvertantly creeated correlated treatments"	stupidity	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	methodology and statistics	39	NA
2018-12-11 13:31:49	2018-12-11 13:44:32	IP Address	100	762	True	2018-12-11 13:44:32	R_3lQFyqvkeqxEGrv	email	EN	Yes	"Low
Occurs in some of the projects"	Unclear variable names and unclear recoding of variables, usually in datasets collected by students	Student’s lack of SPSS skills and unfamiliarity with online data collection software	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	A student made a mistake in Qualtrics, resulting in weird scores: scores 11-13 on a five-point rating scale.	The student mixed up items and scale points, and deleted the wrong answering options	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	personality psychology	16	Most mistakes are caused by students. A lot of data colkected by students are not used for papers, only for theses.
2018-12-11 13:49:47	2018-12-11 13:52:54	IP Address	100	187	True	2018-12-11 13:52:54	R_cIpsWQTCtqyVUd3	email	EN	Yes	"Low
Occurs in some of the projects"	Data not cleaned appropriately.	Student not supervised well enough.	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Data not cleaned appropriately.	Student not supervised well.	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	applied psychology	20	NA
2018-12-11 13:55:42	2018-12-11 14:02:13	IP Address	100	390	True	2018-12-11 14:02:14	R_2E3SqExkJaw5KMM	email	EN	Yes	"Very Low
Occurs never or rarely"	Mistaken excel files	file name	"Very Low
Occurs never or rarely"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	No serious mistake	NA	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	other	NA	neurophysiology and physiological psychology	58	NA
2018-12-10 20:57:35	2018-12-11 14:04:08	IP Address	100	61593	True	2018-12-11 14:04:09	R_3n5YF1P3zkjw6mc	email	EN	Yes	"Very High
Occurs in (almost) all of the projects"	Using same subject# more than once	Good question. I suppose carelessness or failure to emphasize the importance of getting this right	"High
Occurs in most of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Inappropriate data analysis /modeling or errors in code	Grad student taking confusing theory with programming shortcut. Or lack of double checking code	"Major
Great project delay and/or money loss. Affecting some conclusions of the article. A considerable level of frustration.
Example: Have to redo the whole data collection."	time loss	NA	experimental and cognitive psychology	20	Examples go quickly never to be seen again so unclear if these are the types of data MGMT problems you are interested in
2018-12-11 11:13:27	2018-12-11 14:04:38	IP Address	100	10270	True	2018-12-11 14:04:38	R_2tLFnGE5wJ0UxSs	email	EN	Yes	"Low
Occurs in some of the projects"	In large datasets, with hundreds of variables: Analyzing earlier version of e.g., sum score that includes errors rectified in later version of variable.	Not sufficiently clear procedures for dataset cleanup and management.	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	same as above	same as above	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	clinical psychology	12	NA
2018-12-11 14:19:39	2018-12-11 14:23:48	IP Address	100	248	True	2018-12-11 14:23:48	R_3iIFj59dgB5EXPO	email	EN	Yes	"Low
Occurs in some of the projects"	losing some data files	because the data was not saved to the correct directory	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	losing all the data for an experiment	when the computer rebooted it cleared all the saved files	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	applied psychology	27	NA
2018-12-11 14:47:29	2018-12-11 14:53:32	IP Address	100	363	True	2018-12-11 14:53:33	R_1IXK61gu891fM53	email	EN	Yes	"Very Low
Occurs never or rarely"	can't remember one, other than temporarily losing a dataset or results set	insufficient paranoia	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	? can't understand question	NA	NA	NA	NA	social psychology	50	NA
2018-12-11 14:55:27	2018-12-11 15:03:31	IP Address	100	484	True	2018-12-11 15:03:31	R_3ObQwLaOYCfdTA5	email	EN	Yes	"Low
Occurs in some of the projects"	Bad management data by a student who is not careful entering/managing data from his/her project.  I now have to have my 2 full time research assistants double check the same databases to make sure that we don’t have mistakes done by students on their own databse.	Students’ inexperience or lack of interest in data management. I now train all of them on this but still......	"Low
Occurs in some of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	erroneous conclusion	NA	Saying there is a significant difference between 2 groups, wrote the paper and when I reanalyzed I saw the mistake and cancelled the paper but so much time lost.	Student having problem handling a database. Did it by hand. We have to find ways to automatize handling so that  we take out the human factor.	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	neurophysiology and physiological psychology	25	NA
2018-12-11 15:06:18	2018-12-11 15:14:06	IP Address	100	468	True	2018-12-11 15:14:07	R_3PYR1LMIJhMu0dH	email	EN	Yes	"Moderate
Occurs in half of the projects"	OH MAN, how many characters do I have? The most common mistakes are related to naming of variables and files, so that I'm building models (temporarily! so far it's always been a temporary glitch!) from an outdated version of a variable or dataset.	Naming things transparently and concisely is REALLY hard, and sharing files compounds the difficulty. I didn't know as a trainee that data management required so much vigilance.	"Very High
Occurs in (almost) all of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	other	Time loss AND frustration	I drafted a chunk of a paper based on faulty models and had to rewrite. (...and explain to my co-author, which was much more painful than the revised models and revised text)	Naming challenges -- I thought I was working with the correct variable but I was not.	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	other	Time loss AND frustration	other	8	"I am very interested in your findings. I know I'm not alone in making silly mistakes with dataset versions, data merge glitches, and variable names that leave me thinking ""...what now?"" when I return to the file six months later, but researchers don't talk about this stuff."
2018-12-11 15:15:09	2018-12-11 15:19:26	IP Address	100	257	True	2018-12-11 15:19:27	R_3hyCgqMpettYA1x	email	EN	Yes	"Low
Occurs in some of the projects"	Data loss; often the type of work I'm involved in has multiple data files, and if the ID numbers are in any way misentered, we lose the ability to match respondents and lose data.	Often it's the participant mis-entering their id number	"Low
Occurs in some of the projects"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	time loss	NA	We had a question that was mis-coded completely, and there was no way to backwards-reconstruct the correct variable.	Qualtrics stopped supporting the question type, and since we use the same individual difference measure survey over and over, we didn't realize that it wasn't collecting the data in the way we needed...until we had collected 1000 responses that ended up being unusable.	"Major
Great project delay and/or money loss. Affecting some conclusions of the article. A considerable level of frustration.
Example: Have to redo the whole data collection."	financial loss	NA	social psychology	13	NA
2018-12-11 15:36:51	2018-12-11 15:41:17	IP Address	100	266	True	2018-12-11 15:41:18	R_3lMjXKnwsOJomFW	email	EN	Yes	"Low
Occurs in some of the projects"	Failure to reflect negatively keyed items on a personality scale.	Carelessness.	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Omission of parts of a questionnaire.	Failure to doublecheck.	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	personality psychology	42	Best wishes with your research.
2018-12-11 16:11:43	2018-12-11 16:19:08	IP Address	100	444	True	2018-12-11 16:19:08	R_2U0jyqZlTh8B9Kk	email	EN	Yes	"Moderate
Occurs in half of the projects"	Mixing different version of preprocessed data in further processing.	Trying different versions of filtering, measurement windows, etc. and not naming them in a sufficiently informative manner or using some version tracker/logging.	"Moderate
Occurs in half of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	Using a non-standard script to calculate d'.	We thought that we should do our own script and omitted an important step fro the calculation.	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	other	Had to correct it in the revision of the ms.	experimental and cognitive psychology	35	NA
2018-12-11 16:16:17	2018-12-11 16:28:11	IP Address	100	713	True	2018-12-11 16:28:11	R_2wu8pRf0QuCSjtC	email	EN	Yes	"Low
Occurs in some of the projects"	using incorrect formulas in Excel to identify instances that meet a particular criteria - often a formula works for 99.9% of data, but might not work on rare special event trials	In a memory task, participants recall nothing at all, when mean is it recall of 5-8 things, and the formula assumed at least one thing would be recalled..	"Low
Occurs in some of the projects"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	NA	NA	used excel grand means in a published plot rather than mean of participant means.	The values were out slightly because different participants contributed different numbers of data points per cell-- only spotted when data  reanalysed by another team.  Not serious error and didn't affect conclusion	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	other	mild embarrassment	experimental and cognitive psychology	25	NA
2018-12-11 14:47:31	2018-12-11 16:44:48	IP Address	100	7037	True	2018-12-11 16:44:48	R_2f9fC66h2IIZs1w	email	EN	Yes	"Moderate
Occurs in half of the projects"	The most common mistake would be programming errors resulting in a faulty randomization or incomplete data registration	This could be attributed to a miscommunication or lack of communication between the student and promoter: the promoter did not emphasize enough the importance or failed to provide a sufficient test of this program before data collection, and/or the student failed to implement this and was unaware of his/her fault or did not warn about it in time	"Low
Occurs in some of the projects"	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	other	all of the above (apart from erroneous conclusion, because it was always detected in time)	I do not completely understand this question, and how it differs from the previous question? The same problem that recurred for years? I am not aware of a problem that continued over multiple studies.	\	NA	NA	NA	experimental and cognitive psychology	9	The second question was unclear to me, and I missed the option to click multiple answers to certain questions (e.g., kind of negative outcome, field of research)
2018-12-11 16:40:48	2018-12-11 16:48:42	IP Address	100	474	True	2018-12-11 16:48:45	R_9QE69SV6ZqszWjT	email	EN	Yes	"Low
Occurs in some of the projects"	labeling in graphical display of results go reversed so conditions were labelled incorrectly.	Human error -- rushing, stress, distraction.	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	cannot replicate result from the data set used for a conference presentation	not sure	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	other	27	I hope you will make available a copy of your report/conclusions.
2018-12-11 16:57:51	2018-12-11 17:00:14	IP Address	100	142	True	2018-12-11 17:00:15	R_31XxYTrGO7hkkqE	email	EN	Yes	"Very Low
Occurs never or rarely"	I can't think of any but my project is fairly small	NA	NA	NA	NA	NA	N/a	NA	NA	NA	NA	experimental and cognitive psychology	10	NA
2018-12-11 13:08:42	2018-12-11 17:33:18	IP Address	100	15876	True	2018-12-11 17:33:19	R_06DkavezrMGKffj	email	EN	Yes	"Very Low
Occurs never or rarely"	Unclear variable names and labels	Lack of attention to details	"Very Low
Occurs never or rarely"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	time loss	NA	There were no serious data-related mistakes in the last 5 years.	NA	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	NA	NA	applied psychology	5	NA
2018-12-11 17:43:26	2018-12-11 17:49:41	IP Address	100	375	True	2018-12-11 17:49:42	R_1FgF6lRVQZUd4dW	email	EN	Yes	"Moderate
Occurs in half of the projects"	Coding and scoring errors on for self-report or standardized assessment instruments.	Carelessness, using incorrect/outdated scoring procedure, lack of prior experience with the task, incomplete/improper training, attempting to use a 'manual' scoring method rather than using syntax.	"Moderate
Occurs in half of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	other	Trial and error is a useful pedagogical technique at the graduate level.  Give student a problem.  Have them attempt to solve it on their own with minimal instruction.  Go through their work with them present and discuss errors/problems.  Help them develop an algorithm to fix it.	A colleague supplied a data set containing the wrong population of participants. I had to start from scratch on a completed manuscript.	Carelessness.	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	social psychology	12	Good idea for a study.  Best of luck!
2018-12-11 17:47:06	2018-12-11 18:17:20	IP Address	100	1814	True	2018-12-11 18:17:21	R_1lB26n6FmxVjcjF	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	social psychology	10	NA
2018-12-11 18:19:29	2018-12-11 18:22:55	IP Address	100	206	True	2018-12-11 18:22:56	R_1f8IXSbHxMdw6pC	email	EN	Yes	"Low
Occurs in some of the projects"	no, too much work. this questin is too vague	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	other	1	NA
2018-12-11 18:24:51	2018-12-11 18:29:53	IP Address	100	301	True	2018-12-11 18:29:53	R_1NwBZ6uZyWVD4r1	email	EN	Yes	"Low
Occurs in some of the projects"	too long! sorry.	human errors	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	already asked this question	already asked this question	NA	NA	NA	other	35	I do not see its usefulness
2018-12-11 17:59:48	2018-12-11 18:38:08	IP Address	100	2300	True	2018-12-11 18:38:08	R_3NQyiNXjL1vSMQs	email	EN	Yes	"Low
Occurs in some of the projects"	Miscoded levels of categorical variable	Human error on my part	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Genotyping errors on a large batch of samples	Error at the lab	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	other	3	NA
2018-12-11 19:17:19	2018-12-11 19:21:41	IP Address	100	261	True	2018-12-11 19:21:41	R_uyxOp5bl3Heyi5P	email	EN	Yes	"Low
Occurs in some of the projects"	Lack of following protocols in file naming	Researcher not fully reading instructions for data management	"Very Low
Occurs never or rarely"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	frustration	NA	Forgetting to switch on video camera when recording study	Human error	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	other	40	NA
2018-12-11 20:05:05	2018-12-11 20:10:40	IP Address	100	335	True	2018-12-11 20:10:41	R_2QJpoM0DXM2EnBw	email	EN	Yes	"Low
Occurs in some of the projects"	Data was incorrectly entered; cases were duplicated and had to be manually removed.	human error	"Moderate
Occurs in half of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	time loss	NA	Data did not get recorded that should have been recorded.	Human error, insufficient protocol in place.	"Moderate
Definite time and/or money loss. Mild frustration. Potential effect on some conclusions.
Example: Have to record part of the whole sample again."	time loss	NA	social psychology	10	I was frustrated that I could not choose both time loss and frustration. Also, it was kind of uncomfortable to report data management mistakes in my research, in print, in a survey, even though I talk openly about these things with peers and students.
2018-12-11 20:16:38	2018-12-11 20:21:33	IP Address	100	294	True	2018-12-11 20:21:33	R_pN6MH6N2QB5EWkN	email	EN	Yes	"Low
Occurs in some of the projects"	Uninformative varaible names Programming error in script so that not all datapoints were stored.	Lack of time to double-check scripts properly	"Low
Occurs in some of the projects"	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	frustration	NA	Randomization of conditions was not done properly	Lack of time and ressources for properly double-checking script.	"Minor
Some project delay and/ or money loss. Short-timed frustration. No effect on conclusions.
Example: Have to rerun the analysis."	other	Some data points could not be used	neurophysiology and physiological psychology	9	NA
2018-12-11 20:41:58	2018-12-11 20:45:57	IP Address	100	239	True	2018-12-11 20:45:58	R_RwbZAYqdAdCWJpL	email	EN	Yes	"Low
Occurs in some of the projects"	Wrong labeling of variables from Qualtrics, wrong coding of item scales.	syntax files used to relabel variables may have had mistakes.	"Low
Occurs in some of the projects"	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	other	time loss for redoing analyses and frustration (both)	I have fortunately not had any data mistake that was not fixed prior to publication of research or submission of grant.	n/a	"Insignificant
Minutes of time loss. Insignificant financial loss. No effect on conclusions.
Example: Occasional typos in the variable names"	other	no major mistakes	developmental and educational psychology	10	I encourage all researchers to keep meticulous files and data logs so that problems are easy to track and remedy.
2018-12-11 20:49:32	2018-12-11 20:52:55	IP Address	100	202	True	2018-12-11 20:52:55	R_1f7yeRvfde3epEo	email	EN	Yes	"Very Low
Occurs never or rarely"	NA	NA	"Very Low
Occurs never or rarely"	"Major
Great project delay and/or money loss. Affecting some conclusions of the article. A considerable level of frustration.
Example: Have to redo the whole data collection."	NA	NA	NA	NA	NA	NA	NA	experimental and cognitive psychology	15	NA
